Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0220077, 0.01452649, -0.3898243, 1.756569, Tracked, 0.01147113, -0.08529988, 1.836222, Tracked, 0.009579133, 0.2096628, 1.902208, Tracked, 0.04055112, 0.3455602, 1.931257, Tracked, -0.1605067, 0.0833151, 1.839704, Tracked, -0.2510912, -0.1691963, 1.787767, Tracked, -0.2554711, -0.3733541, 1.647594, Tracked, -0.2607357, -0.4357934, 1.621037, Tracked, 0.2016282, 0.08772007, 1.915228, Tracked, 0.2664064, -0.1303383, 1.907677, Tracked, 0.2527565, -0.2800629, 1.757025, Tracked, 0.2084553, -0.3130891, 1.718772, Inferred, -0.06358472, -0.3800969, 1.712254, Tracked, -0.1342543, -0.7397768, 1.663562, Tracked, -0.1673981, -1.05389, 1.659393, Inferred, -0.1549729, -1.095963, 1.52864, Inferred, 0.09381227, -0.3858185, 1.734787, Tracked, 0.1126486, -0.7516216, 1.679717, Tracked, 0.1510364, -1.064024, 1.637338, Inferred, 0.1769514, -1.08838, 1.503529, Inferred, 0.009999741, 0.1371812, 1.887947, Tracked, -0.2604975, -0.5050711, 1.593031, Tracked, -0.2985926, -0.4294739, 1.602241, Tracked, 0.1973771, -0.3807438, 1.667665, Tracked, 0.1751342, -0.2876617, 1.6865, Tracked,
Kinect 2: 5.8267285, 0.1131767, -0.4196091, 1.744857, Tracked, 0.1684982, -0.1128385, 1.805525, Tracked, 0.2247942, 0.1829131, 1.845865, Tracked, 0.2576546, 0.3295139, 1.859321, Tracked, 0.02341557, 0.1077554, 1.838204, Tracked, -0.1264665, -0.1126629, 1.852212, Tracked, -0.1931534, -0.2862473, 1.727303, Tracked, -0.2213039, -0.3361956, 1.703026, Tracked, 0.3797347, 0.0300269, 1.818845, Tracked, 0.4004741, -0.2334045, 1.830205, Tracked, 0.3965136, -0.5062514, 1.780746, Tracked, 0.3892313, -0.580016, 1.779079, Tracked, 0.02764634, -0.3973285, 1.70532, Tracked, -0.06331047, -0.750572, 1.618478, Tracked, -0.1507044, -1.097924, 1.561469, Inferred, -0.1621441, -1.108979, 1.420945, Inferred, 0.1933172, -0.4246257, 1.711626, Tracked, 0.1829684, -0.7470987, 1.643336, Tracked, 0.03529772, -1.120632, 1.660838, Inferred, 0.004675593, -1.148506, 1.529188, Inferred, 0.2111327, 0.1103826, 1.838334, Tracked, -0.2345083, -0.4047529, 1.680341, Tracked, -0.2602141, -0.3111257, 1.701781, Tracked, 0.4053043, -0.6601961, 1.776241, Tracked, 0.3400771, -0.5887089, 1.798455, Tracked,
Kinect 2: 5.8576242, 0.1132609, -0.4197488, 1.745169, Tracked, 0.1696421, -0.1129377, 1.804801, Tracked, 0.2267048, 0.1829863, 1.844143, Tracked, 0.2601819, 0.3294643, 1.857836, Tracked, 0.02524397, 0.1089358, 1.836259, Tracked, -0.1276765, -0.1092132, 1.847951, Tracked, -0.1995836, -0.2800182, 1.726115, Tracked, -0.2276671, -0.3289703, 1.696657, Tracked, 0.3809837, 0.02930428, 1.817832, Tracked, 0.3997659, -0.2346873, 1.8296, Tracked, 0.3962335, -0.5071141, 1.780899, Tracked, 0.3884459, -0.5792025, 1.776075, Tracked, 0.02776998, -0.3973442, 1.705466, Tracked, -0.06380706, -0.749616, 1.618209, Tracked, -0.1521902, -1.097585, 1.560581, Inferred, -0.1632941, -1.108643, 1.420023, Inferred, 0.1934065, -0.4250624, 1.712508, Tracked, 0.1829844, -0.7457861, 1.642785, Tracked, 0.08386631, -1.138113, 1.630896, Inferred, 0.06514467, -1.161648, 1.494975, Inferred, 0.2128761, 0.1104071, 1.836864, Tracked, -0.2417931, -0.3993264, 1.671958, Tracked, -0.2664642, -0.3108881, 1.678067, Tracked, 0.3977654, -0.6591715, 1.771339, Tracked, 0.3417121, -0.6159418, 1.824, Tracked,
Kinect 2: 5.8888835, 0.1131901, -0.4196715, 1.745323, Tracked, 0.170561, -0.1128017, 1.804095, Tracked, 0.2287028, 0.1830431, 1.842604, Tracked, 0.2624928, 0.3295685, 1.856895, Tracked, 0.02155892, 0.1087883, 1.837071, Tracked, -0.1292535, -0.1020701, 1.844132, Tracked, -0.2041732, -0.2736047, 1.723893, Tracked, -0.2327511, -0.3209806, 1.69033, Tracked, 0.3809553, 0.02943274, 1.818159, Tracked, 0.3996408, -0.2348516, 1.829474, Tracked, 0.3958197, -0.5074793, 1.781264, Tracked, 0.3869229, -0.578326, 1.778501, Tracked, 0.02776537, -0.3972276, 1.705517, Tracked, -0.06477448, -0.7470424, 1.616873, Tracked, -0.1550842, -1.096493, 1.557333, Inferred, -0.1664485, -1.107096, 1.416703, Inferred, 0.1932421, -0.4250302, 1.713004, Tracked, 0.1837952, -0.7423689, 1.642597, Tracked, 0.05087423, -1.127564, 1.646786, Inferred, 0.02474852, -1.153165, 1.513052, Inferred, 0.2146053, 0.1104988, 1.835526, Tracked, -0.2480438, -0.3944209, 1.66267, Tracked, -0.2832935, -0.3212191, 1.692, Tracked, 0.3981224, -0.6557145, 1.767184, Tracked, 0.341208, -0.5967563, 1.802867, Tracked,
Kinect 2: 5.9228032, 0.1132752, -0.4195897, 1.745356, Tracked, 0.1718052, -0.1125714, 1.803256, Tracked, 0.2302979, 0.1832031, 1.841563, Tracked, 0.2646253, 0.329872, 1.855857, Tracked, 0.02181145, 0.1089935, 1.836439, Tracked, -0.1296762, -0.09906892, 1.840215, Tracked, -0.209131, -0.2651384, 1.719688, Tracked, -0.2366867, -0.3136829, 1.679302, Tracked, 0.3809399, 0.02961024, 1.818456, Tracked, 0.3995559, -0.2348886, 1.829443, Tracked, 0.3954827, -0.5078638, 1.78205, Tracked, 0.387585, -0.5683961, 1.780957, Tracked, 0.02801816, -0.3969436, 1.705387, Tracked, -0.06489088, -0.7433122, 1.614846, Tracked, -0.1570724, -1.095198, 1.552555, Inferred, -0.1681798, -1.105283, 1.411781, Inferred, 0.193329, -0.4250086, 1.713221, Tracked, 0.1838963, -0.7415047, 1.642526, Tracked, 0.09332652, -1.140132, 1.636044, Inferred, 0.07576594, -1.165847, 1.500822, Inferred, 0.2161456, 0.1106834, 1.834507, Tracked, -0.2550889, -0.3796801, 1.650374, Tracked, -0.2722292, -0.2948216, 1.65555, Tracked, 0.3894192, -0.6402113, 1.772788, Tracked, 0.3392759, -0.5747923, 1.799267, Tracked,
Kinect 2: 5.9600984, 0.1137194, -0.4191696, 1.745144, Tracked, 0.1736937, -0.1119778, 1.801903, Tracked, 0.2325612, 0.1836198, 1.840106, Tracked, 0.2665624, 0.3303776, 1.854377, Tracked, 0.0281605, 0.1112375, 1.830482, Tracked, -0.1296033, -0.09463459, 1.833748, Tracked, -0.2117565, -0.2607684, 1.713933, Tracked, -0.2391167, -0.3100024, 1.665971, Tracked, 0.3843469, 0.0293956, 1.817632, Tracked, 0.3995854, -0.2347001, 1.829249, Tracked, 0.3949609, -0.5083348, 1.782781, Tracked, 0.385578, -0.5771455, 1.777974, Tracked, 0.02876353, -0.3960398, 1.704898, Tracked, -0.06466685, -0.7409384, 1.610497, Tracked, -0.1577927, -1.092988, 1.544018, Inferred, -0.1671184, -1.102519, 1.402933, Inferred, 0.193598, -0.4248825, 1.713205, Tracked, 0.1837482, -0.7382989, 1.641127, Tracked, 0.08851018, -1.138691, 1.639929, Inferred, 0.07148109, -1.166185, 1.505375, Inferred, 0.2183411, 0.1111515, 1.833051, Tracked, -0.2556678, -0.377625, 1.634228, Tracked, -0.2758804, -0.2927635, 1.652178, Tracked, 0.3882954, -0.6583038, 1.775026, Tracked, 0.3390062, -0.5787914, 1.794722, Tracked,
Kinect 2: 5.9892697, 0.115067, -0.4189641, 1.744503, Tracked, 0.1757162, -0.111563, 1.800485, Tracked, 0.2341146, 0.1841976, 1.838946, Tracked, 0.2687243, 0.3310434, 1.853439, Tracked, 0.02976085, 0.112018, 1.828639, Tracked, -0.1281563, -0.09511872, 1.829145, Tracked, -0.2143593, -0.2577294, 1.703854, Tracked, -0.2386298, -0.3062658, 1.65533, Tracked, 0.3871718, 0.02732095, 1.816204, Tracked, 0.3996798, -0.2347333, 1.829227, Tracked, 0.394496, -0.5084185, 1.783123, Tracked, 0.3843965, -0.5781196, 1.779751, Tracked, 0.03045513, -0.39554, 1.703761, Tracked, -0.06395841, -0.7372309, 1.603035, Tracked, -0.1590569, -1.089825, 1.529415, Inferred, -0.1678797, -1.097803, 1.387962, Inferred, 0.1947122, -0.4249216, 1.713007, Tracked, 0.1841011, -0.7348857, 1.640365, Tracked, 0.1245943, -1.145946, 1.620754, Inferred, 0.1150611, -1.169796, 1.484046, Inferred, 0.2200197, 0.1116966, 1.831815, Tracked, -0.2545318, -0.3717883, 1.627589, Tracked, -0.2767198, -0.2936498, 1.645857, Tracked, 0.3988189, -0.654686, 1.775689, Tracked, 0.3359943, -0.5713809, 1.79456, Tracked,
Kinect 2: 6.027359, 0.1180711, -0.4181991, 1.743111, Tracked, 0.1791351, -0.1112894, 1.798498, Tracked, 0.2370656, 0.184052, 1.83723, Tracked, 0.2710096, 0.3316209, 1.85091, Tracked, 0.03310846, 0.1130476, 1.82552, Tracked, -0.1260995, -0.09164827, 1.823576, Tracked, -0.212574, -0.2519948, 1.696176, Tracked, -0.2342246, -0.3015627, 1.642008, Tracked, 0.391123, 0.02712467, 1.815392, Tracked, 0.3999482, -0.2382587, 1.828569, Tracked, 0.3943866, -0.5084454, 1.783319, Tracked, 0.3821916, -0.5766701, 1.775717, Tracked, 0.03367575, -0.3941779, 1.70164, Tracked, -0.06210494, -0.7279425, 1.589615, Tracked, -0.1613611, -1.082619, 1.502126, Inferred, -0.1691224, -1.087811, 1.360051, Inferred, 0.1975093, -0.4247183, 1.712354, Tracked, 0.1852835, -0.7338555, 1.639596, Tracked, 0.1013061, -1.141408, 1.629886, Inferred, 0.08791455, -1.167355, 1.494284, Inferred, 0.2230989, 0.1116483, 1.830021, Tracked, -0.2488504, -0.3663267, 1.608801, Tracked, -0.2718298, -0.2896396, 1.632519, Tracked, 0.3927106, -0.6570596, 1.778639, Tracked, 0.3585151, -0.5938857, 1.7216, Tracked,
Kinect 2: 6.0555985, 0.1228032, -0.4175604, 1.741531, Tracked, 0.1827417, -0.1110389, 1.796467, Tracked, 0.2394108, 0.184075, 1.835315, Tracked, 0.2739097, 0.3313373, 1.848401, Tracked, 0.03644376, 0.1138021, 1.821689, Tracked, -0.1216938, -0.09063462, 1.816507, Tracked, -0.2086743, -0.2467134, 1.686893, Tracked, -0.2273404, -0.2986399, 1.630998, Tracked, 0.3941247, 0.02736353, 1.815358, Tracked, 0.4000975, -0.2381642, 1.828521, Tracked, 0.3905245, -0.4962153, 1.787818, Tracked, 0.383502, -0.5503754, 1.778496, Tracked, 0.03746681, -0.3931389, 1.700014, Tracked, -0.05913446, -0.7218314, 1.573115, Tracked, -0.1600117, -1.074043, 1.46904, Inferred, -0.1660588, -1.076092, 1.32632, Inferred, 0.203118, -0.4246623, 1.711054, Tracked, 0.1867774, -0.7332023, 1.638969, Tracked, 0.09784254, -1.140308, 1.631487, Inferred, 0.0846484, -1.166945, 1.496143, Inferred, 0.2257384, 0.1117227, 1.828068, Tracked, -0.2444727, -0.3625904, 1.59355, Tracked, -0.2662603, -0.2946459, 1.6141, Tracked, 0.3882962, -0.6181335, 1.754951, Tracked, 0.3350766, -0.547807, 1.769409, Tracked,
Kinect 2: 6.0914577, 0.1353766, -0.4175774, 1.740916, Tracked, 0.1895299, -0.1109864, 1.794818, Tracked, 0.2422359, 0.1842222, 1.833542, Tracked, 0.2778607, 0.3310719, 1.845596, Tracked, 0.04132022, 0.1138215, 1.816881, Tracked, -0.1172172, -0.08988637, 1.81074, Tracked, -0.1986793, -0.2411213, 1.678349, Tracked, -0.2180984, -0.2977192, 1.622211, Tracked, 0.3980412, 0.02628268, 1.815595, Tracked, 0.4004348, -0.2381033, 1.828457, Tracked, 0.391197, -0.4932485, 1.789415, Tracked, 0.3879018, -0.5411587, 1.778551, Tracked, 0.04788507, -0.3923739, 1.698181, Tracked, -0.04922267, -0.7111074, 1.559375, Tracked, -0.1539166, -1.064574, 1.438887, Inferred, -0.1582124, -1.064089, 1.295694, Inferred, 0.217671, -0.4256751, 1.712129, Tracked, 0.1882617, -0.7318308, 1.638816, Tracked, 0.1069281, -1.142007, 1.636999, Inferred, 0.09649213, -1.171048, 1.502454, Inferred, 0.2293717, 0.1118562, 1.826289, Tracked, -0.2359203, -0.3612916, 1.588382, Tracked, -0.2613946, -0.2936339, 1.63325, Tracked, 0.3896613, -0.6092321, 1.753242, Tracked, 0.3554255, -0.540844, 1.75626, Tracked,
Kinect 2: 6.1256809, 0.1405182, -0.4168345, 1.738852, Tracked, 0.194842, -0.110537, 1.792039, Tracked, 0.2465812, 0.1844082, 1.83025, Tracked, 0.2832662, 0.3307274, 1.841283, Tracked, 0.04632353, 0.1135879, 1.810404, Tracked, -0.1069843, -0.09344491, 1.800322, Tracked, -0.1904349, -0.2443493, 1.664577, Tracked, -0.2075714, -0.2985933, 1.610195, Tracked, 0.4015657, 0.02570905, 1.814972, Tracked, 0.4011655, -0.2380665, 1.828249, Tracked, 0.3912187, -0.4926002, 1.789721, Tracked, 0.3882189, -0.540622, 1.778018, Tracked, 0.05324675, -0.3910177, 1.695373, Tracked, -0.0395223, -0.701189, 1.538503, Tracked, -0.141401, -1.052161, 1.395407, Inferred, -0.1429603, -1.048385, 1.251738, Inferred, 0.2222064, -0.4254673, 1.710751, Tracked, 0.1889886, -0.731432, 1.638471, Tracked, 0.1067019, -1.141416, 1.638192, Inferred, 0.09785419, -1.17121, 1.503868, Inferred, 0.2340534, 0.1121075, 1.823107, Tracked, -0.2260008, -0.3606826, 1.579774, Tracked, -0.2434998, -0.2793885, 1.574692, Tracked, 0.3898837, -0.6085633, 1.752109, Tracked, 0.3494259, -0.5293131, 1.762111, Tracked,
Kinect 2: 6.156691, 0.1480635, -0.4159719, 1.736394, Tracked, 0.2006372, -0.1098603, 1.789256, Tracked, 0.2504802, 0.1849624, 1.827213, Tracked, 0.288522, 0.3312687, 1.838377, Tracked, 0.05177489, 0.1139985, 1.803553, Tracked, -0.1033643, -0.09162404, 1.793922, Tracked, -0.1818851, -0.242539, 1.65794, Tracked, -0.1971681, -0.2996167, 1.601998, Tracked, 0.404491, 0.0255885, 1.815024, Tracked, 0.4019657, -0.2378244, 1.828308, Tracked, 0.3915809, -0.4920726, 1.790437, Tracked, 0.3883616, -0.5403728, 1.779134, Tracked, 0.0607378, -0.3896096, 1.691624, Tracked, -0.02452761, -0.6886916, 1.526139, Tracked, -0.188149, -1.037982, 1.419452, Inferred, -0.1961868, -1.039024, 1.276824, Inferred, 0.2294559, -0.4251239, 1.709505, Tracked, 0.1925388, -0.7305869, 1.638913, Tracked, 0.1013124, -1.139184, 1.6366, Inferred, 0.0931338, -1.16855, 1.502016, Inferred, 0.2384328, 0.1126923, 1.820132, Tracked, -0.2106185, -0.3642018, 1.565681, Tracked, -0.2321817, -0.2700721, 1.563125, Tracked, 0.3884485, -0.6063768, 1.747765, Tracked, 0.3539281, -0.5367604, 1.758592, Tracked,
Kinect 2: 6.1916418, 0.1524604, -0.4150791, 1.734528, Tracked, 0.2048085, -0.1086147, 1.786867, Tracked, 0.2541147, 0.186566, 1.824197, Tracked, 0.2950213, 0.3329321, 1.834468, Tracked, 0.05559819, 0.1153513, 1.798805, Tracked, -0.09820608, -0.09002396, 1.786793, Tracked, -0.1692608, -0.2422976, 1.649499, Tracked, -0.185022, -0.3024085, 1.59472, Tracked, 0.4083811, 0.02368339, 1.814496, Tracked, 0.4035958, -0.2366516, 1.828583, Tracked, 0.3921854, -0.491539, 1.791476, Tracked, 0.3882241, -0.5402822, 1.780998, Tracked, 0.06538517, -0.3880158, 1.688594, Tracked, -0.01204892, -0.6803254, 1.515515, Tracked, -0.1597611, -1.04164, 1.407193, Inferred, -0.164737, -1.044086, 1.264647, Inferred, 0.2334362, -0.4248427, 1.708647, Tracked, 0.2017288, -0.7265852, 1.644628, Tracked, 0.08483528, -1.133716, 1.624533, Inferred, 0.07470559, -1.157529, 1.487679, Inferred, 0.2422405, 0.1142115, 1.817284, Tracked, -0.1998572, -0.3609386, 1.561252, Tracked, -0.2195682, -0.2839992, 1.57, Tracked, 0.39003, -0.6082149, 1.749298, Tracked, 0.3422731, -0.5066226, 1.76175, Tracked,
Kinect 2: 6.2253494, 0.1610713, -0.4148874, 1.73208, Tracked, 0.2101291, -0.1077652, 1.783712, Tracked, 0.2570804, 0.1879809, 1.820205, Tracked, 0.3025627, 0.3334545, 1.830091, Tracked, 0.06196664, 0.1162638, 1.788125, Tracked, -0.09322885, -0.08988252, 1.778041, Tracked, -0.1575454, -0.2519218, 1.62935, Tracked, -0.1753743, -0.3080049, 1.584199, Tracked, 0.4108704, 0.02333781, 1.814209, Tracked, 0.4048479, -0.2356384, 1.828606, Tracked, 0.3926376, -0.490758, 1.792321, Tracked, 0.3890733, -0.5408486, 1.780912, Tracked, 0.0736967, -0.3876205, 1.684977, Tracked, 0.004222907, -0.6724504, 1.502463, Tracked, -0.1346405, -1.043845, 1.402367, Inferred, -0.1363192, -1.049583, 1.26039, Inferred, 0.2418876, -0.424907, 1.707485, Tracked, 0.2011458, -0.7253252, 1.640357, Tracked, 0.08839972, -1.133794, 1.632761, Inferred, 0.08148333, -1.16225, 1.497648, Inferred, 0.2457326, 0.1154822, 1.813548, Tracked, -0.1868436, -0.3697552, 1.560289, Tracked, -0.2128465, -0.2896074, 1.572714, Tracked, 0.3928701, -0.6086373, 1.749866, Tracked, 0.3461736, -0.5336096, 1.761833, Tracked,
Kinect 2: 6.2611206, 0.1694472, -0.4146874, 1.729399, Tracked, 0.2162441, -0.1068061, 1.779799, Tracked, 0.2609596, 0.189686, 1.814954, Tracked, 0.3100632, 0.3336605, 1.823115, Tracked, 0.06204281, 0.1163073, 1.787872, Tracked, -0.08926663, -0.08594435, 1.764128, Tracked, -0.1505281, -0.2557013, 1.619208, Tracked, -0.1659691, -0.3098593, 1.57704, Tracked, 0.4141545, 0.02318483, 1.812913, Tracked, 0.4060412, -0.2344436, 1.828446, Tracked, 0.3930339, -0.4903009, 1.79262, Tracked, 0.3899288, -0.5415617, 1.780201, Tracked, 0.08091122, -0.3866835, 1.68139, Tracked, 0.0197804, -0.6642762, 1.492102, Tracked, -0.0973696, -1.047883, 1.390714, Inferred, -0.0970664, -1.054553, 1.249024, Inferred, 0.2511961, -0.4255298, 1.705871, Tracked, 0.2199103, -0.7140229, 1.644809, Tracked, 0.05343827, -1.117066, 1.618238, Inferred, 0.03824344, -1.137818, 1.480588, Inferred, 0.2501693, 0.1170031, 1.808655, Tracked, -0.1733396, -0.372318, 1.550699, Tracked, -0.2091879, -0.2985903, 1.565079, Tracked, 0.39409, -0.6106197, 1.752913, Tracked, 0.3511407, -0.525261, 1.763545, Tracked,
Kinect 2: 6.2901482, 0.1760242, -0.4141029, 1.726955, Tracked, 0.2217291, -0.1052366, 1.774917, Tracked, 0.2650462, 0.1926027, 1.806655, Tracked, 0.3193974, 0.3338623, 1.811924, Tracked, 0.06278826, 0.116393, 1.786093, Tracked, -0.08455533, -0.08474336, 1.754854, Tracked, -0.1450531, -0.2601634, 1.61034, Tracked, -0.1575257, -0.3115674, 1.567728, Tracked, 0.4178547, 0.02167657, 1.811283, Tracked, 0.4072189, -0.2340643, 1.828016, Tracked, 0.3934304, -0.4895544, 1.792793, Tracked, 0.3903779, -0.5427377, 1.778767, Tracked, 0.08859689, -0.3859913, 1.677097, Tracked, 0.04694037, -0.6581684, 1.487673, Tracked, -0.05687517, -1.045591, 1.354432, Inferred, -0.05454242, -1.047738, 1.212, Inferred, 0.2564394, -0.4250477, 1.704965, Tracked, 0.2322932, -0.7040777, 1.645498, Tracked, 0.04159676, -1.104822, 1.599554, Inferred, 0.02446991, -1.11953, 1.460096, Inferred, 0.2546788, 0.1195534, 1.801312, Tracked, -0.1635222, -0.3777302, 1.545248, Tracked, -0.2031689, -0.3035068, 1.561971, Tracked, 0.4012221, -0.6113362, 1.75079, Tracked, 0.3477821, -0.5312876, 1.749889, Tracked,
Kinect 2: 6.3262737, 0.1855124, -0.4118935, 1.719398, Tracked, 0.2289774, -0.1028725, 1.767071, Tracked, 0.2695892, 0.1948191, 1.7993, Tracked, 0.3295594, 0.3330065, 1.798729, Tracked, 0.08317534, 0.1219029, 1.74643, Tracked, -0.08106609, -0.08191227, 1.740029, Tracked, -0.1398288, -0.2625213, 1.600578, Tracked, -0.1534049, -0.3150224, 1.555333, Tracked, 0.4214111, 0.02290226, 1.808955, Tracked, 0.4106674, -0.2303641, 1.826339, Tracked, 0.3945144, -0.4998755, 1.791498, Tracked, 0.3931028, -0.5572855, 1.774147, Inferred, 0.09777725, -0.3826634, 1.666058, Tracked, 0.06137917, -0.655312, 1.480101, Tracked, 0.04409857, -1.026539, 1.267815, Inferred, 0.06591503, -1.018858, 1.126599, Inferred, 0.265661, -0.4237803, 1.70048, Tracked, 0.2889041, -0.7131146, 1.698846, Tracked, 0.05408865, -1.011315, 1.504882, Inferred, 0.05216856, -0.999623, 1.35885, Inferred, 0.2599053, 0.1218498, 1.793734, Tracked, -0.1574481, -0.3805372, 1.533821, Tracked, -0.1982452, -0.3051321, 1.554586, Tracked, 0.39897, -0.621951, 1.751921, Tracked, 0.350529, -0.5490521, 1.74025, Tracked,
Kinect 2: 6.3576507, 0.1912944, -0.4119581, 1.711995, Tracked, 0.234276, -0.1019123, 1.757809, Tracked, 0.273974, 0.1968558, 1.787986, Tracked, 0.3377839, 0.3311197, 1.786441, Tracked, 0.08747227, 0.1217399, 1.739017, Tracked, -0.07786895, -0.08050099, 1.726609, Tracked, -0.1355086, -0.263721, 1.588792, Tracked, -0.149671, -0.315108, 1.541295, Tracked, 0.4249798, 0.02202363, 1.804862, Tracked, 0.4126039, -0.2298924, 1.824358, Tracked, 0.3969627, -0.485366, 1.790984, Tracked, 0.3968962, -0.5602706, 1.77234, Tracked, 0.1039709, -0.381615, 1.656824, Tracked, 0.0758297, -0.6511249, 1.470315, Tracked, -0.03326285, -1.035978, 1.315681, Inferred, -0.01947246, -1.038008, 1.174231, Inferred, 0.2705237, -0.424752, 1.695237, Tracked, 0.2925968, -0.7139741, 1.701147, Tracked, 0.1124121, -1.048061, 1.502817, Inferred, 0.1165044, -1.039873, 1.357699, Inferred, 0.2645636, 0.1236285, 1.782923, Tracked, -0.1522331, -0.3826396, 1.518564, Tracked, -0.1935427, -0.3088307, 1.534196, Tracked, 0.4037541, -0.6302416, 1.756976, Tracked, 0.3584285, -0.5484973, 1.7342, Tracked,
Kinect 2: 6.3926571, 0.1967743, -0.4111279, 1.697793, Tracked, 0.2402257, -0.1004768, 1.743557, Tracked, 0.2801093, 0.1986599, 1.774021, Tracked, 0.3478415, 0.3304007, 1.771407, Tracked, 0.09570307, 0.1201717, 1.722554, Tracked, -0.07470118, -0.07788723, 1.706244, Tracked, -0.1319093, -0.2635807, 1.574478, Tracked, -0.1458073, -0.3142085, 1.525653, Tracked, 0.4287502, 0.0201342, 1.799178, Tracked, 0.4157765, -0.2293336, 1.820468, Tracked, 0.3993247, -0.4788291, 1.789539, Tracked, 0.3999788, -0.5573802, 1.770912, Inferred, 0.1090823, -0.378727, 1.639777, Tracked, 0.0914292, -0.6439925, 1.459283, Tracked, 0.1014595, -1.018225, 1.229654, Inferred, 0.1282347, -1.009452, 1.090068, Inferred, 0.2759011, -0.4257229, 1.684034, Tracked, 0.3017256, -0.713307, 1.705317, Tracked, 0.1081949, -0.9984851, 1.460331, Inferred, 0.115652, -0.9838961, 1.314738, Inferred, 0.2706757, 0.1253719, 1.768847, Tracked, -0.1497888, -0.381208, 1.502363, Tracked, -0.1971033, -0.3056582, 1.540972, Tracked, 0.4071113, -0.6263303, 1.75769, Tracked, 0.3587143, -0.5502072, 1.726556, Tracked,
Kinect 2: 6.4221055, 0.2008403, -0.4093296, 1.691638, Tracked, 0.2457246, -0.09832945, 1.733118, Tracked, 0.2871242, 0.2010483, 1.758059, Tracked, 0.3579571, 0.3301212, 1.755174, Tracked, 0.1045411, 0.1210361, 1.705772, Tracked, -0.06888737, -0.0751076, 1.690675, Tracked, -0.1266188, -0.2612931, 1.557203, Tracked, -0.1421584, -0.3127268, 1.511959, Tracked, 0.4330977, 0.02041176, 1.789351, Tracked, 0.4194831, -0.2284864, 1.814879, Tracked, 0.4131164, -0.432227, 1.788959, Tracked, 0.4055762, -0.5211712, 1.775088, Tracked, 0.1124803, -0.3762857, 1.632305, Tracked, 0.111674, -0.6280801, 1.453392, Tracked, 0.01278299, -1.044279, 1.326974, Inferred, 0.03096951, -1.05504, 1.188473, Inferred, 0.2803714, -0.4246923, 1.679271, Tracked, 0.3061792, -0.7096018, 1.701894, Inferred, 0.1096399, -0.9309045, 1.406017, Inferred, 0.1201205, -0.9107423, 1.260273, Inferred, 0.2773096, 0.1277215, 1.754379, Tracked, -0.147186, -0.3792468, 1.484875, Tracked, -0.1908928, -0.3058191, 1.512806, Tracked, 0.4026324, -0.5765898, 1.7522, Tracked, 0.375229, -0.5056547, 1.735643, Tracked,
