Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0220077, 0.01452649, -0.3898243, 1.756569, Tracked, 0.01147113, -0.08529988, 1.836222, Tracked, 0.009579133, 0.2096628, 1.902208, Tracked, 0.04055112, 0.3455602, 1.931257, Tracked, -0.1605067, 0.0833151, 1.839704, Tracked, -0.2510912, -0.1691963, 1.787767, Tracked, -0.2554711, -0.3733541, 1.647594, Tracked, -0.2607357, -0.4357934, 1.621037, Tracked, 0.2016282, 0.08772007, 1.915228, Tracked, 0.2664064, -0.1303383, 1.907677, Tracked, 0.2527565, -0.2800629, 1.757025, Tracked, 0.2084553, -0.3130891, 1.718772, Inferred, -0.06358472, -0.3800969, 1.712254, Tracked, -0.1342543, -0.7397768, 1.663562, Tracked, -0.1673981, -1.05389, 1.659393, Inferred, -0.1549729, -1.095963, 1.52864, Inferred, 0.09381227, -0.3858185, 1.734787, Tracked, 0.1126486, -0.7516216, 1.679717, Tracked, 0.1510364, -1.064024, 1.637338, Inferred, 0.1769514, -1.08838, 1.503529, Inferred, 0.009999741, 0.1371812, 1.887947, Tracked, -0.2604975, -0.5050711, 1.593031, Tracked, -0.2985926, -0.4294739, 1.602241, Tracked, 0.1973771, -0.3807438, 1.667665, Tracked, 0.1751342, -0.2876617, 1.6865, Tracked,
Kinect 2: 2.4889902, -0.2022628, -0.4120072, 1.760312, Tracked, -0.2044909, -0.09658577, 1.827532, Tracked, -0.2056296, 0.2075959, 1.879731, Tracked, -0.1640728, 0.342695, 1.916831, Tracked, -0.3614114, 0.09563334, 1.806175, Tracked, -0.5439706, -0.06726258, 1.673327, Tracked, -0.648495, -0.03845531, 1.454209, Tracked, -0.7038862, -0.01621354, 1.365179, Tracked, -0.02019127, 0.06534448, 1.938474, Tracked, 0.1075712, -0.1355114, 1.990732, Tracked, 0.2805038, -0.228766, 1.939081, Tracked, 0.3612467, -0.2742431, 1.92934, Tracked, -0.2778476, -0.392177, 1.697374, Tracked, -0.3214201, -0.6864102, 1.632107, Tracked, -0.2964536, -1.093083, 1.604396, Inferred, -0.245692, -1.113231, 1.477333, Inferred, -0.1198464, -0.4160488, 1.75445, Tracked, -0.03941996, -0.7294751, 1.633975, Tracked, 0.1108766, -1.071865, 1.578558, Inferred, 0.1679031, -1.070953, 1.452198, Inferred, -0.2055449, 0.1329643, 1.869078, Tracked, -0.7438195, -0.03307003, 1.310915, Tracked, -0.7231631, 0.02333311, 1.371208, Tracked, 0.4115791, -0.3211392, 1.911598, Tracked, 0.3561507, -0.2526004, 1.881063, Tracked,
Kinect 2: 2.5233965, -0.2018788, -0.4122871, 1.76008, Tracked, -0.2044232, -0.09662657, 1.827528, Tracked, -0.2056313, 0.2076095, 1.879766, Tracked, -0.1641917, 0.3429203, 1.91736, Tracked, -0.3613927, 0.09554683, 1.805437, Tracked, -0.5451102, -0.05918872, 1.668996, Tracked, -0.6463547, -0.01758918, 1.449522, Tracked, -0.6995924, 0.01608483, 1.360952, Tracked, -0.02013794, 0.06520833, 1.93896, Tracked, 0.1198773, -0.1351053, 1.99134, Tracked, 0.3091314, -0.2401602, 1.955516, Tracked, 0.3821554, -0.2836504, 1.95067, Tracked, -0.2771198, -0.3925348, 1.696682, Tracked, -0.3209455, -0.6871041, 1.631223, Tracked, -0.2956143, -1.093484, 1.60375, Inferred, -0.2445046, -1.113616, 1.476848, Inferred, -0.1195526, -0.4162406, 1.754364, Tracked, -0.03931396, -0.7289851, 1.634045, Tracked, 0.1117435, -1.071896, 1.578197, Inferred, 0.1690471, -1.070811, 1.451975, Inferred, -0.2055438, 0.1329693, 1.86911, Tracked, -0.7321796, 0.009511601, 1.305828, Tracked, -0.7033432, 0.05998063, 1.369917, Tracked, 0.4321681, -0.3204302, 1.936566, Tracked, 0.3716659, -0.2537027, 1.896, Tracked,
Kinect 2: 2.5554284, -0.2007218, -0.4123388, 1.75976, Tracked, -0.2040487, -0.09659529, 1.827483, Tracked, -0.2055849, 0.2076499, 1.879812, Tracked, -0.1639956, 0.3429898, 1.917565, Tracked, -0.3612067, 0.09540156, 1.804734, Tracked, -0.5441322, -0.05262979, 1.666168, Tracked, -0.6420349, 0.007135944, 1.443563, Tracked, -0.6873814, 0.03913295, 1.361255, Tracked, -0.01983939, 0.06520651, 1.939281, Tracked, 0.1261902, -0.1361918, 1.991221, Tracked, 0.3307558, -0.2580508, 1.964719, Tracked, 0.3886232, -0.2923867, 1.964578, Tracked, -0.2756418, -0.3926242, 1.696126, Tracked, -0.3202876, -0.6874457, 1.631003, Tracked, -0.2961347, -1.093443, 1.6036, Inferred, -0.2449641, -1.11369, 1.47676, Inferred, -0.1184616, -0.4161716, 1.754078, Tracked, -0.03895444, -0.7289949, 1.634017, Tracked, 0.1312935, -1.063113, 1.577805, Inferred, 0.1901071, -1.059615, 1.452233, Inferred, -0.2054548, 0.1330118, 1.869148, Tracked, -0.7228809, 0.03058857, 1.297006, Tracked, -0.686115, 0.08422054, 1.3734, Tracked, 0.4423869, -0.3247292, 1.952201, Tracked, 0.379999, -0.256918, 1.912526, Tracked,
Kinect 2: 2.5900666, -0.1981866, -0.412591, 1.759259, Tracked, -0.2027681, -0.09658778, 1.827271, Tracked, -0.2051612, 0.2077708, 1.879801, Tracked, -0.1628975, 0.3430254, 1.91749, Tracked, -0.3607523, 0.09525079, 1.804104, Tracked, -0.535463, -0.04832895, 1.663166, Tracked, -0.6386073, 0.01695918, 1.438189, Tracked, -0.6708723, 0.05157284, 1.359229, Tracked, -0.01917202, 0.06511764, 1.939421, Tracked, 0.1303087, -0.1375204, 1.99, Tracked, 0.3307208, -0.260088, 1.966241, Tracked, 0.3881072, -0.3025566, 1.968631, Tracked, -0.2729147, -0.393048, 1.695606, Tracked, -0.3184366, -0.6889619, 1.630428, Tracked, -0.2970597, -1.093854, 1.604629, Inferred, -0.246109, -1.114785, 1.477949, Inferred, -0.1159464, -0.4161421, 1.753421, Tracked, -0.03846483, -0.7286842, 1.633984, Tracked, 0.1314804, -1.063713, 1.57728, Inferred, 0.1904027, -1.060102, 1.451761, Inferred, -0.2048648, 0.1331221, 1.869103, Tracked, -0.7016915, 0.04768901, 1.275695, Tracked, -0.6579, 0.09586193, 1.356621, Tracked, 0.4453111, -0.341091, 1.962032, Tracked, 0.3881113, -0.2691421, 1.914219, Tracked,
Kinect 2: 2.6220444, -0.1945893, -0.4131047, 1.758809, Tracked, -0.2002792, -0.09682711, 1.827078, Tracked, -0.203779, 0.2077669, 1.879853, Tracked, -0.1601645, 0.3430434, 1.917268, Tracked, -0.3600823, 0.09511337, 1.803821, Tracked, -0.527434, -0.04591266, 1.666138, Tracked, -0.6276307, 0.02046409, 1.437818, Tracked, -0.6506549, 0.05489101, 1.361194, Tracked, -0.01730924, 0.06532553, 1.939051, Tracked, 0.1350771, -0.1419609, 1.987083, Tracked, 0.3555941, -0.3008983, 1.96621, Tracked, 0.3698677, -0.3002125, 1.961611, Tracked, -0.2695733, -0.3937454, 1.695306, Tracked, -0.3172359, -0.6896027, 1.630263, Tracked, -0.2978587, -1.094349, 1.603601, Inferred, -0.2473896, -1.115262, 1.476691, Inferred, -0.1120551, -0.4163278, 1.75266, Tracked, -0.03721178, -0.7293254, 1.634084, Tracked, 0.1299537, -1.065727, 1.574036, Inferred, 0.1883051, -1.061921, 1.448141, Inferred, -0.203222, 0.1330723, 1.869103, Tracked, -0.6637149, 0.05982552, 1.264902, Tracked, -0.6312632, 0.09750593, 1.362486, Tracked, 0.4331196, -0.3279604, 1.945935, Tracked, 0.3705121, -0.2697076, 1.911964, Tracked,
Kinect 2: 2.6559622, -0.1903895, -0.4129969, 1.758122, Tracked, -0.1969934, -0.09677172, 1.826697, Tracked, -0.2015528, 0.2078286, 1.879805, Tracked, -0.1545287, 0.3434393, 1.917505, Tracked, -0.3589806, 0.09494101, 1.803588, Tracked, -0.5213667, -0.046436, 1.674857, Tracked, -0.611116, 0.0220341, 1.43708, Tracked, -0.629041, 0.04855971, 1.361767, Tracked, -0.01465371, 0.06550988, 1.938699, Tracked, 0.1378508, -0.1465219, 1.983634, Tracked, 0.3486409, -0.3181283, 1.959659, Tracked, 0.3824729, -0.3457362, 1.957081, Tracked, -0.2654983, -0.3938706, 1.694774, Tracked, -0.3139262, -0.6926367, 1.630573, Tracked, -0.3005777, -1.094886, 1.602644, Inferred, -0.2513958, -1.116134, 1.475279, Inferred, -0.1078024, -0.415883, 1.751693, Tracked, -0.03301242, -0.7311851, 1.634511, Tracked, 0.1262528, -1.068881, 1.570781, Inferred, 0.183585, -1.065298, 1.444293, Inferred, -0.2007232, 0.133133, 1.868976, Tracked, -0.6488984, 0.04397741, 1.255532, Tracked, -0.6048275, 0.09005267, 1.346377, Tracked, 0.4323107, -0.3794503, 1.943259, Tracked, 0.3842364, -0.2981913, 1.909846, Tracked,
Kinect 2: 2.6880418, -0.1843604, -0.4130127, 1.756717, Tracked, -0.1867171, -0.0963879, 1.825565, Tracked, -0.186448, 0.2088447, 1.879447, Tracked, -0.1438426, 0.3436482, 1.916651, Tracked, -0.3465733, 0.09512381, 1.796393, Tracked, -0.5042995, -0.05298668, 1.687703, Tracked, -0.5874036, 0.009521456, 1.437475, Tracked, -0.6040406, 0.0320125, 1.363414, Tracked, 0.001412785, 0.06756821, 1.935794, Tracked, 0.1379384, -0.151616, 1.977696, Tracked, 0.3357967, -0.3278955, 1.948462, Tracked, 0.367357, -0.3695432, 1.940262, Tracked, -0.2591068, -0.3938749, 1.69356, Tracked, -0.3116791, -0.6938001, 1.630751, Tracked, -0.2937656, -1.094293, 1.604539, Inferred, -0.2434155, -1.115413, 1.477658, Inferred, -0.1023218, -0.4158224, 1.75001, Tracked, -0.02960207, -0.7318006, 1.634529, Tracked, 0.1222527, -1.072874, 1.569392, Inferred, 0.1792294, -1.070135, 1.442825, Inferred, -0.1868387, 0.1339768, 1.868374, Tracked, -0.6194828, 0.03887566, 1.256818, Tracked, -0.5621279, 0.0635309, 1.355204, Tracked, 0.401294, -0.4114234, 1.92617, Tracked, 0.3556161, -0.3180061, 1.885326, Tracked,
Kinect 2: 2.7240992, -0.1767859, -0.4129405, 1.755679, Tracked, -0.1764963, -0.09626767, 1.824519, Tracked, -0.1745394, 0.2089617, 1.878391, Tracked, -0.1319879, 0.3433563, 1.915268, Tracked, -0.3360714, 0.09528437, 1.794432, Tracked, -0.4897011, -0.06336048, 1.700521, Tracked, -0.5665884, -0.01303729, 1.446203, Tracked, -0.5839667, 0.006402811, 1.36562, Tracked, 0.0103548, 0.06874819, 1.932292, Tracked, 0.1442105, -0.1668617, 1.964815, Tracked, 0.3153113, -0.3437199, 1.928823, Tracked, 0.3532435, -0.3979812, 1.920821, Tracked, -0.2521183, -0.3940784, 1.69318, Tracked, -0.3077003, -0.6969711, 1.630934, Tracked, -0.2972503, -1.094389, 1.605254, Inferred, -0.2484745, -1.116484, 1.478037, Inferred, -0.09439722, -0.415381, 1.748157, Tracked, -0.02268912, -0.7354003, 1.6349, Tracked, 0.1150345, -1.078416, 1.567228, Inferred, 0.1703911, -1.076874, 1.439893, Inferred, -0.1752494, 0.1341047, 1.867326, Tracked, -0.6030447, 0.007823387, 1.26871, Tracked, -0.5447516, 0.03531371, 1.353838, Tracked, 0.3836771, -0.433249, 1.901457, Tracked, 0.3558294, -0.3473673, 1.873647, Tracked,
Kinect 2: 2.7550179, -0.1672189, -0.4119596, 1.755036, Tracked, -0.165915, -0.09527628, 1.82398, Tracked, -0.1634161, 0.2099024, 1.877883, Tracked, -0.1200187, 0.3435643, 1.915975, Tracked, -0.326457, 0.09802862, 1.794722, Tracked, -0.4708623, -0.07446465, 1.716861, Tracked, -0.5423361, -0.04620178, 1.464069, Tracked, -0.5621163, -0.02678626, 1.372802, Tracked, 0.02124452, 0.06899822, 1.929242, Tracked, 0.1456642, -0.1736235, 1.953224, Tracked, 0.3001993, -0.3601535, 1.906412, Tracked, 0.3327614, -0.4185207, 1.8938, Tracked, -0.2419948, -0.3929468, 1.692654, Tracked, -0.3024134, -0.6975911, 1.631092, Tracked, -0.2979595, -1.092608, 1.604707, Inferred, -0.2510284, -1.115173, 1.476861, Inferred, -0.08581116, -0.4145403, 1.747344, Tracked, -0.01811558, -0.7365127, 1.634497, Tracked, 0.1128136, -1.081256, 1.568239, Inferred, 0.1670114, -1.080717, 1.440414, Inferred, -0.164228, 0.1350655, 1.866819, Tracked, -0.5889946, -0.03836079, 1.266624, Tracked, -0.524014, 0.005694572, 1.356359, Tracked, 0.355472, -0.4562678, 1.869967, Tracked, 0.332895, -0.3578213, 1.845375, Tracked,
Kinect 2: 2.7890741, -0.156773, -0.410471, 1.753244, Tracked, -0.1572018, -0.09427243, 1.82298, Tracked, -0.1563344, 0.21047, 1.877503, Tracked, -0.1032408, 0.3435057, 1.914249, Tracked, -0.3272676, 0.09827658, 1.797966, Tracked, -0.460478, -0.07792016, 1.71981, Tracked, -0.5224416, -0.07442185, 1.48043, Tracked, -0.5440584, -0.0635896, 1.377598, Tracked, 0.02771326, 0.06976508, 1.927287, Tracked, 0.1450524, -0.1768364, 1.949528, Tracked, 0.2853471, -0.374373, 1.881291, Tracked, 0.3084062, -0.4255434, 1.863766, Tracked, -0.2326159, -0.3916839, 1.691744, Tracked, -0.2982059, -0.6988536, 1.631191, Tracked, -0.2927504, -1.090579, 1.604345, Inferred, -0.2478313, -1.112915, 1.475576, Inferred, -0.07464793, -0.4128183, 1.744491, Tracked, -0.00746158, -0.7395461, 1.635416, Tracked, 0.1011632, -1.087801, 1.568939, Inferred, 0.1516762, -1.089385, 1.439475, Inferred, -0.1567498, 0.1357377, 1.866299, Tracked, -0.5712818, -0.07186202, 1.274427, Tracked, -0.5182754, -0.03445399, 1.346585, Tracked, 0.3301339, -0.4786341, 1.84395, Tracked, 0.3054321, -0.3927467, 1.812719, Tracked,
Kinect 2: 2.8221305, -0.1461163, -0.4093774, 1.751323, Tracked, -0.1481489, -0.09345897, 1.822065, Tracked, -0.1488686, 0.2109807, 1.877459, Tracked, -0.08780931, 0.344461, 1.914095, Tracked, -0.318206, 0.1001855, 1.799803, Tracked, -0.4417829, -0.08575725, 1.728892, Tracked, -0.5150093, -0.09374049, 1.474137, Tracked, -0.5294446, -0.1047966, 1.391298, Tracked, 0.03548091, 0.06997002, 1.925955, Tracked, 0.1442973, -0.1814779, 1.942991, Tracked, 0.269337, -0.3869634, 1.855912, Tracked, 0.2897687, -0.4427676, 1.831874, Tracked, -0.2217349, -0.390208, 1.690403, Tracked, -0.2902061, -0.6994837, 1.63053, Tracked, -0.2959344, -1.088956, 1.604494, Inferred, -0.25353, -1.112656, 1.475292, Inferred, -0.06467351, -0.4121079, 1.741985, Tracked, -0.001959209, -0.7395505, 1.635462, Tracked, 0.09555659, -1.092137, 1.571053, Inferred, 0.1447135, -1.095132, 1.441172, Inferred, -0.1488896, 0.1363251, 1.86605, Tracked, -0.5586973, -0.1227096, 1.291872, Tracked, -0.5038251, -0.07229275, 1.358033, Tracked, 0.3063503, -0.4954686, 1.816384, Tracked, 0.3089346, -0.425284, 1.79056, Tracked,
Kinect 2: 2.856887, -0.1338729, -0.4092008, 1.750003, Tracked, -0.1236154, -0.09262397, 1.820409, Tracked, -0.1087514, 0.2126697, 1.875714, Tracked, -0.07039826, 0.3444905, 1.914066, Tracked, -0.2714932, 0.1024807, 1.796464, Tracked, -0.4260716, -0.09180942, 1.736012, Tracked, -0.4920443, -0.1410706, 1.483984, Tracked, -0.5141308, -0.1492326, 1.409999, Tracked, 0.06675832, 0.07193927, 1.922783, Tracked, 0.1472153, -0.1908062, 1.934971, Tracked, 0.2570269, -0.403084, 1.825713, Tracked, 0.2669475, -0.4504351, 1.805295, Tracked, -0.2089849, -0.3897377, 1.689387, Tracked, -0.282705, -0.7008243, 1.63015, Tracked, -0.3014828, -1.087288, 1.604059, Inferred, -0.2599066, -1.112232, 1.475042, Inferred, -0.05344047, -0.4121962, 1.740336, Tracked, 0.008326652, -0.7377326, 1.636856, Tracked, 0.09205841, -1.09694, 1.575161, Inferred, 0.1409375, -1.10254, 1.445746, Inferred, -0.1129116, 0.1377919, 1.8643, Tracked, -0.5557003, -0.1711184, 1.346042, Tracked, -0.495571, -0.1142144, 1.378, Tracked, 0.2784542, -0.5088199, 1.796188, Tracked, 0.2913365, -0.4536918, 1.762966, Tracked,
Kinect 2: 2.8889001, -0.1217514, -0.4090904, 1.749077, Tracked, -0.1114908, -0.09257627, 1.820646, Tracked, -0.1002723, 0.212504, 1.876847, Tracked, -0.05345972, 0.3443581, 1.914648, Tracked, -0.2659208, 0.1036113, 1.797432, Tracked, -0.4126001, -0.09899177, 1.738454, Tracked, -0.4756076, -0.1572501, 1.508894, Tracked, -0.4967993, -0.1868729, 1.426626, Tracked, 0.07765337, 0.07059313, 1.921481, Tracked, 0.1482199, -0.194076, 1.931058, Tracked, 0.2405249, -0.3969445, 1.814112, Tracked, 0.2418699, -0.446267, 1.782708, Tracked, -0.1970264, -0.3892066, 1.689001, Tracked, -0.2740436, -0.7015166, 1.62911, Tracked, -0.3033544, -1.085622, 1.602069, Inferred, -0.2647347, -1.111191, 1.472288, Inferred, -0.04163576, -0.4124982, 1.738805, Tracked, 0.01562997, -0.7367135, 1.637506, Tracked, 0.09119964, -1.101354, 1.584508, Inferred, 0.1388806, -1.109391, 1.455103, Inferred, -0.1032715, 0.1376827, 1.865263, Tracked, -0.522769, -0.1848644, 1.334602, Tracked, -0.4841203, -0.1425178, 1.385286, Tracked, 0.2573807, -0.5130929, 1.768527, Tracked, 0.2459103, -0.4807148, 1.811652, Tracked,
Kinect 2: 2.9229397, -0.1103771, -0.4082403, 1.746881, Tracked, -0.09668721, -0.09198368, 1.820076, Tracked, -0.08211988, 0.2125852, 1.878424, Tracked, -0.03565217, 0.3464266, 1.913497, Tracked, -0.2474295, 0.1057249, 1.799222, Tracked, -0.394153, -0.1100649, 1.743043, Tracked, -0.4646663, -0.1723212, 1.511654, Tracked, -0.4775108, -0.2181042, 1.443921, Tracked, 0.09484178, 0.06837683, 1.921169, Tracked, 0.1504218, -0.1954497, 1.925316, Tracked, 0.2271168, -0.3949739, 1.798009, Tracked, 0.2236382, -0.4376731, 1.760495, Tracked, -0.1863381, -0.3878314, 1.687606, Tracked, -0.2641857, -0.7035192, 1.628025, Tracked, -0.3059089, -1.083368, 1.601407, Inferred, -0.2698868, -1.110096, 1.471287, Inferred, -0.02997733, -0.4122041, 1.735692, Tracked, 0.02256763, -0.7357359, 1.637545, Tracked, 0.09834566, -1.103154, 1.591309, Inferred, 0.1463006, -1.11255, 1.462451, Inferred, -0.0858498, 0.137919, 1.866241, Tracked, -0.5020252, -0.2371187, 1.380264, Tracked, -0.4718315, -0.1706968, 1.398364, Tracked, 0.2357484, -0.5090204, 1.736128, Tracked, 0.2286865, -0.4930921, 1.775889, Tracked,
Kinect 2: 2.9550628, -0.09753829, -0.4080149, 1.743539, Tracked, -0.08222967, -0.09209516, 1.818733, Tracked, -0.06651167, 0.2120639, 1.879042, Tracked, -0.01539849, 0.3468989, 1.910585, Tracked, -0.2335769, 0.1064198, 1.80141, Tracked, -0.3783545, -0.1158161, 1.749236, Tracked, -0.4235841, -0.204175, 1.551656, Tracked, -0.455146, -0.2441216, 1.46454, Tracked, 0.1123167, 0.06402621, 1.919876, Tracked, 0.156066, -0.1982195, 1.917638, Tracked, 0.2212589, -0.3887434, 1.785781, Tracked, 0.2137116, -0.4304264, 1.743425, Tracked, -0.1739226, -0.3866656, 1.684096, Tracked, -0.2544698, -0.7064437, 1.626545, Tracked, -0.304106, -1.081208, 1.601708, Inferred, -0.2708339, -1.109026, 1.471264, Inferred, -0.01725231, -0.4128779, 1.732488, Tracked, 0.03001284, -0.735863, 1.637568, Tracked, 0.1113733, -1.10461, 1.597413, Inferred, 0.1595407, -1.114641, 1.468931, Inferred, -0.07048663, 0.1375039, 1.866367, Tracked, -0.4826675, -0.2828453, 1.394051, Tracked, -0.455462, -0.22365, 1.390778, Tracked, 0.2246837, -0.4956454, 1.710036, Tracked, 0.2538565, -0.4324811, 1.749643, Tracked,
Kinect 2: 2.9900541, -0.08502681, -0.4069225, 1.741893, Tracked, -0.06906334, -0.09151473, 1.818122, Tracked, -0.05311049, 0.2121056, 1.879317, Tracked, -0.003255505, 0.3475707, 1.907603, Tracked, -0.220663, 0.1062362, 1.802449, Tracked, -0.3650596, -0.1168004, 1.759002, Tracked, -0.4052089, -0.2165571, 1.577323, Tracked, -0.4312348, -0.2607076, 1.483416, Tracked, 0.1260715, 0.06442014, 1.916323, Tracked, 0.1640237, -0.2024127, 1.909587, Tracked, 0.2177362, -0.3838058, 1.779517, Tracked, 0.2110401, -0.4250543, 1.728156, Tracked, -0.1618206, -0.385122, 1.682745, Tracked, -0.2456554, -0.7080402, 1.623228, Tracked, -0.2986006, -1.07893, 1.60205, Inferred, -0.267722, -1.107942, 1.471514, Inferred, -0.004871715, -0.4122499, 1.7305, Tracked, 0.04586617, -0.7403181, 1.643881, Tracked, 0.1004563, -1.108945, 1.592968, Inferred, 0.1435904, -1.119461, 1.462236, Inferred, -0.05710527, 0.13768, 1.866434, Tracked, -0.4477889, -0.2899734, 1.43173, Tracked, -0.3931405, -0.2695431, 1.46113, Tracked, 0.2182059, -0.48975, 1.68834, Tracked, 0.2561436, -0.4552701, 1.72875, Tracked,
Kinect 2: 3.0231321, -0.07380573, -0.4059589, 1.740749, Tracked, -0.05620258, -0.09095988, 1.817882, Tracked, -0.03866709, 0.2121935, 1.87999, Tracked, 0.008611506, 0.3481965, 1.903704, Tracked, -0.2100072, 0.1058557, 1.805683, Tracked, -0.3438267, -0.1032993, 1.767639, Tracked, -0.3914186, -0.2314973, 1.584819, Tracked, -0.4069274, -0.2778288, 1.503701, Tracked, 0.1424348, 0.06268007, 1.9145, Tracked, 0.1731455, -0.2021548, 1.905408, Tracked, 0.2184776, -0.3791659, 1.773403, Tracked, 0.215747, -0.4231191, 1.718007, Tracked, -0.1507319, -0.384479, 1.682697, Tracked, -0.2363103, -0.7091943, 1.62048, Tracked, -0.2953809, -1.07727, 1.599843, Inferred, -0.2677422, -1.106527, 1.46866, Inferred, 0.006137167, -0.4109625, 1.72819, Tracked, 0.05396158, -0.7399976, 1.643718, Tracked, 0.1057597, -1.109657, 1.59953, Inferred, 0.147206, -1.121995, 1.468616, Inferred, -0.04304457, 0.1378886, 1.866876, Tracked, -0.4266213, -0.3199403, 1.462767, Tracked, -0.3623857, -0.30022, 1.5254, Tracked, 0.2226729, -0.4855864, 1.675263, Tracked, 0.2556087, -0.430282, 1.716917, Tracked,
Kinect 2: 3.0561185, -0.06576829, -0.4051645, 1.739926, Tracked, -0.04543123, -0.09069993, 1.81716, Tracked, -0.02508621, 0.211786, 1.879309, Tracked, 0.01809552, 0.3498695, 1.900399, Tracked, -0.2004182, 0.1057713, 1.809097, Tracked, -0.3332103, -0.1110978, 1.777805, Tracked, -0.3777021, -0.241374, 1.591377, Tracked, -0.3853413, -0.2866391, 1.521198, Tracked, 0.1568475, 0.06255949, 1.909472, Tracked, 0.1856979, -0.2003888, 1.900695, Tracked, 0.2224572, -0.3767401, 1.767987, Tracked, 0.2246854, -0.4221324, 1.707751, Tracked, -0.1431725, -0.3842167, 1.683103, Tracked, -0.2273827, -0.7120723, 1.617192, Tracked, -0.2860917, -1.077754, 1.595455, Inferred, -0.2611877, -1.106002, 1.463299, Inferred, 0.01447442, -0.4095964, 1.725993, Tracked, 0.06927557, -0.745047, 1.646289, Tracked, 0.09437445, -1.110665, 1.596895, Inferred, 0.1294865, -1.124141, 1.463822, Inferred, -0.03016039, 0.1376579, 1.866191, Tracked, -0.3875819, -0.333232, 1.484931, Tracked, -0.3490083, -0.3178251, 1.555143, Tracked, 0.2312056, -0.4857422, 1.660235, Tracked, 0.2620538, -0.4263229, 1.701077, Tracked,
Kinect 2: 3.087969, -0.05414431, -0.4049309, 1.738629, Tracked, -0.0309688, -0.09150242, 1.815547, Tracked, -0.008146893, 0.209899, 1.87726, Tracked, 0.02753114, 0.3511274, 1.898175, Tracked, -0.1896942, 0.1047562, 1.812014, Tracked, -0.3175297, -0.1175182, 1.786888, Tracked, -0.3519178, -0.2451756, 1.604417, Tracked, -0.3728435, -0.2872514, 1.528563, Tracked, 0.170886, 0.06233641, 1.903442, Tracked, 0.2041826, -0.2048134, 1.890816, Tracked, 0.2399706, -0.3790745, 1.747902, Tracked, 0.2389657, -0.4239929, 1.6987, Tracked, -0.1329795, -0.3841593, 1.68339, Tracked, -0.2183692, -0.7148005, 1.614066, Tracked, -0.2774031, -1.077761, 1.596869, Inferred, -0.2556912, -1.106836, 1.464531, Inferred, 0.02708546, -0.4091808, 1.722927, Tracked, 0.0804001, -0.7480866, 1.64629, Tracked, 0.1459416, -1.10763, 1.633548, Inferred, 0.1859015, -1.126279, 1.504198, Inferred, -0.01379301, 0.1360417, 1.864264, Tracked, -0.3754827, -0.3382485, 1.491377, Tracked, -0.3324647, -0.314903, 1.555695, Tracked, 0.2477951, -0.487413, 1.651182, Tracked, 0.2752777, -0.4282723, 1.686267, Tracked,
