Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0174838, 0.5530818, -0.3797321, 1.487664, Tracked, 0.5838199, -0.05401182, 1.566309, Tracked, 0.606629, 0.257989, 1.630832, Tracked, 0.6743047, 0.3829238, 1.65152, Tracked, 0.4285871, 0.1557622, 1.593815, Tracked, 0.3103326, -0.04795666, 1.565302, Tracked, 0.344829, -0.2188386, 1.445849, Tracked, 0.377567, -0.2742362, 1.41628, Tracked, 0.7771036, 0.08987335, 1.615735, Tracked, 0.8031374, -0.1078814, 1.592859, Tracked, 0.767714, -0.2423623, 1.459419, Tracked, 0.7337528, -0.2782429, 1.424002, Tracked, 0.4565221, -0.3547678, 1.446741, Tracked, 0.382432, -0.6422519, 1.375581, Tracked, 0.3043988, -0.9980121, 1.325756, Inferred, 0.297395, -1.009199, 1.193835, Inferred, 0.6232157, -0.3866787, 1.457968, Tracked, 0.6274992, -0.6540368, 1.412852, Tracked, 0.6521891, -1.042317, 1.392926, Inferred, 0.6577855, -1.061076, 1.26647, Inferred, 0.6019231, 0.1817404, 1.616967, Tracked, 0.3921165, -0.3251134, 1.348541, Tracked, 0.3395323, -0.3148659, 1.45732, Tracked, 0.7091899, -0.3372537, 1.381151, Tracked, 0.6779296, -0.256281, 1.388333, Tracked,
Kinect 2: 3.5836145, 0.4684341, -0.3695926, 1.467604, Tracked, 0.46336, -0.04224828, 1.552287, Tracked, 0.4546398, 0.2696283, 1.619825, Tracked, 0.4901815, 0.4129767, 1.624957, Tracked, 0.2822683, 0.1618055, 1.55543, Tracked, 0.2059381, -0.06085528, 1.491591, Tracked, 0.2620924, -0.2090094, 1.382864, Tracked, 0.3034524, -0.2565709, 1.372979, Tracked, 0.6410039, 0.1269868, 1.61726, Tracked, 0.6953641, -0.1061338, 1.61025, Tracked, 0.6650494, -0.2444247, 1.478601, Tracked, 0.6369598, -0.2791862, 1.421999, Tracked, 0.3751478, -0.3502986, 1.418485, Tracked, 0.3207977, -0.6368572, 1.364951, Tracked, 0.2633431, -1.003373, 1.337007, Inferred, 0.2676698, -1.022799, 1.208217, Inferred, 0.5385413, -0.3706795, 1.444817, Tracked, 0.5797434, -0.619223, 1.399637, Tracked, 0.4652902, -1.001901, 1.425987, Inferred, 0.4453523, -1.042344, 1.30797, Inferred, 0.4573873, 0.1935828, 1.605458, Tracked, 0.3266525, -0.3087763, 1.315883, Tracked, 0.2597032, -0.2921846, 1.404391, Tracked, 0.6191697, -0.3360957, 1.366799, Tracked, 0.5810861, -0.239423, 1.383637, Tracked,
Kinect 2: 3.6161766, 0.4684182, -0.3695919, 1.46762, Tracked, 0.4633543, -0.0422412, 1.55229, Tracked, 0.4546404, 0.2696495, 1.619828, Tracked, 0.4902507, 0.4129444, 1.625024, Tracked, 0.2822697, 0.1618059, 1.555428, Tracked, 0.2059068, -0.060853, 1.491552, Tracked, 0.2620803, -0.2088384, 1.382581, Tracked, 0.3032663, -0.2557826, 1.373139, Tracked, 0.6409886, 0.1271078, 1.617515, Tracked, 0.6953703, -0.1061741, 1.610298, Tracked, 0.6650754, -0.2444372, 1.478613, Tracked, 0.6369681, -0.2795977, 1.421978, Tracked, 0.3751414, -0.350299, 1.418492, Tracked, 0.3208224, -0.636727, 1.364887, Tracked, 0.2633623, -1.003372, 1.33684, Inferred, 0.2677518, -1.022775, 1.208049, Inferred, 0.5385107, -0.3706818, 1.444861, Tracked, 0.5797438, -0.6192588, 1.399627, Tracked, 0.5015915, -1.014156, 1.369077, Inferred, 0.495533, -1.033665, 1.240286, Inferred, 0.4573858, 0.193599, 1.605461, Tracked, 0.329168, -0.3066654, 1.31576, Tracked, 0.2606921, -0.2953595, 1.401329, Tracked, 0.6170691, -0.3360156, 1.366099, Tracked, 0.5812187, -0.2396252, 1.383673, Tracked,
Kinect 2: 3.6515565, 0.4683851, -0.369537, 1.467664, Tracked, 0.4633554, -0.04221674, 1.552314, Tracked, 0.4546731, 0.2696657, 1.619863, Tracked, 0.4905934, 0.4127933, 1.625147, Tracked, 0.2822949, 0.1619518, 1.555416, Tracked, 0.2058106, -0.06051248, 1.491358, Tracked, 0.2620293, -0.2087431, 1.382778, Tracked, 0.3034377, -0.2562913, 1.372245, Tracked, 0.6409699, 0.1273248, 1.617903, Tracked, 0.6951697, -0.1056516, 1.610552, Tracked, 0.6747565, -0.2504408, 1.484823, Tracked, 0.6446782, -0.2748717, 1.431372, Tracked, 0.3751283, -0.3501967, 1.418454, Tracked, 0.3208162, -0.6367214, 1.364902, Tracked, 0.2633949, -1.003284, 1.336932, Inferred, 0.2678871, -1.022728, 1.208166, Inferred, 0.5384157, -0.3706513, 1.445115, Tracked, 0.5797473, -0.6189736, 1.399528, Tracked, 0.4964779, -1.012889, 1.368059, Inferred, 0.4895443, -1.032101, 1.239084, Inferred, 0.4574085, 0.1936167, 1.605492, Tracked, 0.3267716, -0.3088588, 1.315172, Tracked, 0.2599594, -0.2951486, 1.402779, Tracked, 0.6324679, -0.3407659, 1.371443, Tracked, 0.5927928, -0.2493226, 1.388933, Tracked,
Kinect 2: 3.6847131, 0.4684145, -0.3694987, 1.467615, Tracked, 0.4633695, -0.04220115, 1.552318, Tracked, 0.4547061, 0.2696876, 1.619956, Tracked, 0.4913408, 0.4126268, 1.625361, Tracked, 0.2823504, 0.1620019, 1.555407, Tracked, 0.2056834, -0.06031113, 1.491356, Tracked, 0.26174, -0.2086847, 1.382895, Tracked, 0.3031242, -0.2564473, 1.372827, Tracked, 0.6413281, 0.1274059, 1.618626, Tracked, 0.6951112, -0.1055904, 1.610658, Tracked, 0.6713259, -0.2430228, 1.476821, Tracked, 0.6398414, -0.2794133, 1.424981, Tracked, 0.3752037, -0.3500285, 1.418244, Tracked, 0.3208338, -0.6367254, 1.364899, Tracked, 0.2634005, -1.003127, 1.337209, Inferred, 0.2680458, -1.022694, 1.208505, Inferred, 0.5384272, -0.3706579, 1.445121, Tracked, 0.5797555, -0.6189828, 1.399524, Tracked, 0.4946938, -1.012498, 1.368638, Inferred, 0.4875336, -1.031933, 1.239726, Inferred, 0.457435, 0.193637, 1.60555, Tracked, 0.3267251, -0.3081267, 1.315063, Tracked, 0.2602681, -0.2965818, 1.401386, Tracked, 0.6228575, -0.3366578, 1.370009, Tracked, 0.584848, -0.24287, 1.385257, Tracked,
Kinect 2: 3.7164366, 0.4686002, -0.3694202, 1.467533, Tracked, 0.4634073, -0.04205582, 1.552356, Tracked, 0.4545716, 0.2700909, 1.620253, Tracked, 0.4930857, 0.4123571, 1.625628, Tracked, 0.2825047, 0.1619861, 1.555269, Tracked, 0.205554, -0.06019444, 1.491135, Tracked, 0.2617159, -0.2087681, 1.383037, Tracked, 0.3035783, -0.2564921, 1.37225, Tracked, 0.6417225, 0.1272689, 1.619421, Tracked, 0.6948619, -0.1060002, 1.610561, Tracked, 0.6693199, -0.2454501, 1.479287, Tracked, 0.6393175, -0.2783574, 1.425461, Tracked, 0.3755369, -0.3498915, 1.417895, Tracked, 0.320754, -0.6367136, 1.364849, Tracked, 0.2628751, -1.002893, 1.337551, Inferred, 0.2676562, -1.022647, 1.20893, Inferred, 0.5385621, -0.3706161, 1.445196, Tracked, 0.5797557, -0.6189896, 1.399522, Tracked, 0.494984, -1.012569, 1.368691, Inferred, 0.4881049, -1.032104, 1.239831, Inferred, 0.4573621, 0.1939569, 1.605758, Tracked, 0.3285609, -0.3103794, 1.31485, Tracked, 0.2593821, -0.2874575, 1.407191, Tracked, 0.6226024, -0.3363382, 1.369394, Tracked, 0.5849907, -0.2429599, 1.385313, Tracked,
Kinect 2: 3.752571, 0.4687573, -0.3694473, 1.467384, Tracked, 0.4635346, -0.04193816, 1.552389, Tracked, 0.4548105, 0.2705632, 1.620668, Tracked, 0.4964468, 0.412338, 1.626278, Tracked, 0.2831827, 0.1616679, 1.554734, Tracked, 0.205575, -0.06016164, 1.491064, Tracked, 0.2617108, -0.2087791, 1.383017, Tracked, 0.3035091, -0.2566398, 1.372314, Tracked, 0.6419129, 0.1266028, 1.619687, Tracked, 0.6947015, -0.1063647, 1.610481, Tracked, 0.6691107, -0.2456904, 1.479076, Tracked, 0.6395246, -0.2796369, 1.425486, Tracked, 0.3757626, -0.3498598, 1.417463, Tracked, 0.3207699, -0.6365022, 1.364844, Tracked, 0.2625888, -1.002812, 1.338067, Inferred, 0.2675626, -1.022802, 1.209559, Inferred, 0.538699, -0.3706959, 1.445211, Tracked, 0.5797657, -0.6189807, 1.399537, Tracked, 0.4768418, -1.00807, 1.390098, Inferred, 0.4647131, -1.034904, 1.264107, Inferred, 0.4575693, 0.1943162, 1.606044, Tracked, 0.3290528, -0.3096565, 1.313535, Tracked, 0.2599328, -0.2900351, 1.405818, Tracked, 0.6248577, -0.3408041, 1.370652, Tracked, 0.5850077, -0.2430186, 1.385419, Tracked,
Kinect 2: 3.785488, 0.4689286, -0.3694659, 1.467327, Tracked, 0.4638332, -0.04159646, 1.552495, Tracked, 0.4553535, 0.2716854, 1.62118, Tracked, 0.5014979, 0.4123751, 1.628117, Tracked, 0.2841894, 0.1614224, 1.55437, Tracked, 0.2056088, -0.05993474, 1.491015, Tracked, 0.2617892, -0.2084029, 1.382765, Tracked, 0.3034488, -0.2563912, 1.372931, Tracked, 0.6434541, 0.1255583, 1.621436, Tracked, 0.694666, -0.1064464, 1.610594, Tracked, 0.6689603, -0.2456876, 1.479113, Tracked, 0.6391932, -0.2806171, 1.424681, Tracked, 0.3761193, -0.3497401, 1.416992, Tracked, 0.3207447, -0.6365482, 1.364839, Tracked, 0.2621716, -1.002612, 1.338669, Inferred, 0.267635, -1.022913, 1.210337, Inferred, 0.5389086, -0.3708732, 1.445472, Tracked, 0.5797856, -0.6189049, 1.399528, Tracked, 0.476169, -1.008121, 1.386061, Inferred, 0.4648036, -1.033688, 1.259488, Inferred, 0.4580479, 0.1952125, 1.606437, Tracked, 0.3270503, -0.3095634, 1.316318, Tracked, 0.2601943, -0.2937702, 1.403332, Tracked, 0.6242867, -0.3409713, 1.369414, Tracked, 0.584862, -0.2440571, 1.384175, Tracked,
Kinect 2: 3.8174201, 0.4690231, -0.3695313, 1.467334, Tracked, 0.4644895, -0.04116676, 1.552561, Tracked, 0.4571617, 0.2732637, 1.621314, Tracked, 0.5091815, 0.4115736, 1.629959, Tracked, 0.285915, 0.1614136, 1.553781, Tracked, 0.2056651, -0.05920745, 1.491296, Tracked, 0.2611927, -0.2078123, 1.382865, Tracked, 0.3034529, -0.2565045, 1.372868, Tracked, 0.6437451, 0.1251655, 1.621654, Tracked, 0.6943421, -0.106131, 1.610907, Tracked, 0.6689196, -0.245431, 1.47944, Tracked, 0.6390611, -0.279461, 1.42598, Tracked, 0.3763572, -0.3496401, 1.416537, Tracked, 0.3206123, -0.6368019, 1.364829, Tracked, 0.2617229, -1.002439, 1.339253, Inferred, 0.2674375, -1.022975, 1.211039, Inferred, 0.539094, -0.371434, 1.446242, Tracked, 0.5797505, -0.618676, 1.399582, Tracked, 0.4791818, -1.009521, 1.38223, Inferred, 0.469134, -1.03387, 1.255151, Inferred, 0.4595238, 0.1964625, 1.606567, Tracked, 0.3293445, -0.310313, 1.313493, Tracked, 0.2602822, -0.2918068, 1.403852, Tracked, 0.6214758, -0.3366083, 1.370595, Tracked, 0.5848765, -0.2428589, 1.385406, Tracked,
Kinect 2: 3.850468, 0.469145, -0.3695202, 1.467403, Tracked, 0.4658137, -0.04052171, 1.552727, Tracked, 0.4604344, 0.2747772, 1.621428, Tracked, 0.5151612, 0.4113118, 1.633113, Tracked, 0.2863829, 0.1609674, 1.555111, Tracked, 0.2039641, -0.05257758, 1.493906, Tracked, 0.2586816, -0.2024217, 1.386832, Tracked, 0.3018965, -0.2503035, 1.376921, Tracked, 0.6468906, 0.1236725, 1.624552, Tracked, 0.6938428, -0.1051509, 1.611317, Tracked, 0.668223, -0.2453701, 1.480934, Tracked, 0.6385223, -0.279563, 1.426486, Tracked, 0.3766196, -0.3493587, 1.416134, Tracked, 0.3205328, -0.6368808, 1.364871, Tracked, 0.2613634, -1.002101, 1.339888, Inferred, 0.2673537, -1.022865, 1.211791, Inferred, 0.5393246, -0.371772, 1.447278, Tracked, 0.5799451, -0.6183206, 1.399842, Tracked, 0.4680063, -1.006319, 1.386429, Inferred, 0.4554025, -1.031931, 1.259849, Inferred, 0.462267, 0.1977688, 1.606718, Tracked, 0.3273037, -0.3069745, 1.317966, Tracked, 0.2596603, -0.2772932, 1.41575, Tracked, 0.6234228, -0.3377289, 1.37214, Tracked, 0.5847135, -0.2430784, 1.385574, Tracked,
Kinect 2: 3.883615, 0.4694964, -0.369309, 1.467463, Tracked, 0.4682656, -0.03989671, 1.552614, Tracked, 0.465712, 0.2752352, 1.620884, Tracked, 0.5221239, 0.4096184, 1.636611, Tracked, 0.2870245, 0.1605179, 1.556025, Tracked, 0.2031647, -0.05086363, 1.494561, Tracked, 0.2578317, -0.2010102, 1.387907, Tracked, 0.2997395, -0.2499919, 1.377452, Tracked, 0.6475446, 0.1221776, 1.625596, Tracked, 0.6932425, -0.1036148, 1.611737, Tracked, 0.6684636, -0.2443862, 1.481837, Tracked, 0.6396105, -0.2786631, 1.427714, Tracked, 0.3775627, -0.3479084, 1.414103, Tracked, 0.3205368, -0.6368626, 1.364868, Tracked, 0.2607493, -1.000668, 1.342536, Inferred, 0.2666437, -1.022322, 1.214725, Inferred, 0.5399481, -0.3721024, 1.449472, Tracked, 0.5799944, -0.61821, 1.39999, Tracked, 0.4638111, -1.005342, 1.39176, Inferred, 0.4498638, -1.03283, 1.266026, Inferred, 0.4668024, 0.1983332, 1.606309, Tracked, 0.3235045, -0.3073078, 1.319072, Tracked, 0.2593249, -0.2855237, 1.410362, Tracked, 0.6217695, -0.3362661, 1.370621, Tracked, 0.5840563, -0.2428151, 1.385258, Tracked,
Kinect 2: 3.9181723, 0.4698501, -0.3691877, 1.46772, Tracked, 0.470782, -0.03944868, 1.552749, Tracked, 0.4708378, 0.2756987, 1.620504, Tracked, 0.5301478, 0.4082841, 1.641159, Tracked, 0.2876668, 0.1604459, 1.556537, Tracked, 0.2029794, -0.04772844, 1.495225, Tracked, 0.2564351, -0.1989489, 1.389437, Tracked, 0.2993088, -0.2470409, 1.37967, Tracked, 0.64858, 0.1206966, 1.626906, Tracked, 0.6926781, -0.1022115, 1.612244, Tracked, 0.6687594, -0.2434291, 1.482638, Tracked, 0.6395645, -0.2765549, 1.429669, Tracked, 0.378309, -0.347201, 1.413103, Tracked, 0.3204746, -0.6365542, 1.364861, Tracked, 0.2598867, -0.999824, 1.34379, Inferred, 0.2659026, -1.02193, 1.216148, Inferred, 0.5402462, -0.3726484, 1.452142, Tracked, 0.5800086, -0.6181155, 1.400117, Tracked, 0.5561035, -1.022957, 1.351471, Inferred, 0.5627162, -1.036669, 1.222531, Inferred, 0.4712854, 0.1988229, 1.606084, Tracked, 0.322774, -0.304641, 1.320072, Tracked, 0.258689, -0.2765817, 1.417164, Tracked, 0.623247, -0.3336551, 1.372608, Tracked, 0.585481, -0.2428388, 1.387769, Tracked,
Kinect 2: 3.9515468, 0.4702413, -0.3688136, 1.468274, Tracked, 0.4730745, -0.03862823, 1.553061, Tracked, 0.4751076, 0.276728, 1.62025, Tracked, 0.5366192, 0.4068792, 1.644584, Tracked, 0.288354, 0.1604094, 1.556843, Tracked, 0.202579, -0.04556401, 1.495436, Tracked, 0.2552091, -0.1974578, 1.390164, Tracked, 0.2977701, -0.246005, 1.380601, Tracked, 0.6499575, 0.1201264, 1.627816, Inferred, 0.6923027, -0.100801, 1.61283, Tracked, 0.6640629, -0.2653276, 1.446159, Tracked, 0.6214624, -0.3137694, 1.395926, Tracked, 0.3789245, -0.3462062, 1.412323, Tracked, 0.3204514, -0.636519, 1.364888, Tracked, 0.2594497, -0.9987997, 1.344873, Inferred, 0.265508, -1.021257, 1.21734, Inferred, 0.5403804, -0.3728062, 1.455279, Tracked, 0.5799839, -0.6176593, 1.400334, Tracked, 0.4640267, -1.005474, 1.403748, Inferred, 0.4492735, -1.037773, 1.28045, Inferred, 0.4750878, 0.1998188, 1.605991, Tracked, 0.3202277, -0.3048188, 1.323041, Tracked, 0.2580459, -0.2747972, 1.420488, Tracked, 0.6122108, -0.3715808, 1.358199, Tracked, 0.5736923, -0.2670124, 1.368389, Tracked,
Kinect 2: 3.9835787, 0.470801, -0.3683991, 1.468314, Tracked, 0.4753031, -0.0380915, 1.55271, Tracked, 0.4783975, 0.2769154, 1.619589, Tracked, 0.5410803, 0.4057493, 1.646619, Tracked, 0.2891529, 0.1605036, 1.556935, Tracked, 0.2029299, -0.04431615, 1.494545, Tracked, 0.2568569, -0.1959808, 1.389595, Tracked, 0.2989679, -0.2427111, 1.379256, Tracked, 0.6503865, 0.1196499, 1.628084, Inferred, 0.691955, -0.1000979, 1.613055, Tracked, 0.6664451, -0.2425084, 1.485046, Tracked, 0.639827, -0.2759088, 1.430061, Tracked, 0.3801307, -0.3446414, 1.410158, Tracked, 0.3201915, -0.635862, 1.364878, Tracked, 0.2578571, -0.9968249, 1.347564, Inferred, 0.2636524, -1.020228, 1.220382, Inferred, 0.5407767, -0.3728145, 1.456404, Tracked, 0.5798863, -0.6175389, 1.400389, Tracked, 0.4586104, -1.003728, 1.40288, Inferred, 0.4428373, -1.03552, 1.27935, Inferred, 0.4781663, 0.2001126, 1.605394, Tracked, 0.3233947, -0.3007092, 1.319931, Tracked, 0.2589363, -0.2797178, 1.414509, Tracked, 0.6229574, -0.333627, 1.372216, Tracked, 0.5827504, -0.2426618, 1.386769, Tracked,
Kinect 2: 4.0204207, 0.4711272, -0.3681615, 1.46832, Tracked, 0.4772971, -0.03776501, 1.552612, Tracked, 0.4820044, 0.2769887, 1.619586, Tracked, 0.5467058, 0.4038301, 1.649226, Tracked, 0.290227, 0.1607382, 1.557027, Tracked, 0.2022892, -0.04108412, 1.493725, Tracked, 0.2546091, -0.1943991, 1.390466, Tracked, 0.2974773, -0.2423856, 1.381067, Tracked, 0.6506929, 0.1192499, 1.628429, Inferred, 0.6916886, -0.09940015, 1.613675, Tracked, 0.665062, -0.2772332, 1.442207, Tracked, 0.6208603, -0.3299589, 1.389572, Tracked, 0.3807186, -0.3437457, 1.408752, Tracked, 0.3201018, -0.6358194, 1.364918, Tracked, 0.257313, -0.995804, 1.349405, Inferred, 0.2630961, -1.019857, 1.222476, Inferred, 0.5410012, -0.3729221, 1.457244, Tracked, 0.5797359, -0.617168, 1.400567, Tracked, 0.4505857, -1.000701, 1.407568, Inferred, 0.4324157, -1.034022, 1.284975, Inferred, 0.4813805, 0.2002638, 1.605347, Tracked, 0.3209858, -0.3011413, 1.323352, Tracked, 0.2595479, -0.280019, 1.41467, Tracked, 0.6161966, -0.3899451, 1.359336, Tracked, 0.5742043, -0.2922916, 1.362703, Tracked,
Kinect 2: 4.051452, 0.4714694, -0.3681168, 1.468778, Tracked, 0.4786249, -0.0376786, 1.552889, Tracked, 0.4840617, 0.2771305, 1.619583, Tracked, 0.5509614, 0.4022295, 1.650974, Tracked, 0.2914535, 0.1608433, 1.556882, Tracked, 0.2026758, -0.03998259, 1.492354, Tracked, 0.2567223, -0.1930579, 1.389689, Tracked, 0.2992665, -0.2422196, 1.380023, Tracked, 0.6509513, 0.118991, 1.628692, Inferred, 0.6917331, -0.0989702, 1.614674, Tracked, 0.6710252, -0.2439312, 1.488968, Tracked, 0.6431816, -0.2736521, 1.43815, Tracked, 0.3810532, -0.3435051, 1.408394, Tracked, 0.3199321, -0.6357965, 1.364966, Tracked, 0.2566546, -0.9954108, 1.349954, Inferred, 0.2625234, -1.019657, 1.223111, Inferred, 0.5410879, -0.3736928, 1.459903, Tracked, 0.5797178, -0.6171439, 1.40063, Tracked, 0.4495896, -1.000714, 1.409074, Inferred, 0.4310973, -1.034776, 1.286931, Inferred, 0.4832776, 0.2003857, 1.60542, Tracked, 0.3234656, -0.3008818, 1.321568, Tracked, 0.2586156, -0.2662172, 1.419492, Tracked, 0.6306863, -0.3353067, 1.380069, Tracked, 0.5879003, -0.2440256, 1.394903, Tracked,
Kinect 2: 4.0854078, 0.4719162, -0.3682885, 1.468989, Tracked, 0.4803413, -0.03809172, 1.552991, Tracked, 0.4867024, 0.276506, 1.619577, Tracked, 0.5543817, 0.401031, 1.652606, Tracked, 0.2923287, 0.1607861, 1.556779, Tracked, 0.2033584, -0.03990409, 1.489945, Tracked, 0.2604517, -0.1919149, 1.38738, Tracked, 0.3013281, -0.2375853, 1.380064, Tracked, 0.6511267, 0.1185673, 1.628902, Inferred, 0.6916406, -0.09926723, 1.6154, Tracked, 0.660586, -0.2787157, 1.446148, Tracked, 0.6176529, -0.3311989, 1.389566, Tracked, 0.3815511, -0.3435497, 1.407916, Tracked, 0.3198085, -0.6358876, 1.365008, Tracked, 0.2558605, -0.995224, 1.350627, Inferred, 0.2617303, -1.019712, 1.22389, Inferred, 0.5413888, -0.3743192, 1.46086, Tracked, 0.5795872, -0.6174843, 1.400771, Tracked, 0.4493046, -1.001257, 1.409287, Inferred, 0.4309236, -1.035432, 1.287214, Inferred, 0.4857129, 0.1998071, 1.605437, Tracked, 0.3246371, -0.2925507, 1.322079, Tracked, 0.2598886, -0.270925, 1.415226, Tracked, 0.6121651, -0.3907675, 1.359177, Tracked, 0.5681285, -0.2880578, 1.362511, Tracked,
Kinect 2: 4.1164874, 0.4725002, -0.3683656, 1.469057, Tracked, 0.481875, -0.03827211, 1.553215, Tracked, 0.488698, 0.2762305, 1.620165, Tracked, 0.5584729, 0.3984119, 1.655285, Tracked, 0.2936364, 0.1608055, 1.556745, Tracked, 0.2050056, -0.04038711, 1.486577, Tracked, 0.2619482, -0.193621, 1.385941, Tracked, 0.3028073, -0.2394738, 1.38048, Tracked, 0.6514461, 0.1181812, 1.629504, Inferred, 0.6917072, -0.1007519, 1.616813, Tracked, 0.6609917, -0.2779796, 1.44821, Tracked, 0.6186112, -0.3314779, 1.392347, Tracked, 0.3824214, -0.3433269, 1.406867, Tracked, 0.3195765, -0.636137, 1.364985, Tracked, 0.2545883, -0.9946048, 1.351853, Inferred, 0.2604294, -1.019614, 1.225345, Inferred, 0.5418471, -0.3748415, 1.461676, Tracked, 0.5795546, -0.6174472, 1.400829, Tracked, 0.4447434, -0.9998673, 1.410522, Inferred, 0.4251939, -1.03449, 1.288809, Inferred, 0.4876136, 0.1995515, 1.60592, Tracked, 0.3274561, -0.2924127, 1.323434, Tracked, 0.2595078, -0.2747354, 1.415548, Tracked, 0.6113528, -0.3902652, 1.360042, Tracked, 0.5688778, -0.2869578, 1.363957, Tracked,
Kinect 2: 4.1524604, 0.4733565, -0.3689645, 1.468989, Tracked, 0.4837296, -0.03901834, 1.553418, Tracked, 0.4912153, 0.275451, 1.620923, Tracked, 0.5614606, 0.3967979, 1.657041, Tracked, 0.3005444, 0.1609925, 1.552916, Tracked, 0.2061004, -0.04116048, 1.483524, Tracked, 0.2633739, -0.1951512, 1.384356, Tracked, 0.3029239, -0.2422312, 1.378299, Tracked, 0.6523667, 0.1173063, 1.630414, Inferred, 0.6917597, -0.1022674, 1.618677, Tracked, 0.6618719, -0.2758439, 1.451939, Tracked, 0.6195053, -0.3251839, 1.396154, Tracked, 0.383505, -0.3436696, 1.405691, Tracked, 0.3195394, -0.6361454, 1.364978, Tracked, 0.2532212, -0.9944163, 1.353252, Inferred, 0.2604403, -1.020272, 1.227334, Inferred, 0.542415, -0.3760509, 1.462354, Tracked, 0.5795271, -0.6175436, 1.400879, Tracked, 0.4338425, -0.9961053, 1.413782, Inferred, 0.4122568, -1.032413, 1.293279, Inferred, 0.4899754, 0.198772, 1.60652, Tracked, 0.3299696, -0.2941425, 1.320843, Tracked, 0.2618712, -0.2807909, 1.407345, Tracked, 0.6099047, -0.3835165, 1.358556, Tracked, 0.570751, -0.276121, 1.369364, Tracked,
Kinect 2: 4.1840501, 0.4742011, -0.3692552, 1.469225, Tracked, 0.4854369, -0.03945535, 1.55377, Tracked, 0.4934413, 0.2748949, 1.621459, Tracked, 0.5645286, 0.3956114, 1.658526, Tracked, 0.3035521, 0.1616485, 1.551513, Tracked, 0.2073346, -0.0402573, 1.481241, Tracked, 0.26441, -0.1951215, 1.383398, Tracked, 0.3045412, -0.2416323, 1.378548, Tracked, 0.6534476, 0.1166046, 1.63114, Inferred, 0.6919079, -0.1038274, 1.620588, Tracked, 0.6710105, -0.2488466, 1.494895, Tracked, 0.6428678, -0.280496, 1.442453, Tracked, 0.3845582, -0.34352, 1.404849, Tracked, 0.3193644, -0.6361959, 1.364903, Tracked, 0.2517726, -0.9938216, 1.354094, Inferred, 0.2594775, -1.020199, 1.228476, Inferred, 0.5430835, -0.3771262, 1.46381, Tracked, 0.5797565, -0.6185734, 1.400827, Tracked, 0.4279744, -0.993992, 1.417887, Inferred, 0.4045928, -1.032186, 1.298782, Inferred, 0.4920894, 0.198241, 1.607008, Tracked, 0.3319917, -0.2910292, 1.320874, Tracked, 0.26003, -0.2769555, 1.413122, Tracked, 0.6314245, -0.3412427, 1.382627, Tracked, 0.587027, -0.2487705, 1.397091, Tracked,
