Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0174838, 0.5530818, -0.3797321, 1.487664, Tracked, 0.5838199, -0.05401182, 1.566309, Tracked, 0.606629, 0.257989, 1.630832, Tracked, 0.6743047, 0.3829238, 1.65152, Tracked, 0.4285871, 0.1557622, 1.593815, Tracked, 0.3103326, -0.04795666, 1.565302, Tracked, 0.344829, -0.2188386, 1.445849, Tracked, 0.377567, -0.2742362, 1.41628, Tracked, 0.7771036, 0.08987335, 1.615735, Tracked, 0.8031374, -0.1078814, 1.592859, Tracked, 0.767714, -0.2423623, 1.459419, Tracked, 0.7337528, -0.2782429, 1.424002, Tracked, 0.4565221, -0.3547678, 1.446741, Tracked, 0.382432, -0.6422519, 1.375581, Tracked, 0.3043988, -0.9980121, 1.325756, Inferred, 0.297395, -1.009199, 1.193835, Inferred, 0.6232157, -0.3866787, 1.457968, Tracked, 0.6274992, -0.6540368, 1.412852, Tracked, 0.6521891, -1.042317, 1.392926, Inferred, 0.6577855, -1.061076, 1.26647, Inferred, 0.6019231, 0.1817404, 1.616967, Tracked, 0.3921165, -0.3251134, 1.348541, Tracked, 0.3395323, -0.3148659, 1.45732, Tracked, 0.7091899, -0.3372537, 1.381151, Tracked, 0.6779296, -0.256281, 1.388333, Tracked,
Kinect 2: 9.1160973, 0.9509637, -0.6872224, 1.569422, Tracked, 0.9699044, -0.3589226, 1.546377, Tracked, 0.9732814, -0.04342593, 1.506936, Tracked, 1.076492, -0.09846707, 1.474725, Inferred, 0.9114079, -0.1718539, 1.427409, Tracked, 0.8577883, -0.3938905, 1.299397, Tracked, 0.8485128, -0.5772508, 1.189273, Inferred, 0.8198695, -0.6158255, 1.197248, Inferred, 1.058744, -0.1670752, 1.486282, Inferred, 0.9401191, -0.3558133, 1.344323, Inferred, 0.8419418, -0.564785, 1.230829, Tracked, 0.824277, -0.5795289, 1.227491, Inferred, 0.8403285, -0.6722413, 1.512847, Tracked, 1.039579, -0.8192601, 1.34706, Inferred, 1.301214, -1.013441, 1.177326, Inferred, 1.329918, -1.012914, 1.063122, Inferred, 1.023259, -0.6754687, 1.564634, Tracked, 1.059495, -0.8915806, 1.617626, Inferred, 1.151537, -1.270445, 1.754368, Inferred, 1.184958, -1.302579, 1.652749, Inferred, 0.9744779, -0.1207217, 1.519605, Tracked, 0.7989957, -0.6763767, 1.147918, Inferred, 0.8051053, -0.6170428, 1.232, Tracked, 0.7903073, -0.6486498, 1.21943, Tracked, 0.8271707, -0.5434611, 1.299972, Tracked,
Kinect 2: 9.1500777, 0.9511019, -0.6871574, 1.571364, Tracked, 0.9698256, -0.3589969, 1.546989, Tracked, 0.9737133, -0.04297448, 1.507371, Tracked, 1.075176, -0.09950191, 1.474657, Inferred, 0.9114118, -0.1718485, 1.427469, Tracked, 0.8579249, -0.3942593, 1.300135, Tracked, 0.8495398, -0.5772105, 1.189786, Inferred, 0.8222321, -0.6105207, 1.197384, Inferred, 1.059179, -0.1666413, 1.486695, Inferred, 0.9405127, -0.3554077, 1.344809, Inferred, 0.8421498, -0.564229, 1.231171, Tracked, 0.8254244, -0.5771878, 1.228707, Inferred, 0.8410978, -0.6721326, 1.515073, Tracked, 1.039777, -0.8203681, 1.349843, Inferred, 1.300718, -1.016024, 1.180806, Inferred, 1.32952, -1.015801, 1.066666, Inferred, 1.023021, -0.6754143, 1.566263, Tracked, 1.059912, -0.8918638, 1.617982, Inferred, 1.153005, -1.271272, 1.752626, Inferred, 1.186377, -1.303009, 1.650768, Inferred, 0.9746631, -0.120529, 1.519927, Tracked, 0.7953096, -0.6651142, 1.175775, Tracked, 0.8034964, -0.6031902, 1.224357, Tracked, 0.787598, -0.6499731, 1.226398, Tracked, 0.8258734, -0.5474033, 1.29921, Tracked,
Kinect 2: 9.1846237, 0.9518899, -0.6869011, 1.571138, Tracked, 0.9749805, -0.3546147, 1.548954, Tracked, 0.9941216, -0.02308158, 1.517869, Tracked, 1.036509, -0.1095072, 1.483657, Inferred, 0.854023, -0.1930878, 1.56386, Tracked, 0.8543037, -0.3531796, 1.353538, Tracked, 0.8498238, -0.5599183, 1.201729, Inferred, 0.8305442, -0.5987378, 1.188967, Inferred, 1.079576, -0.1468665, 1.497157, Inferred, 0.9567248, -0.3346552, 1.357434, Inferred, 0.8574676, -0.5485061, 1.255283, Tracked, 0.8217704, -0.5950102, 1.224846, Tracked, 0.8414942, -0.6721659, 1.514952, Tracked, 1.040667, -0.8207394, 1.351055, Inferred, 1.302233, -1.016818, 1.183674, Inferred, 1.280495, -1.016545, 1.055439, Inferred, 1.024532, -0.6745753, 1.565801, Tracked, 1.060066, -0.891301, 1.617785, Inferred, 1.150952, -1.271136, 1.752844, Inferred, 1.122537, -1.323764, 1.652228, Inferred, 0.9898589, -0.1059936, 1.527291, Tracked, 0.8349249, -0.6548827, 1.162916, Inferred, 0.8433044, -0.5982279, 1.198875, Inferred, 0.7854652, -0.6692621, 1.181871, Tracked, 0.7982755, -0.6137006, 1.24859, Tracked,
Kinect 2: 9.2165971, 0.9551166, -0.6781141, 1.570852, Tracked, 0.9914126, -0.3127788, 1.583016, Tracked, 1.013217, 0.03074756, 1.580942, Tracked, 1.043482, -0.05013389, 1.543847, Tracked, 0.8673098, -0.1451183, 1.623814, Inferred, 0.8575753, -0.3046672, 1.412807, Tracked, 0.8511847, -0.5032024, 1.249192, Tracked, 0.8364683, -0.5524442, 1.225409, Inferred, 1.098779, -0.09312806, 1.560337, Inferred, 0.9836116, -0.2783854, 1.410439, Inferred, 0.8815582, -0.4815058, 1.288465, Tracked, 0.8366333, -0.5343488, 1.244413, Inferred, 0.8458911, -0.6636477, 1.515463, Tracked, 1.036292, -0.8240098, 1.352449, Inferred, 1.287247, -1.034314, 1.186183, Inferred, 1.266099, -1.027539, 1.057021, Inferred, 1.026563, -0.6656788, 1.564584, Tracked, 1.058661, -0.8835671, 1.616308, Inferred, 1.143941, -1.265054, 1.750922, Inferred, 1.117878, -1.322287, 1.655792, Inferred, 1.009339, -0.0537851, 1.583778, Tracked, 0.8144939, -0.5900248, 1.155206, Inferred, 0.797524, -0.5704781, 1.237698, Tracked, 0.8119391, -0.5933354, 1.225703, Tracked, 0.8288711, -0.5245622, 1.324083, Tracked,
Kinect 2: 9.2503825, 0.9557927, -0.6746874, 1.572608, Tracked, 0.9905006, -0.312613, 1.585289, Tracked, 1.011364, 0.03105204, 1.585087, Tracked, 1.043488, -0.04789392, 1.546311, Tracked, 0.8654674, -0.1448065, 1.627942, Inferred, 0.8569617, -0.3034894, 1.416219, Tracked, 0.8509659, -0.5011671, 1.251484, Tracked, 0.8366911, -0.5527036, 1.223168, Inferred, 1.096939, -0.09281993, 1.56448, Inferred, 0.9839945, -0.2811858, 1.417073, Inferred, 0.8843141, -0.4859348, 1.296107, Tracked, 0.836196, -0.5346376, 1.245617, Tracked, 0.8474263, -0.6603588, 1.51824, Tracked, 1.033048, -0.8250512, 1.353298, Inferred, 1.278164, -1.040548, 1.184651, Inferred, 1.256268, -1.033768, 1.055479, Inferred, 1.026489, -0.6621188, 1.565452, Tracked, 1.056186, -0.8783852, 1.6228, Inferred, 1.135319, -1.247427, 1.762938, Inferred, 1.111635, -1.317643, 1.675611, Inferred, 1.007744, -0.05351912, 1.587405, Tracked, 0.8148032, -0.5936253, 1.152613, Inferred, 0.797644, -0.5715344, 1.236809, Tracked, 0.8078451, -0.5945371, 1.223729, Tracked, 0.8249036, -0.529218, 1.311533, Tracked,
Kinect 2: 9.2832472, 0.9569075, -0.6732243, 1.572068, Tracked, 0.9905348, -0.3126481, 1.585286, Tracked, 1.011372, 0.03101642, 1.58511, Tracked, 1.043554, -0.04790695, 1.546313, Tracked, 0.8654754, -0.1448419, 1.627965, Inferred, 0.8571138, -0.3034895, 1.416284, Tracked, 0.8510312, -0.5009043, 1.251306, Tracked, 0.8364819, -0.5497589, 1.224253, Inferred, 1.096947, -0.09285536, 1.564503, Inferred, 0.9830137, -0.2777404, 1.413279, Inferred, 0.8837646, -0.481066, 1.289473, Tracked, 0.8364148, -0.5338957, 1.243239, Inferred, 0.8485312, -0.6592053, 1.518451, Tracked, 1.032558, -0.8257179, 1.353529, Inferred, 1.275747, -1.043411, 1.184905, Inferred, 1.253666, -1.036759, 1.05577, Inferred, 1.027653, -0.6602206, 1.563786, Tracked, 1.056577, -0.8764659, 1.621708, Inferred, 1.134517, -1.245425, 1.762751, Inferred, 1.110591, -1.315918, 1.675863, Inferred, 1.007756, -0.05355256, 1.587423, Tracked, 0.8192533, -0.5718837, 1.130566, Inferred, 0.7973558, -0.5785089, 1.229147, Tracked, 0.810012, -0.5888171, 1.21304, Tracked, 0.8278752, -0.5326102, 1.316232, Tracked,
Kinect 2: 9.3174905, 0.9575701, -0.6720474, 1.572178, Tracked, 0.9903428, -0.3125959, 1.585989, Tracked, 1.010459, 0.03116698, 1.587143, Tracked, 1.043588, -0.04675356, 1.547519, Tracked, 0.8645678, -0.1446878, 1.629991, Inferred, 0.8569014, -0.3027816, 1.41786, Tracked, 0.8509637, -0.4998399, 1.25242, Tracked, 0.842508, -0.5306782, 1.219564, Inferred, 1.09604, -0.09270301, 1.566535, Inferred, 0.9833952, -0.2802479, 1.417885, Inferred, 0.8832547, -0.4828008, 1.293481, Tracked, 0.8361225, -0.5309466, 1.243106, Tracked, 0.8492095, -0.6581404, 1.51893, Tracked, 1.03222, -0.8258438, 1.354066, Inferred, 1.274178, -1.044967, 1.185516, Inferred, 1.251994, -1.03827, 1.056368, Inferred, 1.02824, -0.659057, 1.563536, Tracked, 1.057073, -0.8753988, 1.621338, Inferred, 1.134887, -1.244479, 1.762181, Inferred, 1.110951, -1.315075, 1.675435, Inferred, 1.007056, -0.0534299, 1.58908, Tracked, 0.8151314, -0.5815851, 1.128045, Inferred, 0.8112744, -0.5474264, 1.2043, Tracked, 0.8166198, -0.5889058, 1.203391, Tracked, 0.8178388, -0.5328416, 1.2809, Tracked,
Kinect 2: 9.3503957, 0.9601315, -0.6701244, 1.569917, Tracked, 0.9915918, -0.3124539, 1.58435, Tracked, 1.011791, 0.03126263, 1.584811, Tracked, 1.043425, -0.04819498, 1.546489, Tracked, 0.8658935, -0.1445966, 1.627669, Inferred, 0.8574943, -0.3037454, 1.416396, Tracked, 0.8511136, -0.501035, 1.251274, Tracked, 0.8357354, -0.5517228, 1.223459, Inferred, 1.097363, -0.09261014, 1.564205, Inferred, 0.9833214, -0.2776914, 1.413332, Inferred, 0.8870243, -0.4892225, 1.302791, Tracked, 0.8344671, -0.5416864, 1.246591, Tracked, 0.8522426, -0.6560919, 1.515799, Tracked, 1.033218, -0.8292531, 1.35599, Inferred, 1.272814, -1.055043, 1.193692, Inferred, 1.250925, -1.049453, 1.064644, Inferred, 1.03016, -0.6574872, 1.562106, Tracked, 1.063062, -0.8754643, 1.613775, Inferred, 1.147422, -1.246891, 1.744561, Inferred, 1.124118, -1.314378, 1.653613, Inferred, 1.008341, -0.05332065, 1.586979, Tracked, 0.8218379, -0.5873322, 1.144906, Inferred, 0.7976006, -0.5770952, 1.228362, Tracked, 0.8078663, -0.6096609, 1.23476, Tracked, 0.8266323, -0.5319694, 1.313444, Tracked,
Kinect 2: 9.3843983, 0.9599316, -0.6695796, 1.569325, Tracked, 0.991685, -0.3124718, 1.583769, Tracked, 1.012505, 0.03121577, 1.583714, Tracked, 1.043399, -0.04888597, 1.545957, Tracked, 0.8666049, -0.1446452, 1.626577, Inferred, 0.8578282, -0.3041654, 1.415616, Tracked, 0.8552544, -0.5043275, 1.254268, Tracked, 0.8435028, -0.5281052, 1.224057, Inferred, 1.098073, -0.09265783, 1.563109, Inferred, 0.9837031, -0.2779224, 1.412738, Inferred, 0.881133, -0.4768083, 1.284035, Tracked, 0.837045, -0.5465273, 1.222292, Inferred, 0.8520331, -0.6555644, 1.515525, Tracked, 1.033005, -0.8289757, 1.356083, Inferred, 1.272599, -1.055064, 1.194243, Inferred, 1.250748, -1.049559, 1.065198, Inferred, 1.029938, -0.6569795, 1.561101, Tracked, 1.062769, -0.8754808, 1.613741, Inferred, 1.146576, -1.245834, 1.745384, Inferred, 1.123292, -1.313681, 1.654893, Inferred, 1.008851, -0.05335702, 1.586049, Tracked, 0.8064836, -0.5679363, 1.15539, Inferred, 0.7898722, -0.5512213, 1.18225, Tracked, 0.7873932, -0.6034139, 1.164503, Tracked, 0.7896289, -0.5495007, 1.204667, Tracked,
Kinect 2: 9.4155281, 0.9600039, -0.6691642, 1.569604, Tracked, 0.9911866, -0.3124303, 1.584728, Tracked, 1.010983, 0.03123458, 1.586096, Tracked, 1.043677, -0.04746209, 1.547114, Tracked, 0.8650895, -0.1446224, 1.628948, Inferred, 0.8573345, -0.303439, 1.417417, Tracked, 0.8544821, -0.5030035, 1.255275, Tracked, 0.8425149, -0.5308918, 1.225429, Inferred, 1.096561, -0.09263685, 1.565489, Inferred, 0.9830147, -0.2777565, 1.414316, Inferred, 0.8809496, -0.4763287, 1.284707, Tracked, 0.8367885, -0.5479425, 1.222023, Inferred, 0.8521491, -0.6551647, 1.516391, Tracked, 1.032576, -0.8289531, 1.356594, Inferred, 1.271499, -1.055487, 1.194318, Inferred, 1.24956, -1.049804, 1.065245, Inferred, 1.029986, -0.6564665, 1.561056, Tracked, 1.062017, -0.8747761, 1.615121, Inferred, 1.144468, -1.244455, 1.748928, Inferred, 1.121141, -1.313182, 1.659587, Inferred, 1.007635, -0.05332889, 1.588017, Tracked, 0.8044601, -0.5826507, 1.151175, Inferred, 0.8035941, -0.5107031, 1.223944, Tracked, 0.7868271, -0.6041067, 1.162978, Tracked, 0.7854019, -0.5588965, 1.17925, Tracked,
Kinect 2: 9.452522, 0.9599937, -0.6682301, 1.569783, Tracked, 0.9908366, -0.312098, 1.585541, Tracked, 1.01027, 0.03150117, 1.588079, Tracked, 1.043896, -0.04638408, 1.548438, Tracked, 0.8643815, -0.1443524, 1.630925, Inferred, 0.8571208, -0.3027107, 1.419031, Tracked, 0.8537899, -0.5013868, 1.255723, Tracked, 0.843127, -0.5291595, 1.221869, Inferred, 1.095853, -0.09236878, 1.567472, Inferred, 0.9828297, -0.2772884, 1.415658, Inferred, 0.8812078, -0.475967, 1.285884, Tracked, 0.8364005, -0.5471197, 1.222164, Inferred, 0.8522138, -0.6543165, 1.516618, Tracked, 1.032946, -0.8289179, 1.358596, Inferred, 1.272259, -1.056438, 1.198529, Inferred, 1.250569, -1.050875, 1.069433, Inferred, 1.029874, -0.6555645, 1.561162, Tracked, 1.061793, -0.8747357, 1.615068, Inferred, 1.143682, -1.244149, 1.748012, Inferred, 1.120227, -1.312812, 1.658601, Inferred, 1.007009, -0.05302997, 1.589679, Tracked, 0.8046117, -0.5853327, 1.144642, Inferred, 0.8161371, -0.5559412, 1.199563, Tracked, 0.788616, -0.6087437, 1.158118, Tracked, 0.7804644, -0.5705256, 1.188, Tracked,
Kinect 2: 9.4836042, 0.9596603, -0.6693329, 1.568446, Tracked, 0.9845383, -0.3204469, 1.588116, Tracked, 0.9916117, 0.009905171, 1.601288, Tracked, 1.04319, -0.04763068, 1.549261, Tracked, 0.8457269, -0.1658737, 1.643994, Inferred, 0.8502249, -0.3115843, 1.422998, Tracked, 0.8515112, -0.5059599, 1.254448, Tracked, 0.8442348, -0.5300996, 1.222467, Inferred, 1.077261, -0.1138786, 1.580624, Inferred, 0.9710001, -0.2975975, 1.422683, Tracked, 0.8773978, -0.5048454, 1.301818, Tracked, 0.83135, -0.5537727, 1.243524, Tracked, 0.8513157, -0.6555953, 1.51546, Tracked, 1.034009, -0.8280483, 1.357404, Inferred, 1.275707, -1.052978, 1.197291, Inferred, 1.254351, -1.045932, 1.068033, Inferred, 1.030034, -0.6566232, 1.5595, Tracked, 1.061584, -0.8747983, 1.615151, Inferred, 1.143095, -1.243425, 1.751166, Inferred, 1.120392, -1.314413, 1.665033, Inferred, 0.9919744, -0.07079954, 1.599635, Tracked, 0.8243905, -0.5738802, 1.141084, Inferred, 0.817844, -0.5413175, 1.219289, Tracked, 0.8109451, -0.6066145, 1.199775, Tracked, 0.7963378, -0.5956118, 1.236538, Tracked,
Kinect 2: 9.5167072, 0.9598092, -0.6685155, 1.568567, Tracked, 0.9866073, -0.317972, 1.586441, Tracked, 1.007995, 0.02548638, 1.585305, Tracked, 1.039924, -0.05553263, 1.548212, Tracked, 0.8620905, -0.1503596, 1.628137, Inferred, 0.8563985, -0.3073351, 1.415181, Tracked, 0.8529581, -0.5056405, 1.251443, Tracked, 0.8444677, -0.5291698, 1.223145, Inferred, 1.092963, -0.09884636, 1.565549, Inferred, 0.9812562, -0.2865761, 1.416547, Tracked, 0.8820196, -0.4902852, 1.293594, Tracked, 0.8354636, -0.5398672, 1.243805, Tracked, 0.8516029, -0.654719, 1.515661, Tracked, 1.033323, -0.8281254, 1.357425, Inferred, 1.273834, -1.054199, 1.197093, Inferred, 1.252437, -1.0486, 1.06801, Inferred, 1.030045, -0.6558956, 1.559561, Tracked, 1.061642, -0.8746765, 1.615677, Inferred, 1.14284, -1.242556, 1.751787, Inferred, 1.119836, -1.312112, 1.663522, Inferred, 1.002739, -0.06028062, 1.589404, Tracked, 0.8209977, -0.5841312, 1.136551, Inferred, 0.8093536, -0.5451843, 1.211668, Tracked, 0.8107283, -0.6003401, 1.207791, Tracked, 0.8160427, -0.5316994, 1.28005, Tracked,
Kinect 2: 9.5507102, 0.9599462, -0.6679653, 1.569027, Tracked, 0.9876581, -0.3169875, 1.58603, Tracked, 1.009194, 0.02629817, 1.584522, Tracked, 1.040993, -0.05485431, 1.547552, Tracked, 0.8632892, -0.1495506, 1.627362, Inferred, 0.8568774, -0.3072635, 1.414985, Tracked, 0.8528591, -0.5055754, 1.25125, Tracked, 0.8415877, -0.5312057, 1.221434, Inferred, 1.094246, -0.09795855, 1.564717, Inferred, 0.9809336, -0.2825027, 1.41268, Inferred, 0.8821624, -0.4855016, 1.288036, Tracked, 0.8363707, -0.5400834, 1.239921, Inferred, 0.8517417, -0.6542071, 1.515814, Tracked, 1.033368, -0.8277999, 1.357698, Inferred, 1.27377, -1.054091, 1.197517, Inferred, 1.252356, -1.048633, 1.068445, Inferred, 1.030176, -0.6552961, 1.560504, Tracked, 1.061892, -0.8749821, 1.616372, Inferred, 1.142863, -1.242534, 1.751422, Inferred, 1.119689, -1.311715, 1.662635, Inferred, 1.004523, -0.05893074, 1.588212, Tracked, 0.8215005, -0.5696866, 1.137591, Inferred, 0.8080865, -0.5515347, 1.2015, Tracked, 0.8145836, -0.6053212, 1.207769, Tracked, 0.8130767, -0.5439611, 1.270118, Tracked,
Kinect 2: 9.5846195, 0.9607967, -0.6678638, 1.570318, Tracked, 0.9890582, -0.3163762, 1.585759, Tracked, 1.01082, 0.02731454, 1.583107, Tracked, 1.041604, -0.05464355, 1.546897, Tracked, 0.8649126, -0.1485387, 1.625957, Inferred, 0.8575631, -0.307075, 1.414236, Tracked, 0.8533119, -0.5057881, 1.25102, Tracked, 0.8432925, -0.5266722, 1.221023, Inferred, 1.095927, -0.09688763, 1.563264, Inferred, 0.9819961, -0.2817302, 1.412071, Inferred, 0.8827603, -0.4847326, 1.287796, Tracked, 0.837139, -0.5376438, 1.239953, Inferred, 0.8528895, -0.6543005, 1.517814, Tracked, 1.033959, -0.8284711, 1.359666, Inferred, 1.273686, -1.055457, 1.199445, Inferred, 1.252178, -1.050337, 1.0704, Inferred, 1.030756, -0.6551154, 1.56123, Tracked, 1.062175, -0.8751873, 1.617112, Inferred, 1.142524, -1.242678, 1.751928, Inferred, 1.119056, -1.311509, 1.662666, Inferred, 1.006481, -0.05774686, 1.586767, Tracked, 0.8023549, -0.5772642, 1.147433, Inferred, 0.8030668, -0.5073259, 1.214, Tracked, 0.809011, -0.6000623, 1.213277, Tracked, 0.7938084, -0.5587592, 1.234857, Tracked,
Kinect 2: 9.6155788, 0.9610031, -0.6676693, 1.570395, Tracked, 0.9894246, -0.3160352, 1.58573, Tracked, 1.01091, 0.02749079, 1.583228, Tracked, 1.041952, -0.05432705, 1.546884, Tracked, 0.8650035, -0.1483625, 1.626079, Inferred, 0.8576837, -0.3069704, 1.414413, Tracked, 0.8533946, -0.5055966, 1.251084, Tracked, 0.8381979, -0.5499831, 1.225376, Inferred, 1.096025, -0.09669775, 1.563387, Inferred, 0.9835396, -0.2853822, 1.416264, Inferred, 0.884063, -0.4887829, 1.292943, Tracked, 0.8369921, -0.5389721, 1.245155, Tracked, 0.8532008, -0.6540945, 1.518072, Tracked, 1.033834, -0.8286095, 1.359733, Inferred, 1.273031, -1.056009, 1.199273, Inferred, 1.251451, -1.050899, 1.070231, Inferred, 1.030898, -0.6549166, 1.561168, Tracked, 1.062242, -0.8752873, 1.617329, Inferred, 1.142289, -1.242414, 1.752268, Inferred, 1.118784, -1.311321, 1.663106, Inferred, 1.006673, -0.05748188, 1.586815, Tracked, 0.8150914, -0.5757316, 1.131776, Inferred, 0.8044572, -0.5767432, 1.23065, Tracked, 0.814128, -0.5982608, 1.218363, Tracked, 0.8331975, -0.554276, 1.309, Tracked,
Kinect 2: 9.6503833, 0.9610359, -0.6675141, 1.570163, Tracked, 0.9899849, -0.3156181, 1.585243, Tracked, 1.011547, 0.02784435, 1.583066, Tracked, 1.043318, -0.05367234, 1.546421, Tracked, 0.8656402, -0.1480096, 1.62592, Inferred, 0.8580896, -0.3068447, 1.414446, Tracked, 0.8537846, -0.5055779, 1.251267, Tracked, 0.8451684, -0.5271892, 1.223935, Inferred, 1.09668, -0.09632527, 1.56322, Inferred, 0.9840586, -0.2851054, 1.416343, Inferred, 0.8851711, -0.4894824, 1.294305, Tracked, 0.835725, -0.5418251, 1.2444, Tracked, 0.853229, -0.6538625, 1.517628, Tracked, 1.033798, -0.8286893, 1.359685, Inferred, 1.272924, -1.056469, 1.199715, Inferred, 1.251378, -1.051411, 1.070679, Inferred, 1.030917, -0.6548245, 1.56106, Tracked, 1.062144, -0.8751201, 1.617264, Inferred, 1.14205, -1.242314, 1.75234, Inferred, 1.118521, -1.311273, 1.663254, Inferred, 1.007415, -0.05701486, 1.586462, Tracked, 0.814296, -0.584945, 1.132055, Inferred, 0.8144326, -0.5407921, 1.216593, Tracked, 0.8137112, -0.6000738, 1.208121, Tracked, 0.8178473, -0.5370463, 1.281467, Tracked,
Kinect 2: 9.6825939, 0.9613802, -0.6678751, 1.570849, Tracked, 0.9864624, -0.3204196, 1.589728, Tracked, 0.9940565, 0.01024851, 1.598859, Tracked, 1.046196, -0.04822165, 1.547351, Tracked, 0.8481658, -0.1655345, 1.641579, Inferred, 0.8517241, -0.3123648, 1.421348, Tracked, 0.8519523, -0.506865, 1.252945, Tracked, 0.8443072, -0.5300644, 1.222991, Inferred, 1.079339, -0.1137368, 1.57891, Inferred, 0.9714439, -0.2943709, 1.418309, Tracked, 0.8743554, -0.493745, 1.286422, Tracked, 0.8351582, -0.546028, 1.239405, Inferred, 0.8533389, -0.6544393, 1.5183, Tracked, 1.034444, -0.8285555, 1.360137, Inferred, 1.27422, -1.055474, 1.199895, Inferred, 1.252799, -1.049032, 1.070683, Inferred, 1.031518, -0.6550027, 1.561797, Tracked, 1.062872, -0.8745755, 1.619357, Inferred, 1.143062, -1.240917, 1.756704, Inferred, 1.120371, -1.312032, 1.670622, Inferred, 0.9948121, -0.07020891, 1.598217, Tracked, 0.8089289, -0.5825244, 1.136601, Inferred, 0.8083991, -0.5399179, 1.218808, Tracked, 0.8080563, -0.6074897, 1.202954, Tracked, 0.8050685, -0.5514369, 1.265267, Tracked,
Kinect 2: 9.7175815, 0.9667546, -0.6638045, 1.570434, Tracked, 0.9899747, -0.3160915, 1.590018, Tracked, 1.001509, 0.02180395, 1.59779, Tracked, 1.043371, -0.04815213, 1.552325, Tracked, 0.8556312, -0.1540072, 1.640562, Inferred, 0.8543715, -0.3059444, 1.423846, Tracked, 0.8525723, -0.5014608, 1.256607, Tracked, 0.8431817, -0.5301922, 1.222338, Inferred, 1.086748, -0.1022464, 1.577887, Inferred, 0.9773164, -0.2847285, 1.420521, Tracked, 0.8789139, -0.4844247, 1.290065, Tracked, 0.8364741, -0.5373632, 1.240925, Inferred, 0.8568108, -0.6521943, 1.517813, Tracked, 1.033671, -0.8306652, 1.359616, Inferred, 1.268332, -1.062851, 1.199307, Inferred, 1.246366, -1.056946, 1.070179, Inferred, 1.038874, -0.6488459, 1.5615, Tracked, 1.081643, -0.8599906, 1.623051, Inferred, 1.182356, -1.220424, 1.770019, Inferred, 1.166908, -1.295655, 1.689789, Inferred, 1.000252, -0.06175405, 1.597942, Tracked, 0.815533, -0.5663569, 1.147412, Inferred, 0.8225998, -0.5349696, 1.217843, Tracked, 0.8070726, -0.5979746, 1.202957, Tracked, 0.8216718, -0.5354676, 1.283182, Tracked,
Kinect 2: 9.7505035, 0.9721936, -0.6620865, 1.566859, Tracked, 0.9950165, -0.3137742, 1.584895, Tracked, 1.007968, 0.02557798, 1.588128, Tracked, 1.042894, -0.05286935, 1.548803, Tracked, 0.8620714, -0.1502609, 1.630953, Inferred, 0.8568646, -0.3068295, 1.417715, Tracked, 0.8531226, -0.5042939, 1.252931, Tracked, 0.8455454, -0.5300264, 1.222775, Inferred, 1.093169, -0.0984953, 1.56825, Inferred, 0.9808406, -0.2828428, 1.415286, Tracked, 0.8808487, -0.4833872, 1.287456, Tracked, 0.8384018, -0.5349979, 1.240203, Inferred, 0.8625107, -0.6510264, 1.513674, Tracked, 1.034921, -0.8364833, 1.360178, Inferred, 1.26432, -1.077214, 1.205642, Inferred, 1.24224, -1.073165, 1.076769, Inferred, 1.043626, -0.6468748, 1.558532, Tracked, 1.087693, -0.8597304, 1.615334, Inferred, 1.190615, -1.222849, 1.754506, Inferred, 1.174136, -1.294796, 1.669117, Inferred, 1.006265, -0.05821782, 1.589722, Tracked, 0.8216329, -0.5737355, 1.151268, Inferred, 0.8295522, -0.5328503, 1.220588, Tracked, 0.8142141, -0.5968607, 1.201519, Tracked, 0.8191959, -0.5332899, 1.278583, Tracked,
