Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 1.7439115, 0.02444498, -0.3708614, 1.360275, Tracked, 0.05359698, -0.03926712, 1.445768, Tracked, 0.08058089, 0.2739113, 1.5125, Tracked, 0.1498058, 0.3976327, 1.551957, Tracked, -0.1003692, 0.1806518, 1.445215, Tracked, -0.2308979, -0.01495416, 1.414398, Tracked, -0.1960513, -0.2246625, 1.308833, Tracked, -0.1554982, -0.2844831, 1.285915, Tracked, 0.2598303, 0.09588371, 1.550363, Tracked, 0.2801946, -0.07642314, 1.530222, Tracked, 0.3125921, -0.1934915, 1.399164, Inferred, 0.2635875, -0.2007692, 1.373644, Inferred, -0.0602119, -0.3414364, 1.291323, Tracked, -0.09372488, -0.6205233, 1.2522, Tracked, -0.1343493, -0.9540616, 1.245379, Inferred, -0.1115016, -0.9684812, 1.145502, Inferred, 0.1073935, -0.3792705, 1.352296, Tracked, 0.1217199, -0.5962307, 1.224937, Tracked, 0.1488213, -0.9575296, 1.074891, Inferred, 0.1718258, -0.9424217, 0.9701425, Inferred, 0.0741144, 0.1978743, 1.498466, Tracked, -0.1414534, -0.3506443, 1.251883, Tracked, -0.1154649, -0.2489377, 1.249657, Tracked, 0.2480993, -0.2240156, 1.310575, Tracked, 0.2575183, -0.2037028, 1.295, Tracked,
Kinect 2: 3.4128767, 0.5076622, -0.530896, 1.836818, Tracked, 0.6348683, -0.2028015, 1.885211, Tracked, 0.753864, 0.114349, 1.918854, Tracked, 0.8760579, 0.1520309, 1.95825, Tracked, 0.5454949, 0.04219767, 1.794825, Inferred, 0.5169594, -0.1603586, 1.672846, Tracked, 0.52127, -0.3290582, 1.739483, Tracked, 0.4934212, -0.3714988, 1.692765, Tracked, 0.8725098, -0.04780262, 2.010116, Inferred, 0.892262, -0.2430048, 2.074693, Inferred, 0.7718967, -0.4094073, 1.913158, Tracked, 0.7466112, -0.4638572, 1.855075, Tracked, 0.4368627, -0.5102651, 1.756594, Tracked, 0.5974197, -0.6877006, 1.657865, Tracked, 0.5617723, -1.074598, 1.586116, Inferred, 0.5963033, -1.101634, 1.471165, Inferred, 0.5590265, -0.5307687, 1.844559, Tracked, 0.3442686, -0.6944128, 1.832842, Inferred, 0.1859706, -1.054831, 1.775309, Inferred, 0.2185729, -1.086374, 1.65564, Inferred, 0.7258897, 0.03667964, 1.91271, Tracked, 0.4661156, -0.412421, 1.683197, Tracked, 0.445293, -0.3273025, 1.719091, Tracked, 0.736137, -0.4896384, 1.819438, Inferred, 0.730922, -0.4690412, 1.80507, Inferred,
Kinect 2: 3.4428159, 0.4942722, -0.5469416, 1.914984, Tracked, 0.6475309, -0.2070496, 1.911449, Tracked, 0.7929936, 0.1192625, 1.910475, Tracked, 0.9118213, 0.1680078, 1.950588, Tracked, 0.5821589, 0.04600259, 1.788307, Inferred, 0.5076508, -0.1274817, 1.804925, Tracked, 0.5463404, -0.3366377, 1.764719, Inferred, 0.5282632, -0.3740512, 1.683296, Tracked, 0.9114525, -0.04289518, 2.001786, Inferred, 0.7395215, -0.2151034, 1.895474, Inferred, 0.6979898, -0.4406168, 1.77571, Tracked, 0.6917046, -0.437058, 1.660371, Tracked, 0.4180222, -0.5321578, 1.84518, Tracked, 0.523601, -0.7949125, 1.814082, Tracked, 0.2476968, -1.03962, 1.792821, Inferred, 0.2445519, -1.083067, 1.673086, Inferred, 0.55173, -0.5410943, 1.91251, Tracked, 0.2800357, -0.7313012, 1.996987, Inferred, 0.2203996, -1.03041, 1.771417, Inferred, 0.3268347, -0.9755487, 1.697634, Inferred, 0.7525906, 0.0385029, 1.913792, Tracked, 0.5229574, -0.4140925, 1.663976, Tracked, 0.4726064, -0.4124722, 1.680417, Tracked, 0.699481, -0.4888778, 1.637389, Tracked, 0.6722378, -0.401622, 1.638, Tracked,
Kinect 2: 3.4767254, 0.5030858, -0.5553944, 1.901399, Tracked, 0.6739103, -0.2208308, 1.906274, Tracked, 0.8442739, 0.1004369, 1.903015, Tracked, 0.9082177, 0.203239, 1.948473, Tracked, 0.634735, 0.02721282, 1.780882, Inferred, 0.5052707, -0.1443631, 1.902606, Tracked, 0.5183204, -0.3462241, 1.73878, Tracked, 0.5285308, -0.4117543, 1.692947, Tracked, 0.9624726, -0.061603, 1.994346, Inferred, 0.8182806, -0.2463998, 1.868957, Inferred, 0.7107051, -0.4752081, 1.825458, Inferred, 0.7605277, -0.4976281, 1.761946, Tracked, 0.4176593, -0.5324273, 1.844969, Tracked, 0.5332748, -0.7487215, 1.811819, Inferred, 0.3010423, -1.051175, 1.779186, Inferred, 0.3060704, -1.09437, 1.660296, Inferred, 0.5846547, -0.5663217, 1.868843, Tracked, 0.3247713, -0.7414842, 1.99386, Inferred, 0.2683519, -1.000786, 1.777738, Tracked, 0.3748614, -0.9511693, 1.702533, Tracked, 0.8054156, 0.02036585, 1.905698, Tracked, 0.5619886, -0.4658261, 1.64546, Tracked, 0.472249, -0.4547149, 1.718185, Tracked, 0.7681883, -0.5492566, 1.739058, Inferred, 0.7408125, -0.4618197, 1.739781, Inferred,
Kinect 2: 3.5096377, 0.5442363, -0.4602449, 1.914924, Tracked, 0.7251487, -0.1852687, 1.919527, Tracked, 0.8947619, 0.08102175, 1.911308, Tracked, 0.9151176, 0.1911804, 1.952394, Tracked, 0.6852989, 0.00783037, 1.789224, Inferred, 0.5397809, -0.063765, 1.877943, Tracked, 0.5592794, -0.2662764, 1.754058, Tracked, 0.576129, -0.307172, 1.712723, Tracked, 1.012728, -0.08086668, 2.002663, Inferred, 0.8548512, -0.2534265, 1.875573, Inferred, 0.7481993, -0.4824308, 1.830591, Tracked, 0.7143601, -0.5592784, 1.819356, Inferred, 0.4227063, -0.4109264, 1.95873, Tracked, 0.5524992, -0.681424, 1.832986, Inferred, 0.3726223, -0.9666831, 1.780072, Tracked, 0.4516764, -0.9723705, 1.727848, Tracked, 0.6452426, -0.4921125, 1.798069, Tracked, 0.4258677, -0.7002605, 1.940673, Inferred, 0.681871, -0.8176484, 1.77555, Tracked, 0.6914704, -0.8513451, 1.669276, Tracked, 0.8526755, 0.01567096, 1.915267, Tracked, 0.6381876, -0.3202561, 1.645276, Tracked, 0.5304059, -0.3538625, 1.687445, Tracked, 0.722368, -0.6106326, 1.796398, Inferred, 0.69545, -0.5228664, 1.797035, Inferred,
Kinect 2: 3.5449339, 0.5798854, -0.3997715, 1.937247, Tracked, 0.7465475, -0.1548085, 1.926178, Tracked, 0.900678, 0.0857349, 1.908924, Tracked, 0.9354437, 0.1959149, 1.958477, Tracked, 0.6912217, 0.01254341, 1.786857, Inferred, 0.5778515, -0.07745748, 1.904272, Tracked, 0.5684983, -0.2732114, 1.769931, Tracked, 0.5810519, -0.3160261, 1.728529, Tracked, 1.018619, -0.07617429, 2.000296, Inferred, 0.8638529, -0.2563905, 1.881111, Inferred, 0.7795358, -0.4934384, 1.832521, Tracked, 0.7531543, -0.5729666, 1.820079, Inferred, 0.4946457, -0.3858146, 1.940902, Tracked, 0.579116, -0.7158403, 1.869364, Inferred, 0.418426, -0.9577553, 1.748358, Tracked, 0.4961886, -0.9657852, 1.734102, Tracked, 0.6433613, -0.3986913, 1.860672, Tracked, 0.4410826, -0.6593522, 1.946298, Inferred, 0.6928267, -0.8132445, 1.790657, Tracked, 0.6877151, -0.8608483, 1.69214, Inferred, 0.8622085, 0.02460678, 1.914077, Tracked, 0.6315187, -0.3154042, 1.643154, Tracked, 0.5739405, -0.3569114, 1.670765, Tracked, 0.7609884, -0.6242706, 1.797202, Inferred, 0.7338499, -0.5364494, 1.797949, Inferred,
Kinect 2: 3.5760796, 0.5708488, -0.361091, 1.950238, Tracked, 0.7372947, -0.08423351, 1.939652, Tracked, 0.8941265, 0.1784982, 1.915051, Tracked, 0.965622, 0.2798015, 1.969813, Tracked, 0.6847169, 0.1053048, 1.793043, Inferred, 0.639297, -0.06415111, 1.851721, Inferred, 0.6127569, -0.2918184, 1.760513, Inferred, 0.6246731, -0.3389478, 1.692142, Tracked, 1.012191, 0.01618528, 2.006599, Inferred, 0.8641831, -0.1791928, 1.905504, Inferred, 0.7853372, -0.4177813, 1.852994, Inferred, 0.7607661, -0.4976732, 1.839266, Inferred, 0.5017346, -0.3425654, 1.941309, Tracked, 0.5687703, -0.6489062, 1.878218, Inferred, 0.4082592, -0.8910683, 1.757296, Inferred, 0.5043945, -0.8959961, 1.736328, Tracked, 0.6155929, -0.3602039, 1.889274, Tracked, 0.4045362, -0.6149138, 1.974606, Inferred, 0.6964564, -0.8147162, 1.801057, Tracked, 0.6341565, -0.8724253, 1.744265, Tracked, 0.8565319, 0.1139881, 1.923331, Tracked, 0.6638832, -0.3786139, 1.624362, Tracked, 0.5807329, -0.3849106, 1.694875, Tracked, 0.7685677, -0.5493832, 1.816307, Inferred, 0.7413751, -0.4620783, 1.816918, Inferred,
Kinect 2: 3.611596, 0.6301647, -0.3269231, 1.955449, Tracked, 0.7686824, -0.07008462, 1.940484, Tracked, 0.900481, 0.1807271, 1.914617, Tracked, 0.9710172, 0.2824565, 1.971189, Tracked, 0.6910807, 0.1075364, 1.792621, Inferred, 0.6519172, -0.0573866, 1.862861, Inferred, 0.6227656, -0.2896524, 1.775951, Inferred, 0.638697, -0.3261812, 1.707135, Tracked, 1.018519, 0.01841, 2.006179, Inferred, 0.8704786, -0.1769807, 1.90511, Inferred, 0.6984195, -0.3637195, 1.856717, Inferred, 0.5981188, -0.4667088, 1.840931, Tracked, 0.5673819, -0.3028313, 1.935766, Tracked, 0.5751176, -0.6466773, 1.877839, Inferred, 0.4145875, -0.8888386, 1.756944, Inferred, 0.529455, -0.8810942, 1.733282, Tracked, 0.6694829, -0.3388428, 1.90234, Tracked, 0.4375558, -0.5877903, 1.967831, Inferred, 0.7505948, -0.7822101, 1.758347, Inferred, 0.6635128, -0.8665172, 1.73637, Tracked, 0.8673136, 0.1182167, 1.923025, Tracked, 0.6555578, -0.3643674, 1.616338, Tracked, 0.5925058, -0.3763107, 1.725556, Tracked, 0.5964578, -0.4899781, 1.844056, Tracked, 0.5848143, -0.3975642, 1.816333, Tracked,
Kinect 2: 3.6436481, 0.6524348, -0.3136828, 1.9599, Tracked, 0.7986809, -0.05902207, 1.94481, Tracked, 0.9341806, 0.1863729, 1.91773, Tracked, 0.9865334, 0.2954068, 1.974032, Tracked, 0.7248351, 0.1132009, 1.795779, Inferred, 0.6833828, -0.04564264, 1.876021, Inferred, 0.6625062, -0.260283, 1.730018, Tracked, 0.6662099, -0.3126315, 1.70256, Tracked, 1.052084, 0.02407231, 2.009342, Inferred, 0.8982011, -0.1355719, 1.942369, Inferred, 0.7288593, -0.3222775, 1.881856, Tracked, 0.622288, -0.414369, 1.848852, Inferred, 0.5896155, -0.2907093, 1.93004, Tracked, 0.6083351, -0.6357539, 1.881298, Inferred, 0.447723, -0.8779045, 1.760543, Inferred, 0.5586107, -0.8932763, 1.730408, Inferred, 0.6944399, -0.3228458, 1.919486, Tracked, 0.4680102, -0.5809984, 1.975045, Inferred, 0.7721723, -0.7836135, 1.760688, Inferred, 0.7113742, -0.8822045, 1.746675, Tracked, 0.9029744, 0.1263212, 1.926731, Tracked, 0.6672561, -0.3613934, 1.658069, Tracked, 0.670566, -0.3546936, 1.666714, Tracked, 0.621314, -0.4380254, 1.830988, Tracked, 0.6185039, -0.3588226, 1.85425, Tracked,
Kinect 2: 3.6776519, 0.5319016, -0.4061939, 1.866379, Tracked, 0.6460606, -0.1897131, 1.835155, Tracked, 0.7513189, 0.02051431, 1.791257, Tracked, 0.8662294, 0.1203625, 1.89089, Tracked, 0.5413851, -0.05286767, 1.66906, Inferred, 0.6751006, 0.01572411, 1.849591, Tracked, 0.6838778, -0.2006964, 1.705266, Inferred, 0.6765147, -0.2993525, 1.736848, Inferred, 0.8697606, -0.1414412, 1.882327, Inferred, 0.7218949, -0.3359776, 1.78065, Inferred, 0.5369354, -0.5117133, 1.744724, Inferred, 0.4768069, -0.5710179, 1.736535, Inferred, 0.4757257, -0.3823264, 1.832116, Tracked, 0.432809, -0.7242749, 1.759751, Inferred, 0.2667812, -0.9599385, 1.63475, Inferred, 0.3127658, -1.030354, 1.534443, Inferred, 0.5672777, -0.4141908, 1.827773, Tracked, 0.3382367, -0.6780562, 1.84432, Inferred, 0.645808, -0.8787013, 1.632421, Inferred, 0.5722126, -0.9685079, 1.611742, Inferred, 0.7264121, -0.03123313, 1.804492, Tracked, 0.6740423, -0.3239846, 1.710968, Tracked, 0.6691918, -0.2652265, 1.742667, Tracked, 0.4764762, -0.5936546, 1.718737, Inferred, 0.474514, -0.5131091, 1.74213, Inferred,
Kinect 2: 3.710562, 0.5869156, -0.3873689, 1.836988, Tracked, 0.7044584, -0.1636335, 1.802748, Tracked, 0.8124688, 0.05330249, 1.756144, Tracked, 0.9262891, 0.1462501, 1.870067, Tracked, 0.602593, -0.02009274, 1.634168, Inferred, 0.7354118, 0.04807195, 1.814928, Inferred, 0.7438346, -0.1685529, 1.670763, Inferred, 0.711667, -0.2122296, 1.734433, Inferred, 0.9305851, -0.1088402, 1.847365, Inferred, 0.7822492, -0.30367, 1.746034, Inferred, 0.5969003, -0.4796412, 1.710354, Inferred, 0.5367769, -0.5389653, 1.7022, Inferred, 0.5291251, -0.3634808, 1.802577, Tracked, 0.4911188, -0.7059309, 1.725129, Inferred, 0.3267689, -0.943827, 1.60188, Inferred, 0.3675269, -1.011867, 1.496012, Inferred, 0.62157, -0.3959987, 1.799103, Tracked, 0.3894073, -0.6594482, 1.813902, Inferred, 0.6965678, -0.8600761, 1.601911, Inferred, 0.6225587, -0.9506182, 1.58016, Inferred, 0.7869706, -4.313983E-05, 1.769992, Tracked, 0.708995, -0.2373595, 1.708569, Inferred, 0.703873, -0.1792558, 1.74027, Inferred, 0.536061, -0.5617483, 1.68447, Inferred, 0.533596, -0.4813861, 1.70795, Inferred,
Kinect 2: 3.744027, 0.5942312, -0.3877173, 1.847153, Tracked, 0.7113792, -0.1635648, 1.8148, Tracked, 0.8190265, 0.05385284, 1.770353, Tracked, 0.9346136, 0.148792, 1.879231, Tracked, 0.6091899, -0.01952205, 1.648363, Inferred, 0.7419834, 0.04862161, 1.829132, Inferred, 0.7503964, -0.1679793, 1.684973, Inferred, 0.7288368, -0.2433612, 1.71493, Inferred, 0.9371309, -0.1082556, 1.861583, Inferred, 0.7888142, -0.3030652, 1.76025, Inferred, 0.6034827, -0.4790361, 1.724571, Inferred, 0.5433664, -0.538354, 1.71642, Inferred, 0.5372148, -0.3638595, 1.816365, Tracked, 0.4979165, -0.7062388, 1.739222, Inferred, 0.3337673, -0.9441999, 1.616081, Inferred, 0.374218, -1.011874, 1.509446, Inferred, 0.62801, -0.3963847, 1.806281, Tracked, 0.3960616, -0.6590165, 1.825755, Inferred, 0.7030789, -0.8595955, 1.613837, Inferred, 0.629073, -0.950157, 1.593315, Inferred, 0.7936149, 0.0003777546, 1.783638, Tracked, 0.7260486, -0.2683082, 1.689135, Inferred, 0.7207766, -0.2099619, 1.720935, Inferred, 0.5415417, -0.5633101, 1.698086, Inferred, 0.5401542, -0.4808396, 1.72216, Inferred,
Kinect 2: 3.7757359, 0.6532485, -0.3981817, 1.830034, Tracked, 0.7740329, -0.1703836, 1.795219, Tracked, 0.8847677, 0.05053743, 1.748349, Tracked, 0.9893416, 0.1462307, 1.870374, Tracked, 0.6750188, -0.02282855, 1.626503, Inferred, 0.8069361, 0.04535523, 1.807577, Inferred, 0.8149741, -0.1712144, 1.66354, Inferred, 0.7897676, -0.2281026, 1.719531, Inferred, 1.002515, -0.1115299, 1.839679, Inferred, 0.8537527, -0.3063039, 1.738643, Inferred, 0.6680772, -0.4822697, 1.703205, Inferred, 0.6079746, -0.5415936, 1.695074, Inferred, 0.5935145, -0.3740804, 1.797696, Tracked, 0.5613532, -0.7163933, 1.717495, Inferred, 0.3977297, -0.9551349, 1.595235, Inferred, 0.4350245, -1.021701, 1.486852, Inferred, 0.6874491, -0.4067294, 1.790951, Tracked, 0.4545996, -0.6702198, 1.807697, Inferred, 0.7610853, -0.8705751, 1.59575, Inferred, 0.6870569, -0.9617234, 1.574265, Inferred, 0.858672, -0.003799577, 1.762211, Tracked, 0.7866932, -0.2531524, 1.693848, Inferred, 0.781044, -0.1949489, 1.725795, Inferred, 0.6068738, -0.5643861, 1.67747, Inferred, 0.6039085, -0.4840411, 1.701114, Inferred,
Kinect 2: 3.8119135, 0.6626377, -0.4015407, 1.842611, Tracked, 0.7833141, -0.1717926, 1.810281, Tracked, 0.8941202, 0.05128447, 1.766418, Tracked, 1.004347, 0.1467313, 1.882473, Tracked, 0.684418, -0.02205565, 1.644553, Inferred, 0.8163038, 0.0461005, 1.82564, Inferred, 0.8243282, -0.1704394, 1.681611, Inferred, 0.7991284, -0.2273212, 1.737602, Inferred, 1.011853, -0.11074, 1.857759, Inferred, 0.8631126, -0.3054889, 1.756721, Inferred, 0.6774577, -0.4814544, 1.721285, Inferred, 0.6173642, -0.5407702, 1.713157, Inferred, 0.604282, -0.3779491, 1.81726, Tracked, 0.5707711, -0.7199221, 1.735381, Inferred, 0.4077566, -0.9590873, 1.613473, Inferred, 0.4436138, -1.024303, 1.502703, Inferred, 0.6954365, -0.4096158, 1.798275, Tracked, 0.4627749, -0.6715097, 1.822572, Inferred, 0.769112, -0.871812, 1.610703, Inferred, 0.6952143, -0.9629825, 1.591097, Inferred, 0.8679904, -0.003618553, 1.779478, Tracked, 0.7949751, -0.2532166, 1.710255, Inferred, 0.7903913, -0.1942089, 1.743866, Inferred, 0.615651, -0.5642259, 1.694879, Inferred, 0.6132559, -0.4833011, 1.719186, Inferred,
Kinect 2: 3.8438986, 0.7054551, -0.4206544, 1.852072, Tracked, 0.8255433, -0.1906955, 1.819856, Tracked, 0.9353833, 0.03264153, 1.775713, Tracked, 1.042228, 0.1315976, 1.891035, Tracked, 0.7257624, -0.04066763, 1.653869, Inferred, 0.8572252, 0.02770846, 1.835138, Inferred, 0.86505, -0.1886832, 1.691155, Inferred, 0.8398522, -0.2455507, 1.747152, Inferred, 1.052921, -0.1292258, 1.867084, Inferred, 0.9039917, -0.323786, 1.766162, Inferred, 0.7182066, -0.4996364, 1.730835, Inferred, 0.658129, -0.5589433, 1.722712, Inferred, 0.6428558, -0.3955767, 1.827159, Tracked, 0.6115422, -0.7372117, 1.744973, Inferred, 0.4482701, -0.9761122, 1.62319, Inferred, 0.4840342, -1.041356, 1.513095, Inferred, 0.7408087, -0.4295031, 1.806106, Tracked, 0.505702, -0.689463, 1.831461, Inferred, 0.8116085, -0.8895493, 1.619658, Inferred, 0.7365497, -0.9802958, 1.600585, Inferred, 0.9095377, -0.02233752, 1.788876, Tracked, 0.8366094, -0.2705306, 1.721555, Inferred, 0.8307427, -0.2122474, 1.753618, Inferred, 0.6568295, -0.5817086, 1.705189, Inferred, 0.6536072, -0.5013396, 1.728937, Inferred,
Kinect 2: 3.8758885, 0.7226226, -0.4328274, 1.858305, Tracked, 0.8438624, -0.2014684, 1.827284, Tracked, 0.9551219, 0.02322923, 1.784512, Tracked, 1.06401, 0.121309, 1.89844, Tracked, 0.7455443, -0.05005996, 1.662669, Inferred, 0.8768311, 0.01842064, 1.844019, Inferred, 0.8845701, -0.197892, 1.700058, Inferred, 0.8593748, -0.2547514, 1.756056, Inferred, 1.072576, -0.1385535, 1.875898, Inferred, 0.9235753, -0.3330155, 1.77502, Inferred, 0.7377439, -0.5088078, 1.739738, Inferred, 0.677675, -0.5681086, 1.731617, Inferred, 0.6612718, -0.4083307, 1.833576, Tracked, 0.6309036, -0.7498956, 1.753125, Inferred, 0.4680617, -0.9890482, 1.631626, Inferred, 0.5023858, -1.053732, 1.520512, Inferred, 0.7566487, -0.4409749, 1.812536, Tracked, 0.5226128, -0.7012077, 1.840038, Inferred, 0.8283049, -0.9011577, 1.628305, Inferred, 0.7537545, -0.9921846, 1.609667, Inferred, 0.9289085, -0.03209928, 1.797313, Tracked, 0.8560658, -0.279691, 1.730496, Inferred, 0.8501135, -0.2213594, 1.762608, Inferred, 0.6762991, -0.5908488, 1.714131, Inferred, 0.6729782, -0.5104517, 1.737927, Inferred,
Kinect 2: 3.9095356, 0.7497239, -0.4393013, 1.874096, Tracked, 0.8705551, -0.2064999, 1.843694, Tracked, 0.9810973, 0.01973628, 1.801439, Tracked, 1.094568, 0.1174486, 1.910116, Tracked, 0.7715861, -0.05352037, 1.679597, Inferred, 0.9026684, 0.01497691, 1.861035, Inferred, 0.9103127, -0.201276, 1.71711, Inferred, 0.8851236, -0.2581267, 1.773112, Inferred, 1.098463, -0.1419725, 1.892857, Inferred, 0.9493949, -0.3363715, 1.792037, Inferred, 0.7635195, -0.5121416, 1.756806, Inferred, 0.7034641, -0.5714336, 1.748691, Inferred, 0.6891282, -0.4149656, 1.854343, Tracked, 0.6570059, -0.7559214, 1.770383, Inferred, 0.4944237, -0.9952645, 1.649162, Inferred, 0.527414, -1.058995, 1.536494, Inferred, 0.7824092, -0.4472206, 1.824134, Tracked, 0.5478359, -0.7061833, 1.855629, Inferred, 0.8532611, -0.9060461, 1.643973, Inferred, 0.7784805, -0.9971058, 1.626329, Inferred, 0.9550972, -0.03598602, 1.814119, Tracked, 0.8817382, -0.2830641, 1.747589, Inferred, 0.8756869, -0.224736, 1.77975, Inferred, 0.7019943, -0.5941938, 1.731235, Inferred, 0.6985515, -0.5138282, 1.75507, Inferred,
Kinect 2: 3.9447919, 0.7867928, -0.4460529, 1.8842, Tracked, 0.9090719, -0.2110018, 1.855416, Tracked, 1.021268, 0.01758268, 1.815101, Tracked, 1.131257, 0.118985, 1.92321, Tracked, 0.811841, -0.05563805, 1.693281, Inferred, 0.9425632, 0.0128552, 1.874879, Inferred, 0.9500436, -0.2033412, 1.731021, Inferred, 0.9248605, -0.2601832, 1.787031, Inferred, 1.138484, -0.144052, 1.906579, Inferred, 0.9892703, -0.3383959, 1.805879, Inferred, 0.8032911, -0.514155, 1.770747, Inferred, 0.7432528, -0.5734386, 1.762641, Inferred, 0.7225463, -0.4208153, 1.862902, Tracked, 0.6961279, -0.7623214, 1.783133, Inferred, 0.5340031, -1.002065, 1.662298, Inferred, 0.5651076, -1.065363, 1.548657, Inferred, 0.8217352, -0.4547638, 1.835794, Tracked, 0.5856234, -0.71228, 1.86958, Inferred, 0.8906924, -0.9120367, 1.657997, Inferred, 0.8155684, -1.003258, 1.640741, Inferred, 0.9948478, -0.03874242, 1.827256, Tracked, 0.9213346, -0.2851274, 1.761578, Inferred, 0.9151002, -0.2268156, 1.793831, Inferred, 0.7416198, -0.5962287, 1.745243, Inferred, 0.7379648, -0.5159078, 1.76915, Inferred,
Kinect 2: 3.97642, 0.8168378, -0.4502383, 1.885958, Tracked, 0.9421151, -0.2134294, 1.85702, Tracked, 1.056931, 0.01699162, 1.816554, Tracked, 1.160295, 0.1211641, 1.928783, Tracked, 0.8475636, -0.05620863, 1.694769, Inferred, 0.9779291, 0.01227429, 1.876531, Inferred, 0.9852476, -0.2038929, 1.732743, Inferred, 0.9600671, -0.2607305, 1.788763, Inferred, 1.174001, -0.1446023, 1.908095, Inferred, 1.024623, -0.3389202, 1.807525, Inferred, 0.8385228, -0.5146797, 1.772498, Inferred, 0.778497, -0.5739599, 1.7644, Inferred, 0.7536848, -0.4253622, 1.866396, Tracked, 0.7310936, -0.7666248, 1.784613, Inferred, 0.5692583, -1.006665, 1.664115, Inferred, 0.5983868, -1.069249, 1.549546, Inferred, 0.8500717, -0.4585756, 1.83623, Tracked, 0.6158829, -0.7174843, 1.871983, Inferred, 0.9206595, -0.9171393, 1.660453, Inferred, 0.8464748, -1.009135, 1.643348, Inferred, 1.02991, -0.03979793, 1.828737, Tracked, 0.956398, -0.2856821, 1.763384, Inferred, 0.9499762, -0.2273842, 1.795734, Inferred, 0.7767038, -0.5967692, 1.747065, Inferred, 0.7728407, -0.5164764, 1.771053, Inferred,
Kinect 2: 4.0106145, 0.8476856, -0.4918654, 1.904799, Tracked, 0.9714078, -0.2595426, 1.877745, Tracked, 1.084603, -0.03323358, 1.839197, Tracked, 1.180931, 0.08270904, 1.937939, Tracked, 0.8752775, -0.1063915, 1.717355, Inferred, 1.0055, -0.03734177, 1.899247, Inferred, 1.012708, -0.2531897, 1.755445, Inferred, 0.987531, -0.3100022, 1.811455, Inferred, 1.201557, -0.1945223, 1.930702, Inferred, 1.05211, -0.3884152, 1.830134, Inferred, 0.8659911, -0.5638799, 1.79514, Inferred, 0.8059766, -0.6231435, 1.787031, Inferred, 0.7833768, -0.4667476, 1.888719, Tracked, 0.7590873, -0.8071688, 1.807993, Inferred, 0.5962567, -1.046049, 1.687155, Inferred, 0.6286937, -1.109952, 1.575891, Inferred, 0.8813389, -0.4991992, 1.852033, Tracked, 0.6491904, -0.7583109, 1.890865, Inferred, 0.8294905, -1.021651, 1.738047, Inferred, 0.867634, -1.05016, 1.626504, Inferred, 1.057996, -0.08906749, 1.850905, Tracked, 0.9838127, -0.3347206, 1.786135, Inferred, 0.9773331, -0.2761256, 1.818568, Inferred, 0.8041284, -0.6457555, 1.769783, Inferred, 0.8001976, -0.5652179, 1.793888, Inferred,
