Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0210027, 0.5405817, -0.7195603, 1.714746, Tracked, 0.5388405, -0.4686139, 1.726845, Tracked, 0.5339748, -0.221221, 1.727516, Tracked, 0.5738816, -0.07774635, 1.717746, Tracked, 0.3833997, -0.2885577, 1.691623, Tracked, 0.3070357, -0.5043906, 1.596277, Tracked, 0.4774841, -0.5653563, 1.525708, Tracked, 0.5357155, -0.599118, 1.534825, Tracked, 0.7393133, -0.3219935, 1.721463, Tracked, 0.8204806, -0.5198873, 1.73025, Tracked, 0.7161257, -0.5720276, 1.544987, Tracked, 0.6696484, -0.5996944, 1.529025, Tracked, 0.4483027, -0.7006993, 1.680887, Tracked, 0.4384533, -0.6739246, 1.329581, Tracked, 0.4330339, -0.648042, 0.8282497, Inferred, 0.4312669, -0.6195093, 0.6931204, Inferred, 0.6166858, -0.7164413, 1.696382, Tracked, 0.6630021, -0.7143979, 1.233597, Inferred, 0.70622, -0.7182527, 0.8626525, Inferred, 0.7031568, -0.6921079, 0.7298988, Inferred, 0.5357448, -0.2826284, 1.7293, Tracked, 0.6067618, -0.625808, 1.518444, Tracked, 0.4694426, -0.6482408, 1.497296, Tracked, 0.6424944, -0.6460392, 1.493127, Tracked, 0.6105626, -0.5408337, 1.536492, Tracked,
Kinect 2: 8.7560116, 0.6185304, -0.7305826, 1.69143, Tracked, 0.6473715, -0.4703328, 1.716515, Tracked, 0.6696385, -0.213883, 1.733024, Tracked, 0.7531699, -0.1045415, 1.761757, Tracked, 0.5051162, -0.2929427, 1.626701, Tracked, 0.4521271, -0.4837788, 1.510904, Tracked, 0.3725279, -0.6441178, 1.689487, Tracked, 0.37023, -0.6937999, 1.747461, Tracked, 0.7978741, -0.3757653, 1.833019, Inferred, 0.6804512, -0.5357643, 1.648229, Tracked, 0.8551061, -0.5341748, 1.828347, Tracked, 0.94542, -0.5229064, 1.827479, Tracked, 0.532535, -0.7020084, 1.629055, Tracked, 0.6463553, -0.6672076, 1.299, Tracked, 0.8299111, -0.6285083, 0.8306566, Inferred, 0.875348, -0.6076434, 0.717109, Inferred, 0.6857068, -0.7366803, 1.702339, Tracked, 0.9558418, -0.7460323, 1.505866, Tracked, 1.377257, -0.7745405, 1.242338, Inferred, 1.433091, -0.759472, 1.138073, Inferred, 0.6649896, -0.2771598, 1.730791, Tracked, 0.3159489, -0.7475533, 1.808391, Tracked, 0.3041755, -0.6656904, 1.754909, Tracked, 1.007424, -0.5316956, 1.829157, Inferred, 0.9686842, -0.501123, 1.81424, Inferred,
Kinect 2: 8.787729, 0.6180826, -0.7307235, 1.690446, Tracked, 0.6471732, -0.4705233, 1.715802, Tracked, 0.6698837, -0.2142782, 1.731725, Tracked, 0.753359, -0.1049549, 1.759887, Tracked, 0.504812, -0.2930356, 1.626163, Tracked, 0.4515456, -0.4840565, 1.510545, Tracked, 0.3161342, -0.6349876, 1.665171, Tracked, 0.2536059, -0.6868786, 1.701742, Tracked, 0.7981137, -0.3761691, 1.831721, Inferred, 0.6795897, -0.5352548, 1.646808, Inferred, 0.8543323, -0.5345979, 1.826831, Tracked, 0.9031851, -0.5520539, 1.944823, Tracked, 0.5321501, -0.7020955, 1.628772, Tracked, 0.6454522, -0.6673584, 1.298508, Tracked, 0.82822, -0.6287627, 0.8298488, Inferred, 0.8734367, -0.6079488, 0.7161363, Inferred, 0.6852003, -0.7369184, 1.700043, Tracked, 0.9565355, -0.7462455, 1.505599, Tracked, 1.37976, -0.7747487, 1.245169, Inferred, 1.435543, -0.7597664, 1.140848, Inferred, 0.6650829, -0.2775451, 1.729678, Tracked, 0.2664962, -0.7010605, 1.718687, Tracked, 0.2318575, -0.6731023, 1.668075, Tracked, 0.9655022, -0.56082, 1.946366, Inferred, 0.9853958, -0.553181, 1.874867, Inferred,
Kinect 2: 8.8209285, 0.6175094, -0.7312055, 1.690184, Tracked, 0.6469754, -0.4709429, 1.715228, Tracked, 0.6704505, -0.2149206, 1.72977, Tracked, 0.7537529, -0.1054271, 1.758599, Tracked, 0.5046868, -0.2930345, 1.625596, Tracked, 0.4512629, -0.4842755, 1.510403, Tracked, 0.3045944, -0.6370154, 1.653674, Tracked, 0.2432788, -0.6858798, 1.685699, Tracked, 0.7986726, -0.3768196, 1.829768, Inferred, 0.6790363, -0.5352479, 1.644985, Inferred, 0.8536045, -0.535162, 1.82516, Tracked, 0.9020454, -0.5460628, 1.942501, Tracked, 0.5314569, -0.702843, 1.629091, Tracked, 0.6441444, -0.6672218, 1.298663, Tracked, 0.8259789, -0.6273014, 0.8297485, Inferred, 0.8708166, -0.606716, 0.7157304, Inferred, 0.6844796, -0.7373273, 1.699096, Tracked, 0.9564989, -0.7463415, 1.505769, Tracked, 1.380751, -0.7743936, 1.247042, Inferred, 1.436285, -0.7596878, 1.142479, Inferred, 0.6653741, -0.2781813, 1.728176, Tracked, 0.2224672, -0.67446, 1.700254, Tracked, 0.2235449, -0.6560575, 1.653286, Tracked, 0.8987498, -0.5387921, 1.935534, Tracked, 0.8941808, -0.5439267, 1.9255, Inferred,
Kinect 2: 8.8546427, 0.6172805, -0.7315506, 1.689308, Tracked, 0.6469744, -0.4713912, 1.714432, Tracked, 0.6708811, -0.2155599, 1.728714, Tracked, 0.7540873, -0.1060345, 1.757299, Tracked, 0.5045617, -0.2930581, 1.625139, Tracked, 0.4508334, -0.4839585, 1.510137, Tracked, 0.3069934, -0.6414342, 1.651123, Tracked, 0.2447378, -0.6890841, 1.687729, Tracked, 0.7990983, -0.3774631, 1.828712, Inferred, 0.6787432, -0.5354781, 1.644029, Inferred, 0.8914171, -0.5251563, 1.779617, Tracked, 0.9660956, -0.5206999, 1.830648, Tracked, 0.5314117, -0.7031649, 1.628799, Tracked, 0.6438386, -0.6672037, 1.298302, Tracked, 0.8252861, -0.626776, 0.8292674, Inferred, 0.8699366, -0.6062196, 0.7151206, Inferred, 0.683965, -0.7375675, 1.697431, Tracked, 0.9569668, -0.746702, 1.50582, Tracked, 1.38271, -0.7749637, 1.249711, Inferred, 1.438207, -0.7603319, 1.145099, Inferred, 0.6656929, -0.2788179, 1.72716, Tracked, 0.2417392, -0.6915146, 1.705781, Tracked, 0.2449222, -0.7092156, 1.640308, Tracked, 0.9624301, -0.513454, 1.823858, Inferred, 0.957378, -0.5186231, 1.814052, Inferred,
Kinect 2: 8.8893635, 0.6170945, -0.7316514, 1.689117, Tracked, 0.6469739, -0.4715785, 1.713964, Tracked, 0.671426, -0.2159094, 1.727467, Tracked, 0.7545245, -0.1063987, 1.755179, Tracked, 0.5044991, -0.2930213, 1.624916, Tracked, 0.4506471, -0.4838403, 1.509977, Tracked, 0.3105117, -0.6430366, 1.65248, Tracked, 0.2405898, -0.6861513, 1.683836, Tracked, 0.7996373, -0.3778168, 1.827466, Inferred, 0.874264, -0.5749263, 1.93951, Tracked, 1.056578, -0.5285787, 1.955463, Tracked, 1.141929, -0.5096745, 1.95237, Tracked, 0.5312095, -0.70322, 1.628748, Tracked, 0.6431021, -0.6673328, 1.298039, Tracked, 0.8237455, -0.6270213, 0.8286701, Inferred, 0.8681049, -0.6066164, 0.7143072, Inferred, 0.6838264, -0.7377184, 1.69713, Tracked, 0.9567614, -0.7472256, 1.50545, Tracked, 1.382412, -0.7760566, 1.249232, Inferred, 1.437661, -0.7616018, 1.144401, Inferred, 0.6660679, -0.2791564, 1.726129, Tracked, 0.2554622, -0.6997134, 1.708082, Tracked, 0.2398222, -0.6983238, 1.638333, Tracked, 1.22805, -0.5034956, 1.982121, Tracked, 1.158798, -0.5216141, 1.92008, Tracked,
Kinect 2: 8.9210546, 0.617301, -0.7323283, 1.687156, Tracked, 0.6471592, -0.4722717, 1.711944, Tracked, 0.671693, -0.2165474, 1.725317, Tracked, 0.7550994, -0.1072261, 1.752946, Tracked, 0.5042166, -0.2930711, 1.623306, Tracked, 0.4504582, -0.4841225, 1.509565, Tracked, 0.3108048, -0.645238, 1.650445, Tracked, 0.2495261, -0.6899105, 1.692913, Tracked, 0.7998987, -0.378459, 1.825316, Inferred, 0.8264218, -0.5427333, 1.903572, Tracked, 1.044305, -0.5313239, 1.95344, Tracked, 1.129016, -0.5092443, 1.94793, Tracked, 0.5312448, -0.7037454, 1.628046, Tracked, 0.6427888, -0.6673616, 1.297251, Tracked, 0.822917, -0.6263107, 0.8277296, Inferred, 0.867099, -0.605873, 0.713256, Inferred, 0.6843154, -0.7383927, 1.693596, Tracked, 0.9589006, -0.7473417, 1.504805, Tracked, 1.38708, -0.7753823, 1.252979, Inferred, 1.442368, -0.7609328, 1.148189, Inferred, 0.6663316, -0.2798544, 1.723969, Tracked, 0.2666197, -0.7442425, 1.708842, Tracked, 0.2244996, -0.6676279, 1.66581, Tracked, 1.22639, -0.5109129, 1.992789, Tracked, 1.15667, -0.5181973, 1.910619, Tracked,
Kinect 2: 8.9553851, 0.6178237, -0.7337836, 1.68676, Tracked, 0.6474162, -0.4733088, 1.711029, Tracked, 0.6717908, -0.2173019, 1.723572, Tracked, 0.7549428, -0.1078578, 1.750975, Tracked, 0.5045319, -0.2925921, 1.621143, Tracked, 0.4502168, -0.4843961, 1.509203, Tracked, 0.3042051, -0.6470226, 1.642462, Tracked, 0.2394238, -0.6876795, 1.673107, Tracked, 0.7999927, -0.3792155, 1.823569, Inferred, 0.8263661, -0.5425882, 1.903448, Inferred, 1.044287, -0.5313243, 1.95332, Tracked, 1.130571, -0.5089208, 1.947318, Tracked, 0.5319797, -0.7058122, 1.628147, Tracked, 0.6422311, -0.6670443, 1.297104, Tracked, 0.8204408, -0.622415, 0.8271583, Inferred, 0.8646252, -0.602044, 0.7126436, Inferred, 0.6846834, -0.7394077, 1.693006, Tracked, 0.9595394, -0.7473727, 1.504593, Tracked, 1.388155, -0.77395, 1.25332, Inferred, 1.443525, -0.759643, 1.148606, Inferred, 0.6664836, -0.2807115, 1.722455, Tracked, 0.2577936, -0.7260952, 1.681191, Tracked, 0.2242923, -0.6569049, 1.652188, Tracked, 1.22355, -0.5090693, 1.986799, Tracked, 1.154457, -0.5194858, 1.904909, Tracked,
Kinect 2: 8.9873853, 0.6183283, -0.7340091, 1.685957, Tracked, 0.6479824, -0.4736655, 1.71, Tracked, 0.672453, -0.2177258, 1.72234, Tracked, 0.7550451, -0.1079174, 1.75002, Tracked, 0.5045745, -0.2926918, 1.620607, Tracked, 0.450197, -0.4843578, 1.509095, Tracked, 0.3314293, -0.6412309, 1.670267, Tracked, 0.2805573, -0.6891162, 1.746979, Tracked, 0.8006493, -0.3796408, 1.822338, Inferred, 0.8265224, -0.5424762, 1.903308, Inferred, 1.044006, -0.5314513, 1.953123, Tracked, 1.128757, -0.5089888, 1.94719, Tracked, 0.5324935, -0.706135, 1.627396, Tracked, 0.6421918, -0.6670976, 1.296178, Tracked, 0.8195887, -0.622069, 0.8259351, Inferred, 0.8635384, -0.6017045, 0.7112758, Inferred, 0.6851082, -0.739502, 1.692339, Tracked, 0.9600994, -0.7481661, 1.504281, Tracked, 1.388951, -0.7758108, 1.253541, Inferred, 1.444169, -0.7615713, 1.148699, Inferred, 0.6671351, -0.2811399, 1.721251, Tracked, 0.2906996, -0.7332213, 1.778163, Tracked, 0.2641289, -0.7056473, 1.69575, Tracked, 1.220576, -0.5114663, 1.983945, Tracked, 1.157684, -0.5156561, 1.907448, Tracked,
Kinect 2: 9.0219828, 0.6202685, -0.7342415, 1.682997, Tracked, 0.64904, -0.4737801, 1.707928, Tracked, 0.6729153, -0.2176969, 1.721005, Tracked, 0.7558061, -0.1080596, 1.748583, Tracked, 0.5044214, -0.2929122, 1.619712, Tracked, 0.45008, -0.484304, 1.508873, Tracked, 0.3653492, -0.6400999, 1.689182, Tracked, 0.3548066, -0.6914986, 1.757164, Tracked, 0.8011072, -0.3796153, 1.821004, Inferred, 0.9124283, -0.5646583, 1.945297, Tracked, 1.09519, -0.5197729, 1.959027, Tracked, 1.162254, -0.5065276, 1.948262, Tracked, 0.5341623, -0.7064894, 1.625344, Tracked, 0.6423625, -0.6669535, 1.293639, Tracked, 0.817548, -0.6211865, 0.8226042, Inferred, 0.8613105, -0.6003572, 0.7078825, Inferred, 0.6871816, -0.7395142, 1.688646, Tracked, 0.9635798, -0.7492092, 1.503396, Tracked, 1.394634, -0.7784548, 1.256926, Inferred, 1.449957, -0.7638888, 1.152211, Inferred, 0.6677326, -0.2811541, 1.719737, Tracked, 0.3124341, -0.7408263, 1.798473, Tracked, 0.287829, -0.6620982, 1.734133, Tracked, 1.230662, -0.5011952, 1.971455, Tracked, 1.159573, -0.5184183, 1.910276, Tracked,
Kinect 2: 9.0550735, 0.6224018, -0.7340916, 1.684737, Tracked, 0.6496776, -0.473813, 1.707902, Tracked, 0.6732816, -0.2178136, 1.719795, Tracked, 0.7566299, -0.1084911, 1.746863, Tracked, 0.5044822, -0.2928245, 1.619422, Tracked, 0.4500391, -0.4840916, 1.508645, Tracked, 0.3071905, -0.6414916, 1.650607, Tracked, 0.245782, -0.6849734, 1.686649, Tracked, 0.8014698, -0.3797342, 1.819795, Inferred, 0.9122599, -0.5643965, 1.945028, Inferred, 1.095073, -0.5197987, 1.958861, Tracked, 1.161595, -0.506829, 1.947873, Tracked, 0.5360638, -0.706388, 1.624974, Tracked, 0.6419527, -0.6671934, 1.292414, Tracked, 0.8136926, -0.6219485, 0.820044, Inferred, 0.8571125, -0.6012911, 0.7050714, Inferred, 0.6904018, -0.7392735, 1.695336, Tracked, 0.9623359, -0.7499629, 1.502319, Tracked, 1.386689, -0.780612, 1.24398, Inferred, 1.441275, -0.7662111, 1.138704, Inferred, 0.6681542, -0.2812473, 1.718971, Tracked, 0.2561433, -0.6939375, 1.711656, Tracked, 0.2378278, -0.6993077, 1.638923, Tracked, 1.228299, -0.4991156, 1.962098, Tracked, 1.16408, -0.5063353, 1.903445, Tracked,
Kinect 2: 9.0880375, 0.6219504, -0.7338979, 1.685944, Tracked, 0.6496716, -0.473786, 1.707884, Tracked, 0.6734651, -0.2175777, 1.718032, Tracked, 0.7572805, -0.108629, 1.744084, Tracked, 0.5042211, -0.2931696, 1.617986, Tracked, 0.449878, -0.4838598, 1.508305, Tracked, 0.365085, -0.6361154, 1.691467, Tracked, 0.352329, -0.6849595, 1.751588, Tracked, 0.8016502, -0.3795028, 1.818032, Inferred, 0.9129556, -0.5624706, 1.945043, Tracked, 1.096258, -0.5198593, 1.958365, Tracked, 1.161081, -0.5065123, 1.945404, Tracked, 0.5355051, -0.7062852, 1.625803, Tracked, 0.6366252, -0.6693139, 1.291365, Tracked, 0.8011554, -0.627459, 0.8161195, Inferred, 0.8442416, -0.6072177, 0.7007669, Inferred, 0.6900553, -0.7390525, 1.696323, Tracked, 0.9612893, -0.7499986, 1.502118, Tracked, 1.384585, -0.7810203, 1.241966, Inferred, 1.43891, -0.7670851, 1.136455, Inferred, 0.6682629, -0.2810802, 1.717863, Tracked, 0.3150779, -0.7457976, 1.799892, Tracked, 0.2877588, -0.6678665, 1.7427, Tracked, 1.221821, -0.4978727, 1.958639, Tracked, 1.151624, -0.51445, 1.902381, Tracked,
Kinect 2: 9.1207662, 0.6219519, -0.734045, 1.686349, Tracked, 0.6498377, -0.4738576, 1.707806, Tracked, 0.6741319, -0.217692, 1.716998, Tracked, 0.7574742, -0.1085227, 1.74243, Tracked, 0.504059, -0.2933462, 1.617459, Tracked, 0.4498341, -0.4839795, 1.508233, Tracked, 0.3827235, -0.6445256, 1.691112, Tracked, 0.3832916, -0.6921976, 1.733361, Tracked, 0.8023124, -0.3796184, 1.816999, Inferred, 0.9127942, -0.5622288, 1.945134, Tracked, 1.096337, -0.5171245, 1.95086, Tracked, 1.142534, -0.5104529, 1.944126, Tracked, 0.5353901, -0.7065783, 1.62638, Tracked, 0.6363798, -0.6692866, 1.291925, Tracked, 0.8007153, -0.6269481, 0.8166463, Inferred, 0.8435693, -0.6069275, 0.7011163, Inferred, 0.6900657, -0.7390789, 1.696402, Tracked, 0.9612168, -0.750384, 1.502105, Tracked, 1.384398, -0.7819498, 1.24181, Inferred, 1.43851, -0.7682636, 1.136112, Inferred, 0.6688092, -0.2812045, 1.717078, Tracked, 0.340571, -0.7477378, 1.811753, Tracked, 0.3104063, -0.6724734, 1.742875, Tracked, 1.218713, -0.4988163, 1.958535, Tracked, 1.142935, -0.5600691, 1.847125, Tracked,
Kinect 2: 9.1561824, 0.6220759, -0.7337065, 1.686879, Tracked, 0.6501021, -0.4737542, 1.707782, Tracked, 0.6747199, -0.2177067, 1.716408, Tracked, 0.7585034, -0.1088426, 1.741417, Tracked, 0.5042213, -0.2935443, 1.61684, Tracked, 0.4498718, -0.4841176, 1.508218, Tracked, 0.3685648, -0.6385396, 1.691047, Tracked, 0.3598599, -0.6895491, 1.756979, Tracked, 0.8028968, -0.3796341, 1.816409, Inferred, 0.9144052, -0.5604392, 1.94599, Tracked, 1.098316, -0.5168089, 1.951076, Tracked, 1.141571, -0.5091556, 1.946574, Tracked, 0.5355223, -0.7062283, 1.626252, Tracked, 0.6364164, -0.6693693, 1.291724, Tracked, 0.8006127, -0.6276817, 0.8163255, Inferred, 0.8433816, -0.6078722, 0.7007344, Inferred, 0.690066, -0.7387075, 1.698148, Tracked, 0.9602727, -0.7505389, 1.502309, Tracked, 1.38203, -0.782875, 1.239661, Inferred, 1.435968, -0.769393, 1.133811, Inferred, 0.6693243, -0.2811794, 1.716616, Tracked, 0.3110915, -0.7431263, 1.80528, Tracked, 0.2957811, -0.6582338, 1.750308, Tracked, 1.225399, -0.4976517, 1.95899, Tracked, 1.152269, -0.520749, 1.9068, Tracked,
Kinect 2: 9.1879922, 0.6221389, -0.7336048, 1.687407, Tracked, 0.6502388, -0.4737256, 1.707766, Tracked, 0.6750686, -0.2176899, 1.715832, Tracked, 0.7590496, -0.1089163, 1.740995, Tracked, 0.504339, -0.293613, 1.616651, Tracked, 0.4497453, -0.484568, 1.508191, Tracked, 0.3684414, -0.6386527, 1.691291, Tracked, 0.3627882, -0.6915063, 1.756682, Tracked, 0.803243, -0.3796184, 1.815833, Inferred, 0.9161264, -0.5589325, 1.946148, Tracked, 1.100358, -0.5176564, 1.953171, Tracked, 1.162899, -0.5076196, 1.945597, Tracked, 0.5355634, -0.7061549, 1.62664, Tracked, 0.6362993, -0.6695347, 1.292034, Tracked, 0.8002591, -0.6282064, 0.8165135, Inferred, 0.842901, -0.6085709, 0.7008243, Inferred, 0.6900793, -0.738633, 1.698421, Tracked, 0.9601113, -0.7505926, 1.502302, Tracked, 1.381613, -0.7831195, 1.239227, Inferred, 1.435417, -0.7698084, 1.133261, Inferred, 0.6696314, -0.2811597, 1.716182, Tracked, 0.3260382, -0.7397374, 1.806254, Tracked, 0.2921649, -0.6583158, 1.750572, Tracked, 1.26312, -0.5208033, 1.94738, Tracked, 1.137055, -0.5276315, 1.916, Tracked,
Kinect 2: 9.2211478, 0.6221744, -0.7335249, 1.687538, Tracked, 0.6504847, -0.4736874, 1.707621, Tracked, 0.6756324, -0.217757, 1.715102, Tracked, 0.7593254, -0.1088507, 1.739868, Tracked, 0.5047244, -0.2939353, 1.615697, Tracked, 0.4495712, -0.4856225, 1.508008, Tracked, 0.3684047, -0.640208, 1.690751, Tracked, 0.3647513, -0.6853129, 1.753041, Tracked, 0.8038033, -0.3796863, 1.815103, Inferred, 0.9128023, -0.559365, 1.941991, Inferred, 1.09684, -0.5189717, 1.952852, Tracked, 1.143338, -0.5110788, 1.941638, Tracked, 0.5356039, -0.7061177, 1.626684, Tracked, 0.6362471, -0.6695855, 1.292039, Tracked, 0.8000711, -0.6283902, 0.8164485, Inferred, 0.842694, -0.6089373, 0.7007348, Inferred, 0.6900632, -0.738543, 1.698505, Tracked, 0.9600561, -0.7507105, 1.502349, Tracked, 1.381507, -0.7835509, 1.239214, Inferred, 1.435293, -0.7704313, 1.133228, Inferred, 0.670137, -0.2811975, 1.715558, Tracked, 0.3299452, -0.7364138, 1.804045, Tracked, 0.2961041, -0.6660083, 1.74587, Tracked, 1.216162, -0.4986856, 1.950596, Tracked, 1.140207, -0.5584095, 1.843875, Tracked,
Kinect 2: 9.2548078, 0.6221676, -0.7336671, 1.687786, Tracked, 0.6506567, -0.4737824, 1.707466, Tracked, 0.6760903, -0.2178756, 1.714132, Tracked, 0.7598618, -0.1089941, 1.738998, Tracked, 0.5047637, -0.2940645, 1.615412, Tracked, 0.4495849, -0.4855078, 1.507893, Tracked, 0.3781382, -0.6434935, 1.691449, Tracked, 0.3814324, -0.6910038, 1.741396, Tracked, 0.8042579, -0.3798057, 1.814133, Inferred, 0.9169248, -0.5585512, 1.945313, Tracked, 1.101299, -0.5187173, 1.953836, Tracked, 1.162223, -0.5084966, 1.943477, Tracked, 0.535427, -0.7063461, 1.627168, Tracked, 0.635454, -0.6700354, 1.292293, Tracked, 0.7983454, -0.6291806, 0.8163472, Inferred, 0.8407512, -0.6099047, 0.7004626, Inferred, 0.6901022, -0.7386019, 1.698519, Tracked, 0.9600053, -0.7509368, 1.502237, Tracked, 1.38133, -0.7840316, 1.238908, Inferred, 1.43492, -0.7711051, 1.132757, Inferred, 0.6705369, -0.2813311, 1.714775, Tracked, 0.3372725, -0.7406904, 1.816233, Tracked, 0.3013823, -0.6735842, 1.7489, Tracked, 1.272841, -0.5166668, 1.962888, Tracked, 1.139366, -0.5575335, 1.844154, Tracked,
Kinect 2: 9.2886186, 0.6244766, -0.733387, 1.685401, Tracked, 0.652088, -0.4736899, 1.70573, Tracked, 0.6764228, -0.2178997, 1.71343, Tracked, 0.7602813, -0.1090553, 1.738347, Tracked, 0.504989, -0.2941966, 1.614594, Tracked, 0.4494923, -0.4858753, 1.50772, Tracked, 0.3781016, -0.6436921, 1.691431, Tracked, 0.3748544, -0.6957138, 1.751273, Tracked, 0.8045881, -0.3798306, 1.81343, Inferred, 0.9175287, -0.5576493, 1.945514, Tracked, 1.102023, -0.5168659, 1.950492, Tracked, 1.143351, -0.5106441, 1.940388, Tracked, 0.5381947, -0.7060317, 1.623972, Tracked, 0.635944, -0.6698901, 1.288348, Tracked, 0.7954628, -0.6293072, 0.8112128, Inferred, 0.8378034, -0.609549, 0.6953596, Inferred, 0.6919946, -0.7383219, 1.696311, Tracked, 0.9623531, -0.7513632, 1.500978, Tracked, 1.384421, -0.7855406, 1.239087, Inferred, 1.43814, -0.7722257, 1.133088, Inferred, 0.6711011, -0.2813416, 1.713768, Tracked, 0.3436798, -0.7401171, 1.814188, Tracked, 0.306804, -0.6617604, 1.761667, Tracked, 1.220824, -0.5012723, 1.960538, Tracked, 1.141737, -0.5575942, 1.838418, Tracked,
Kinect 2: 9.3205393, 0.6240457, -0.73344, 1.686484, Tracked, 0.6521468, -0.4737175, 1.705795, Tracked, 0.6767944, -0.2179884, 1.713137, Tracked, 0.7608067, -0.1092427, 1.737969, Tracked, 0.505156, -0.2943225, 1.614491, Tracked, 0.4494978, -0.485862, 1.507724, Tracked, 0.3094986, -0.6420231, 1.653464, Tracked, 0.2473859, -0.6874138, 1.692833, Tracked, 0.8049575, -0.3799193, 1.813138, Inferred, 0.9220574, -0.5538715, 1.946433, Tracked, 1.107333, -0.5172641, 1.951211, Tracked, 1.14483, -0.5103363, 1.940958, Tracked, 0.5378168, -0.7060158, 1.624541, Tracked, 0.635803, -0.6699432, 1.288948, Tracked, 0.7956579, -0.6294647, 0.8119047, Inferred, 0.8379114, -0.6099817, 0.6959729, Inferred, 0.6915082, -0.7384781, 1.697769, Tracked, 0.9613798, -0.7515644, 1.501529, Tracked, 1.382664, -0.785796, 1.238276, Inferred, 1.436232, -0.7727371, 1.132135, Inferred, 0.6713625, -0.2814107, 1.713594, Tracked, 0.2662841, -0.7073105, 1.712726, Tracked, 0.2242564, -0.6676859, 1.66516, Tracked, 1.23717, -0.4946428, 1.96126, Tracked, 1.142813, -0.5578331, 1.841799, Tracked,
Kinect 2: 9.3545199, 0.6240529, -0.7334395, 1.686487, Tracked, 0.6523987, -0.4737412, 1.705634, Tracked, 0.6773055, -0.2180687, 1.712712, Tracked, 0.7613339, -0.1093497, 1.737355, Tracked, 0.506475, -0.2937535, 1.613896, Tracked, 0.4495108, -0.4858385, 1.50773, Tracked, 0.3727836, -0.636081, 1.695586, Tracked, 0.3643395, -0.6845803, 1.757585, Tracked, 0.8054657, -0.3799998, 1.812713, Inferred, 0.9220543, -0.5538432, 1.946553, Tracked, 1.107323, -0.5168158, 1.950423, Tracked, 1.144107, -0.5090133, 1.939979, Tracked, 0.5378233, -0.7059769, 1.624564, Tracked, 0.6357883, -0.66997, 1.288957, Tracked, 0.7956156, -0.62959, 0.8118817, Inferred, 0.8379763, -0.6102507, 0.6960073, Inferred, 0.6915253, -0.7385168, 1.697708, Tracked, 0.9615446, -0.7518148, 1.501748, Tracked, 1.383063, -0.7863709, 1.238921, Inferred, 1.436747, -0.7734672, 1.132868, Inferred, 0.6718369, -0.2814804, 1.71319, Tracked, 0.3265322, -0.7309046, 1.819203, Tracked, 0.2924771, -0.6693216, 1.752539, Tracked, 1.222267, -0.4867812, 1.957672, Tracked, 1.142068, -0.558138, 1.841848, Tracked,
