Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 8.375137, -0.2053612, -0.3433003, 1.358129, Tracked, -0.2038283, -0.01282973, 1.41456, Tracked, -0.2002517, 0.3001227, 1.453226, Tracked, -0.2029108, 0.4518956, 1.493909, Tracked, -0.3714736, 0.1707457, 1.381211, Tracked, -0.4577344, -0.02694585, 1.306952, Inferred, -0.4096654, -0.1487118, 1.142381, Inferred, -0.3706875, -0.1981592, 1.042819, Inferred, -0.01093341, 0.1703645, 1.457365, Tracked, 0.07218619, -0.06817933, 1.493559, Inferred, 0.09817079, -0.2506462, 1.382841, Inferred, 0.1021634, -0.313776, 1.336798, Inferred, -0.2833544, -0.3338888, 1.306467, Tracked, -0.310021, -0.6256053, 1.27144, Tracked, -0.3524663, -1.003282, 1.268277, Inferred, -0.33494, -1.01807, 1.164269, Inferred, -0.1161563, -0.3339429, 1.335536, Tracked, -0.08811346, -0.574482, 1.188548, Tracked, -0.04927662, -0.9557768, 1.011298, Inferred, -0.03015073, -0.9405203, 0.9019583, Inferred, -0.2014444, 0.2241291, 1.446091, Tracked, -0.3457406, -0.2344336, 0.9987896, Tracked, -0.3325311, -0.1700994, 1.048133, Tracked, 0.1028873, -0.3830006, 1.294513, Tracked, 0.1310479, -0.3079683, 1.302091, Tracked,
Kinect 2: 12.742109, 0.04851745, -0.3031654, 1.179892, Tracked, 0.05979179, 0.02947143, 1.23529, Tracked, 0.07420676, 0.3421578, 1.272335, Tracked, 0.1324613, 0.4743239, 1.298712, Tracked, -0.05305613, 0.2258465, 1.144594, Tracked, -0.1805454, 0.006203713, 1.031543, Tracked, -0.08959168, -0.1459069, 0.9052488, Tracked, -0.05693369, -0.2041023, 0.8574449, Tracked, 0.2201951, 0.1926016, 1.344395, Inferred, 0.2089518, -0.08511209, 1.403207, Inferred, 0.1828055, -0.2694384, 1.296444, Tracked, 0.173405, -0.3069845, 1.201468, Inferred, -0.02879945, -0.2821847, 1.102247, Tracked, 0.02243155, -0.5299811, 0.8650622, Inferred, 0.0856507, -0.8479158, 0.6003144, Inferred, 0.1468125, -0.8271197, 0.483639, Inferred, 0.1213433, -0.304027, 1.182471, Tracked, 0.1324704, -0.56556, 1.179748, Inferred, 0.1575095, -1.023795, 1.235604, Inferred, 0.2242878, -1.040824, 1.13194, Inferred, 0.07208063, 0.2669137, 1.264212, Tracked, -0.03260078, -0.2506401, 0.8347247, Tracked, -0.03163548, -0.1830436, 0.8235201, Tracked, 0.1532162, -0.3420553, 1.156664, Tracked, 0.1736661, -0.2597499, 1.176273, Tracked,
Kinect 2: 12.7751424, 0.06013063, -0.3043383, 1.162153, Tracked, 0.07223889, 0.03129709, 1.222356, Tracked, 0.08384616, 0.3450858, 1.263878, Tracked, 0.1498544, 0.4737985, 1.28338, Tracked, -0.04331138, 0.2263793, 1.136156, Tracked, -0.1620944, 0.01203281, 1.022919, Tracked, -0.04781656, -0.1408888, 0.8895466, Tracked, -0.01904338, -0.2007088, 0.8433571, Tracked, 0.2297946, 0.195461, 1.335932, Inferred, 0.2207057, -0.08287232, 1.39317, Inferred, 0.2081766, -0.2459571, 1.252004, Tracked, 0.181908, -0.2768729, 1.164786, Inferred, -0.01787588, -0.2841, 1.089911, Tracked, 0.06091126, -0.5250157, 0.8529024, Inferred, 0.1588497, -0.8343107, 0.5883136, Inferred, 0.2195432, -0.8110948, 0.4731612, Inferred, 0.1333422, -0.3046628, 1.159417, Tracked, 0.1659323, -0.5626813, 1.162999, Inferred, 0.2280582, -1.015154, 1.22986, Inferred, 0.2971993, -1.028068, 1.127969, Inferred, 0.0810736, 0.2693372, 1.255996, Tracked, 0.00963132, -0.2451262, 0.8196481, Tracked, 0.03164667, -0.207506, 0.8841875, Tracked, 0.1556996, -0.313442, 1.114649, Tracked, 0.1713913, -0.2030287, 1.108823, Tracked,
Kinect 2: 12.8089709, 0.07872293, -0.307353, 1.140329, Tracked, 0.09322845, 0.03378948, 1.203095, Tracked, 0.1064008, 0.3523789, 1.246429, Tracked, 0.1754224, 0.4797927, 1.269399, Tracked, -0.02074096, 0.2259396, 1.117231, Tracked, -0.1367657, 0.01297895, 1.007426, Tracked, -0.02237016, -0.1384079, 0.8810189, Tracked, 0.01973831, -0.1959208, 0.829638, Tracked, 0.2522414, 0.2026068, 1.318473, Inferred, 0.2423363, -0.07580409, 1.376242, Inferred, 0.2156546, -0.2446801, 1.244516, Inferred, 0.2011957, -0.2725708, 1.145248, Inferred, -0.0001257619, -0.2881251, 1.074875, Tracked, 0.1131772, -0.516402, 0.8392482, Inferred, 0.2546741, -0.809909, 0.5763881, Inferred, 0.314341, -0.7852315, 0.4631891, Inferred, 0.1518487, -0.306339, 1.130801, Tracked, 0.1872993, -0.5615637, 1.143648, Inferred, 0.2554438, -1.009609, 1.226524, Inferred, 0.3252459, -1.023867, 1.126648, Inferred, 0.1033423, 0.2755163, 1.238014, Tracked, 0.05500389, -0.2412471, 0.8074019, Tracked, 0.04529842, -0.1712517, 0.8003774, Tracked, 0.185994, -0.3036663, 1.083288, Tracked, 0.1953628, -0.1996633, 1.097632, Tracked,
Kinect 2: 12.8441214, 0.09245369, -0.3084257, 1.115989, Tracked, 0.1107079, 0.03671738, 1.182698, Tracked, 0.1270447, 0.3583627, 1.229293, Tracked, 0.2055571, 0.4814914, 1.254497, Tracked, -0.0002327872, 0.2241862, 1.098326, Tracked, -0.1039063, 0.01584734, 0.9866928, Tracked, 0.02269629, -0.1375563, 0.8646538, Tracked, 0.063692, -0.1930564, 0.8206592, Tracked, 0.2727849, 0.2084503, 1.301328, Inferred, 0.2626411, -0.07015724, 1.359187, Inferred, 0.2406403, -0.2368855, 1.223627, Inferred, 0.2208402, -0.2513609, 1.11757, Inferred, 0.01561274, -0.2925135, 1.053832, Tracked, 0.154895, -0.5090482, 0.8213152, Inferred, 0.3291233, -0.7878701, 0.5624987, Inferred, 0.3878519, -0.7621897, 0.4510244, Inferred, 0.1626504, -0.3037947, 1.104308, Tracked, 0.2235247, -0.5524232, 1.121726, Inferred, 0.3354198, -0.9893706, 1.212613, Inferred, 0.406839, -0.9978263, 1.113792, Inferred, 0.1232017, 0.2808121, 1.220086, Tracked, 0.1046497, -0.2363654, 0.7963943, Tracked, 0.08392355, -0.1654789, 0.7920161, Tracked, 0.1991518, -0.3009411, 1.059664, Tracked, 0.2194641, -0.2469862, 1.06175, Tracked,
Kinect 2: 12.8753887, 0.1154748, -0.3060467, 1.082123, Tracked, 0.1340039, 0.04148575, 1.156961, Tracked, 0.1494237, 0.3640508, 1.211036, Tracked, 0.2295817, 0.4885001, 1.243242, Tracked, 0.02202337, 0.2252922, 1.080135, Tracked, -0.07835043, 0.01350249, 0.9700905, Tracked, 0.07086856, -0.1416115, 0.8469044, Tracked, 0.1113535, -0.1947468, 0.8120505, Tracked, 0.2950465, 0.2139913, 1.283059, Inferred, 0.2844606, -0.06478015, 1.341127, Inferred, 0.2597668, -0.2325939, 1.207379, Inferred, 0.2453726, -0.2316362, 1.102634, Inferred, 0.03592274, -0.2930393, 1.027698, Tracked, 0.2011748, -0.5051953, 0.8114356, Inferred, 0.4080532, -0.7784464, 0.57401, Inferred, 0.4664464, -0.7518999, 0.4643211, Inferred, 0.1868635, -0.2977585, 1.062422, Tracked, 0.2746222, -0.520659, 1.124137, Inferred, 0.2778656, -0.8436419, 1.222918, Inferred, 0.2449964, -0.7039597, 1.140483, Inferred, 0.14592, 0.2863914, 1.199988, Tracked, 0.1724796, -0.2323148, 0.7916333, Tracked, 0.07741201, -0.2411317, 0.8555555, Tracked, 0.2375247, -0.2443638, 1.061241, Tracked, 0.2360571, -0.1916249, 1.047, Tracked,
Kinect 2: 12.9087752, 0.129892, -0.2957572, 1.057474, Tracked, 0.1529606, 0.05020573, 1.135773, Tracked, 0.1730102, 0.3708599, 1.193615, Tracked, 0.2541403, 0.4964433, 1.231914, Tracked, 0.04618299, 0.2280921, 1.058951, Tracked, -0.05042114, 0.01827653, 0.9524068, Tracked, 0.1186957, -0.144617, 0.8332707, Tracked, 0.1662265, -0.1956063, 0.8056926, Tracked, 0.3184947, 0.2206552, 1.265633, Inferred, 0.3075577, -0.05831046, 1.323853, Inferred, 0.2839253, -0.2257092, 1.189269, Inferred, 0.2612734, -0.1850239, 1.053174, Inferred, 0.04994094, -0.2845366, 1.0051, Tracked, 0.2264052, -0.5016227, 0.806693, Inferred, 0.4473776, -0.7807246, 0.592788, Inferred, 0.5068725, -0.7557282, 0.4847283, Inferred, 0.2001692, -0.2865981, 1.037088, Tracked, 0.2902147, -0.4869655, 1.135023, Inferred, 0.2932572, -0.8105296, 1.233767, Inferred, 0.2581394, -0.6745961, 1.145407, Inferred, 0.1683361, 0.2936985, 1.181548, Tracked, 0.2107047, -0.2436951, 0.7935813, Tracked, 0.1221191, -0.2274557, 0.8588261, Tracked, 0.256442, -0.1848347, 1.041307, Tracked, 0.2513543, -0.1458184, 0.9975263, Inferred,
Kinect 2: 12.9421175, 0.1344773, -0.3420456, 1.083779, Tracked, 0.1603352, 0.031564, 1.134158, Tracked, 0.1871184, 0.3597273, 1.16892, Tracked, 0.2680802, 0.4857903, 1.221309, Tracked, 0.06957623, 0.2333668, 1.04124, Tracked, -0.01720963, 0.01656316, 0.9360161, Tracked, 0.1424346, -0.1367525, 0.8313473, Tracked, 0.2062308, -0.1860436, 0.8088696, Tracked, 0.3325596, 0.2093931, 1.240851, Inferred, 0.321288, -0.06957964, 1.299107, Inferred, 0.2969981, -0.2371306, 1.164866, Inferred, 0.2907086, -0.2548432, 1.083846, Inferred, 0.05914438, -0.3125328, 1.035661, Tracked, 0.2270533, -0.4809327, 0.7796527, Inferred, 0.4384144, -0.700211, 0.4898474, Inferred, 0.493549, -0.6760167, 0.3809604, Inferred, 0.199728, -0.346043, 1.056695, Tracked, 0.1733222, -0.62633, 0.8697931, Inferred, 0.1468146, -0.9868833, 0.6707069, Inferred, 0.2020387, -0.9812292, 0.554564, Inferred, 0.1798441, 0.2812206, 1.16483, Tracked, 0.259255, -0.23336, 0.7917552, Tracked, 0.181811, -0.2079259, 0.7612059, Tracked, 0.2857156, -0.2540849, 1.072138, Inferred, 0.2804143, -0.2143263, 1.028565, Inferred,
Kinect 2: 12.9761128, 0.1834154, -0.3027655, 0.9952798, Tracked, 0.2011646, 0.04926709, 1.082559, Tracked, 0.2066764, 0.3695568, 1.155329, Tracked, 0.2891919, 0.4953092, 1.210148, Tracked, 0.09807315, 0.2392949, 1.020585, Tracked, 0.02297213, 0.01718497, 0.9144151, Tracked, 0.1976645, -0.128928, 0.8268482, Tracked, 0.2558028, -0.1753079, 0.8038787, Tracked, 0.3519881, 0.2190904, 1.227291, Inferred, 0.3404078, -0.0600912, 1.285733, Inferred, 0.3160392, -0.2277033, 1.151481, Inferred, 0.3097803, -0.2454114, 1.070453, Inferred, 0.1080498, -0.2774545, 0.9496073, Tracked, 0.2354095, -0.5474596, 0.7987031, Inferred, 0.3973066, -0.8925175, 0.6477033, Inferred, 0.4627557, -0.8740121, 0.5428635, Inferred, 0.2452012, -0.3061413, 0.969027, Tracked, 0.245515, -0.6196526, 0.9093012, Inferred, 0.2558848, -1.021517, 0.8745582, Inferred, 0.3199212, -1.033914, 0.7692929, Inferred, 0.2080459, 0.2940261, 1.138734, Tracked, 0.3010416, -0.2274127, 0.7930421, Tracked, 0.2219971, -0.2014275, 0.7626551, Tracked, 0.3045867, -0.2447214, 1.058784, Inferred, 0.2990229, -0.2050515, 1.015264, Inferred,
Kinect 2: 13.0081379, 0.2085944, -0.299798, 0.9999837, Tracked, 0.2257574, 0.06206768, 1.084049, Tracked, 0.24663, 0.4043703, 1.146829, Tracked, 0.3232938, 0.5354335, 1.202832, Tracked, 0.1245457, 0.24768, 1.003883, Tracked, 0.06006696, 0.02403214, 0.8954605, Tracked, 0.2186043, -0.1187063, 0.8297282, Tracked, 0.2762896, -0.1651398, 0.8178845, Tracked, 0.3916183, 0.2537341, 1.218944, Inferred, 0.3795359, -0.02590043, 1.277865, Inferred, 0.3548717, -0.1937968, 1.143789, Inferred, 0.3486693, -0.2114626, 1.06276, Inferred, 0.1333464, -0.2779728, 0.9578881, Tracked, 0.2418609, -0.5435783, 0.7785479, Inferred, 0.3811882, -0.8828665, 0.5905399, Inferred, 0.4421528, -0.8646336, 0.4829344, Inferred, 0.2694614, -0.3001038, 0.970659, Tracked, 0.2856121, -0.6126665, 0.9327397, Inferred, 0.316845, -1.013459, 0.9258471, Inferred, 0.381149, -1.028898, 0.8224488, Inferred, 0.2401496, 0.3200004, 1.134122, Tracked, 0.3187829, -0.2371535, 0.8160492, Tracked, 0.2810209, -0.1561936, 0.7740927, Tracked, 0.3431056, -0.2110846, 1.051141, Inferred, 0.3370562, -0.1718226, 1.007681, Inferred,
Kinect 2: 13.0426213, 0.2262938, -0.2946236, 1.00174, Tracked, 0.2438306, 0.06995687, 1.081213, Tracked, 0.2565617, 0.4083146, 1.14152, Tracked, 0.3389092, 0.5370733, 1.189454, Tracked, 0.1481571, 0.2565348, 0.9897463, Tracked, 0.1125114, 0.04060609, 0.8638833, Tracked, 0.2587753, -0.1102895, 0.8312355, Tracked, 0.3022693, -0.1586235, 0.8467768, Tracked, 0.4014757, 0.2576323, 1.213647, Inferred, 0.3892461, -0.02207278, 1.272662, Inferred, 0.3645047, -0.1900062, 1.138615, Inferred, 0.3583165, -0.2076684, 1.057581, Inferred, 0.1460478, -0.2767054, 0.9614686, Tracked, 0.2597629, -0.5345623, 0.7718003, Inferred, 0.4059317, -0.8640979, 0.5703073, Inferred, 0.4691598, -0.8454062, 0.4658436, Inferred, 0.2915202, -0.2903091, 0.9698626, Tracked, 0.3133967, -0.5998508, 0.9631737, Inferred, 0.3529685, -0.9968849, 0.9960594, Inferred, 0.4229603, -1.017757, 0.9005656, Inferred, 0.2538766, 0.3264002, 1.128433, Tracked, 0.354046, -0.225446, 0.8644192, Tracked, 0.2942354, -0.1578996, 0.7853929, Tracked, 0.3526553, -0.2073217, 1.045988, Inferred, 0.3464781, -0.1681003, 1.002563, Inferred,
Kinect 2: 13.0750228, 0.2534543, -0.2925628, 1.011732, Tracked, 0.2668912, 0.07556915, 1.081971, Tracked, 0.2792512, 0.416886, 1.133077, Tracked, 0.3611161, 0.5467494, 1.181011, Tracked, 0.1736756, 0.2611577, 0.9775954, Tracked, 0.1438566, 0.04885077, 0.851294, Tracked, 0.2908228, -0.1008028, 0.8553712, Tracked, 0.3053256, -0.1422771, 0.8887643, Tracked, 0.4239824, 0.2661311, 1.205224, Inferred, 0.411436, -0.01369462, 1.264444, Inferred, 0.3865258, -0.1816988, 1.130467, Inferred, 0.3553948, -0.249765, 0.9654055, Inferred, 0.1731059, -0.2797967, 0.975684, Tracked, 0.2592809, -0.5280149, 0.7538499, Inferred, 0.3719757, -0.8454847, 0.5101006, Inferred, 0.4333272, -0.8260773, 0.4047031, Inferred, 0.3162996, -0.2847387, 0.9766599, Tracked, 0.3801407, -0.5247329, 1.014102, Tracked, 0.5074086, -0.9468421, 1.138016, Inferred, 0.5824206, -0.9539505, 1.049432, Inferred, 0.2764582, 0.3345855, 1.122588, Tracked, 0.3485086, -0.1741563, 0.8877346, Tracked, 0.3220699, -0.1107625, 0.8718572, Tracked, 0.3495165, -0.2488553, 0.9540167, Inferred, 0.3471467, -0.2439684, 0.943, Inferred,
Kinect 2: 13.1089201, 0.2688839, -0.2871362, 1.010054, Tracked, 0.2876139, 0.08409578, 1.078195, Tracked, 0.300842, 0.4269178, 1.126936, Tracked, 0.3882674, 0.5537971, 1.176417, Tracked, 0.1951411, 0.2636195, 0.9700491, Tracked, 0.177623, 0.0654469, 0.8400922, Tracked, 0.3152943, -0.09365483, 0.8148363, Tracked, 0.3279721, -0.1114696, 0.9001297, Inferred, 0.4453945, 0.2761059, 1.199119, Inferred, 0.432567, -0.003837933, 1.258546, Inferred, 0.3675611, -0.1314731, 1.004996, Tracked, 0.2297401, -0.09635386, 0.5323328, Inferred, 0.1871848, -0.2769011, 0.974895, Tracked, 0.2788916, -0.5230728, 0.7532978, Inferred, 0.3989305, -0.8379272, 0.5098746, Inferred, 0.4597638, -0.8194574, 0.4049419, Inferred, 0.3317119, -0.2769331, 0.9740617, Tracked, 0.392973, -0.5163546, 1.015926, Tracked, 0.5168867, -0.9370461, 1.147223, Inferred, 0.5916709, -0.9459444, 1.059169, Inferred, 0.2982298, 0.34456, 1.116912, Tracked, 0.3400269, -0.1723145, 0.8907855, Tracked, 0.3168917, -0.08677124, 0.8823126, Tracked, 0.2150177, -0.0915744, 0.5143279, Tracked, 0.2344808, -0.1226857, 0.5071667, Tracked,
Kinect 2: 13.1420249, 0.2927137, -0.2731526, 1.006466, Tracked, 0.3083157, 0.09578844, 1.074303, Tracked, 0.3188418, 0.4363823, 1.123057, Tracked, 0.4129392, 0.5590605, 1.17258, Tracked, 0.2145241, 0.2635746, 0.9618677, Tracked, 0.2054044, 0.07421125, 0.8302581, Tracked, 0.3726872, -0.04336651, 0.7694393, Inferred, 0.3913851, -0.03187615, 0.6812863, Inferred, 0.4632431, 0.2855318, 1.195277, Inferred, 0.4501961, 0.00549041, 1.254885, Inferred, 0.3673827, -0.03263666, 0.9784417, Inferred, 0.3026837, -0.07397943, 0.9244007, Inferred, 0.2260196, -0.2637347, 0.9459122, Tracked, 0.2849786, -0.5469099, 0.7724181, Inferred, 0.3662777, -0.9075836, 0.5916015, Inferred, 0.4294214, -0.8971906, 0.4869442, Inferred, 0.3506485, -0.2582937, 0.9893404, Tracked, 0.4220518, -0.5330378, 0.9983639, Tracked, 0.5397509, -0.9328426, 1.059215, Inferred, 0.6142784, -0.9473413, 0.96846, Inferred, 0.316771, 0.3545475, 1.113, Tracked, 0.4017663, -0.09374351, 0.6726549, Inferred, 0.3704066, -0.110515, 0.7161146, Inferred, 0.2873437, -0.01943365, 0.8329436, Tracked, 0.2742111, -0.1084181, 0.892125, Tracked,
Kinect 2: 13.175063, 0.3033364, -0.2669221, 1.003992, Tracked, 0.3224543, 0.1035071, 1.072023, Tracked, 0.3366236, 0.445309, 1.121415, Tracked, 0.4415697, 0.5593592, 1.170799, Tracked, 0.2475425, 0.2767596, 0.9520735, Tracked, 0.2378883, 0.08437549, 0.8218789, Tracked, 0.4370687, 0.05132869, 0.8544534, Inferred, 0.5043048, 0.04077278, 0.8692395, Inferred, 0.480871, 0.2944413, 1.193668, Inferred, 0.4676217, 0.01433148, 1.253443, Inferred, 0.3146889, 0.07983153, 1.014486, Tracked, 0.3392646, 0.08925101, 0.9469318, Tracked, 0.2323845, -0.260114, 0.9452997, Tracked, 0.3035114, -0.5412717, 0.774199, Inferred, 0.4001808, -0.8993648, 0.596556, Inferred, 0.4667581, -0.8901545, 0.4961571, Inferred, 0.3551285, -0.2548974, 0.9887924, Tracked, 0.4316736, -0.4990585, 1.001602, Tracked, 0.5776255, -0.9136357, 1.079993, Inferred, 0.6558486, -0.9266083, 0.9941799, Inferred, 0.3336541, 0.3632073, 1.111136, Tracked, 0.5146497, -0.02173574, 0.8607389, Inferred, 0.4832356, -0.03985803, 0.9041201, Inferred, 0.2590496, -0.0003393017, 0.8850136, Tracked, 0.2534756, 0.002104221, 0.8824999, Tracked,
Kinect 2: 13.2076186, 0.3137946, -0.2722535, 0.9934011, Tracked, 0.3337293, 0.1040244, 1.067151, Tracked, 0.3514417, 0.4511328, 1.120702, Tracked, 0.4666924, 0.5548438, 1.170554, Tracked, 0.2563089, 0.2768284, 0.9530296, Tracked, 0.2724368, 0.08916466, 0.8183837, Tracked, 0.4376465, -0.03851508, 0.8087236, Tracked, 0.4363436, -0.03876482, 0.7411508, Inferred, 0.4955583, 0.3002628, 1.192971, Inferred, 0.3865292, 0.1536901, 0.9584361, Tracked, 0.2531102, 0.05227549, 0.8017042, Tracked, 0.2687959, 0.04455515, 0.7863916, Tracked, 0.2371367, -0.2635521, 0.9453936, Tracked, 0.3241654, -0.5397718, 0.7749227, Inferred, 0.4407792, -0.8919468, 0.5982294, Inferred, 0.5061173, -0.881237, 0.4974327, Inferred, 0.3718525, -0.2619255, 0.9596444, Tracked, 0.4303764, -0.507918, 0.9852053, Inferred, 0.5483502, -0.9260941, 1.084343, Inferred, 0.6258864, -0.9441902, 0.9997408, Inferred, 0.3473056, 0.3675415, 1.109279, Tracked, 0.4466102, -0.1004874, 0.7325938, Inferred, 0.401539, -0.08304454, 0.7687913, Inferred, 0.2846093, -0.01488762, 0.7670362, Tracked, 0.2873102, -0.006650144, 0.78, Tracked,
Kinect 2: 13.243953, 0.2747814, -0.2873219, 1.005178, Tracked, 0.3336147, 0.1032757, 1.06857, Tracked, 0.3776612, 0.4563948, 1.123579, Tracked, 0.4849192, 0.5694951, 1.172204, Tracked, 0.2835581, 0.2776035, 0.9512846, Tracked, 0.3032813, 0.09580597, 0.8204906, Tracked, 0.4675067, -0.02645455, 0.8435961, Tracked, 0.4717126, -0.01679331, 0.8635588, Inferred, 0.521534, 0.30557, 1.195835, Inferred, 0.4101186, 0.157638, 0.9632984, Tracked, 0.2779946, 0.1183028, 0.7938532, Tracked, 0.2983419, 0.06157175, 0.7930862, Tracked, 0.1936067, -0.2745197, 0.9727182, Tracked, 0.3564511, -0.4950387, 0.7708, Inferred, 0.5652451, -0.778203, 0.5533357, Inferred, 0.6292998, -0.7662864, 0.4559906, Inferred, 0.3289542, -0.2825274, 0.9689322, Tracked, 0.3246461, -0.535385, 1.004695, Inferred, 0.3371553, -0.9659348, 1.120822, Inferred, 0.4104177, -1.003209, 1.039142, Inferred, 0.3625873, 0.370147, 1.112028, Tracked, 0.4822767, -0.07869669, 0.8548737, Inferred, 0.437584, -0.06176005, 0.8907913, Inferred, 0.2892895, 0.06153905, 0.7729887, Tracked, 0.3268004, 0.0328567, 0.7717273, Tracked,
Kinect 2: 13.2748502, 0.2429868, -0.2895342, 1.027557, Tracked, 0.3314308, 0.10118, 1.079054, Tracked, 0.3986112, 0.4570721, 1.12924, Tracked, 0.4841221, 0.5876766, 1.174975, Tracked, 0.2860596, 0.2721731, 0.9567434, Tracked, 0.3519302, 0.09150153, 0.826748, Tracked, 0.4967128, -0.05409789, 0.8470133, Tracked, 0.5463809, -0.1020297, 0.8574854, Inferred, 0.5422813, 0.3063209, 1.201459, Inferred, 0.4474735, 0.1506464, 0.9666076, Tracked, 0.2947822, 0.1193518, 0.8011202, Tracked, 0.3226217, 0.06491646, 0.794716, Tracked, 0.1672234, -0.2718684, 0.9894295, Tracked, 0.3601626, -0.4640976, 0.7823309, Inferred, 0.6054258, -0.711942, 0.5577555, Inferred, 0.6664639, -0.7032595, 0.4588503, Inferred, 0.3043069, -0.2874335, 0.9915476, Tracked, 0.259844, -0.5306854, 1.048883, Inferred, 0.2049737, -0.9458525, 1.201146, Inferred, 0.2695625, -1.001585, 1.12425, Inferred, 0.3794415, 0.3707913, 1.119129, Tracked, 0.5562978, -0.1629924, 0.8491545, Inferred, 0.5108919, -0.1449626, 0.88566, Inferred, 0.3035722, 0.06312647, 0.7848281, Tracked, 0.3413121, 0.04176684, 0.7693334, Tracked,
Kinect 2: 13.3091481, 0.2499743, -0.2927578, 1.058597, Tracked, 0.3439688, 0.09606776, 1.105734, Tracked, 0.4224663, 0.4549637, 1.138925, Tracked, 0.4750378, 0.584215, 1.120264, Tracked, 0.3000934, 0.2654434, 0.9695452, Tracked, 0.3719117, 0.08984362, 0.8321964, Tracked, 0.5366378, -0.02400815, 0.8695664, Tracked, 0.5491399, -0.02165285, 0.9002561, Inferred, 0.5659006, 0.30433, 1.21108, Inferred, 0.4647595, 0.1549927, 0.9748065, Tracked, 0.3283207, 0.1211228, 0.807642, Tracked, 0.358085, 0.05938508, 0.7993905, Tracked, 0.1735734, -0.2732465, 1.014734, Tracked, 0.3528328, -0.4520788, 0.7793262, Inferred, 0.5813985, -0.6831846, 0.5174664, Inferred, 0.6389683, -0.675543, 0.4160608, Inferred, 0.3097621, -0.2930711, 1.032802, Tracked, 0.2771937, -0.5383735, 1.093524, Inferred, 0.2418435, -0.9514198, 1.249442, Inferred, 0.3071067, -1.004938, 1.169939, Inferred, 0.4037005, 0.3684459, 1.132652, Tracked, 0.5766933, -0.01841665, 0.9428622, Tracked, 0.5364818, -0.002771333, 0.894, Tracked, 0.3388123, 0.0605545, 0.7877437, Tracked, 0.3777444, 0.03941727, 0.7727, Tracked,
Kinect 2: 13.3421301, 0.2747014, -0.3244368, 1.098352, Tracked, 0.3680877, 0.07944041, 1.132974, Tracked, 0.4477614, 0.451969, 1.152015, Tracked, 0.449291, 0.5048169, 1.080103, Tracked, 0.2276099, 0.07356312, 1.146252, Tracked, 0.3812922, 0.08580665, 0.8913638, Tracked, 0.5506094, -0.03207246, 0.860155, Tracked, 0.5648229, -0.0278198, 0.8868064, Inferred, 0.5909472, 0.3014825, 1.2241, Inferred, 0.5028864, 0.1491293, 0.9845461, Tracked, 0.3603549, 0.1249904, 0.8208279, Tracked, 0.3868351, 0.06215804, 0.8072665, Tracked, 0.1839349, -0.315382, 1.063155, Tracked, 0.3268354, -0.3982565, 0.8095725, Tracked, 0.5782716, -0.553158, 0.4238577, Inferred, 0.5757273, -0.5229736, 0.3050709, Inferred, 0.3474154, -0.3124436, 1.06228, Tracked, 0.295135, -0.5303183, 1.164471, Inferred, 0.2267623, -0.9164476, 1.398221, Inferred, 0.2196525, -0.9980915, 1.337013, Inferred, 0.428781, 0.3626902, 1.148602, Tracked, 0.5862881, -0.01284112, 0.9106925, Tracked, 0.5787606, -0.01267625, 0.899, Tracked, 0.3696401, 0.05538808, 0.7955871, Tracked, 0.3991039, 0.05066526, 0.7739259, Tracked,
