Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 8.375137, -0.2053612, -0.3433003, 1.358129, Tracked, -0.2038283, -0.01282973, 1.41456, Tracked, -0.2002517, 0.3001227, 1.453226, Tracked, -0.2029108, 0.4518956, 1.493909, Tracked, -0.3714736, 0.1707457, 1.381211, Tracked, -0.4577344, -0.02694585, 1.306952, Inferred, -0.4096654, -0.1487118, 1.142381, Inferred, -0.3706875, -0.1981592, 1.042819, Inferred, -0.01093341, 0.1703645, 1.457365, Tracked, 0.07218619, -0.06817933, 1.493559, Inferred, 0.09817079, -0.2506462, 1.382841, Inferred, 0.1021634, -0.313776, 1.336798, Inferred, -0.2833544, -0.3338888, 1.306467, Tracked, -0.310021, -0.6256053, 1.27144, Tracked, -0.3524663, -1.003282, 1.268277, Inferred, -0.33494, -1.01807, 1.164269, Inferred, -0.1161563, -0.3339429, 1.335536, Tracked, -0.08811346, -0.574482, 1.188548, Tracked, -0.04927662, -0.9557768, 1.011298, Inferred, -0.03015073, -0.9405203, 0.9019583, Inferred, -0.2014444, 0.2241291, 1.446091, Tracked, -0.3457406, -0.2344336, 0.9987896, Tracked, -0.3325311, -0.1700994, 1.048133, Tracked, 0.1028873, -0.3830006, 1.294513, Tracked, 0.1310479, -0.3079683, 1.302091, Tracked,
Kinect 2: 10.4756468, -0.0707368, -0.4477328, 1.816926, Tracked, -0.03215251, -0.1398238, 1.910864, Tracked, 0.005983873, 0.156242, 1.989536, Tracked, 0.07550202, 0.2736238, 2.035324, Tracked, -0.1799684, 0.07111619, 1.892629, Tracked, -0.3097294, -0.1222798, 1.808866, Tracked, -0.3079538, -0.3144563, 1.64107, Tracked, -0.3033456, -0.3674897, 1.582373, Tracked, 0.1686208, -0.01904473, 2.043623, Tracked, 0.1789776, -0.2274048, 2.029932, Inferred, 0.1727178, -0.3530397, 1.854809, Inferred, 0.1361179, -0.348004, 1.84126, Inferred, -0.1430535, -0.4118885, 1.74621, Tracked, -0.1998361, -0.7117575, 1.610877, Tracked, -0.3315188, -1.063653, 1.452603, Inferred, -0.2963802, -1.062658, 1.313384, Inferred, 0.004959004, -0.466506, 1.816196, Tracked, -0.01866455, -0.7749335, 1.753305, Tracked, -0.1159107, -1.17145, 1.740545, Inferred, -0.08490908, -1.208942, 1.614603, Inferred, -0.003600133, 0.08353772, 1.972497, Tracked, -0.2925152, -0.4206721, 1.554236, Tracked, -0.2603392, -0.3552148, 1.573745, Tracked, 0.1196564, -0.3952225, 1.776408, Tracked, 0.1000619, -0.2843123, 1.815274, Tracked,
Kinect 2: 10.5078625, -0.07098858, -0.4478469, 1.816968, Tracked, -0.03216893, -0.1398478, 1.910786, Tracked, 0.00619241, 0.1563676, 1.988938, Tracked, 0.07567416, 0.2736849, 2.0348, Tracked, -0.1806306, 0.07120354, 1.892284, Tracked, -0.3098671, -0.1218493, 1.807268, Tracked, -0.3084816, -0.3118899, 1.639865, Tracked, -0.3057591, -0.366123, 1.58189, Tracked, 0.1684767, -0.01929513, 2.043254, Tracked, 0.1793466, -0.2276303, 2.029334, Inferred, 0.1727624, -0.3534532, 1.854362, Inferred, 0.1361789, -0.3465473, 1.840539, Inferred, -0.1434733, -0.4118926, 1.745765, Tracked, -0.1999955, -0.7116317, 1.611158, Tracked, -0.3311397, -1.063854, 1.452231, Inferred, -0.2959469, -1.06275, 1.313114, Inferred, 0.004610861, -0.466677, 1.816428, Tracked, -0.01892158, -0.7750016, 1.753301, Tracked, -0.1172391, -1.171322, 1.740381, Inferred, -0.08652169, -1.208743, 1.614422, Inferred, -0.003453403, 0.08361346, 1.972063, Tracked, -0.2968009, -0.4198957, 1.554325, Tracked, -0.2645905, -0.3534009, 1.56725, Tracked, 0.1179644, -0.3918284, 1.772488, Tracked, 0.1000817, -0.2843684, 1.815634, Tracked,
Kinect 2: 10.5437863, -0.0714395, -0.4482448, 1.817043, Tracked, -0.03215356, -0.1398588, 1.910688, Tracked, 0.006785554, 0.1569449, 1.988071, Tracked, 0.07586437, 0.2739642, 2.03433, Tracked, -0.1810417, 0.07126209, 1.892046, Tracked, -0.3102806, -0.1222309, 1.806577, Tracked, -0.3086269, -0.3113858, 1.639875, Tracked, -0.3076169, -0.3668304, 1.584911, Tracked, 0.1684953, -0.01897698, 2.042783, Tracked, 0.1797155, -0.2272992, 2.028717, Inferred, 0.1734609, -0.3532104, 1.853797, Inferred, 0.1317211, -0.3517785, 1.83175, Inferred, -0.1442297, -0.4123935, 1.745851, Tracked, -0.2004702, -0.7116388, 1.611623, Tracked, -0.3303618, -1.065279, 1.453553, Inferred, -0.295136, -1.064398, 1.314592, Inferred, 0.004374256, -0.4668707, 1.816319, Tracked, -0.01895709, -0.7717878, 1.754044, Tracked, -0.1172906, -1.171546, 1.740303, Inferred, -0.08657534, -1.20855, 1.614209, Inferred, -0.003039588, 0.08398341, 1.971436, Tracked, -0.2994431, -0.4210155, 1.555928, Tracked, -0.26864, -0.3536849, 1.570526, Tracked, 0.1114187, -0.3964642, 1.767571, Tracked, 0.09307776, -0.2936001, 1.803, Tracked,
Kinect 2: 10.5747523, -0.0717896, -0.4481738, 1.816954, Tracked, -0.03215658, -0.1396167, 1.910127, Tracked, 0.007365686, 0.1576694, 1.986363, Tracked, 0.07582287, 0.2745755, 2.032658, Tracked, -0.1815674, 0.07145476, 1.891678, Tracked, -0.3103078, -0.1222224, 1.805742, Tracked, -0.3090736, -0.3110484, 1.639884, Tracked, -0.308793, -0.3685811, 1.587236, Tracked, 0.1696206, -0.01355972, 2.034811, Tracked, 0.17972, -0.2217338, 2.02744, Inferred, 0.1736575, -0.3527638, 1.856522, Inferred, 0.1259676, -0.3661263, 1.809114, Inferred, -0.1448946, -0.4121831, 1.745392, Tracked, -0.2007475, -0.7119176, 1.611774, Tracked, -0.3296981, -1.065489, 1.453423, Inferred, -0.2964114, -1.06374, 1.313928, Inferred, 0.004153538, -0.4667957, 1.816273, Tracked, -0.01930856, -0.7722078, 1.754061, Tracked, -0.1170454, -1.17156, 1.740257, Inferred, -0.08847956, -1.207773, 1.613201, Inferred, -0.002595678, 0.08460358, 1.970019, Tracked, -0.2990436, -0.4221781, 1.554702, Tracked, -0.2648788, -0.3599344, 1.575161, Tracked, 0.111392, -0.4289508, 1.756667, Tracked, 0.09185369, -0.3396403, 1.770778, Tracked,
Kinect 2: 10.6088409, -0.07196869, -0.4481965, 1.816882, Tracked, -0.03232726, -0.1395073, 1.909463, Tracked, 0.007129381, 0.1580548, 1.984713, Tracked, 0.07562359, 0.2748201, 2.031721, Tracked, -0.1821688, 0.07165629, 1.8912, Tracked, -0.3105029, -0.1232363, 1.80481, Tracked, -0.3097391, -0.3116166, 1.640019, Tracked, -0.3128805, -0.3713861, 1.591772, Tracked, 0.1693511, -0.01394254, 2.034232, Tracked, 0.1801014, -0.2221656, 2.025232, Inferred, 0.1740865, -0.3538209, 1.854821, Inferred, 0.1264029, -0.363556, 1.809778, Inferred, -0.1452588, -0.4121239, 1.744794, Tracked, -0.2008968, -0.7117358, 1.611817, Tracked, -0.3309171, -1.065078, 1.453076, Inferred, -0.2977725, -1.063329, 1.313649, Inferred, 0.004016893, -0.4668079, 1.816314, Tracked, -0.01948523, -0.7721195, 1.753944, Tracked, -0.1172324, -1.171509, 1.739926, Inferred, -0.08864897, -1.207493, 1.612866, Inferred, -0.002777907, 0.08493421, 1.968614, Tracked, -0.3067887, -0.42761, 1.563603, Tracked, -0.273846, -0.3637742, 1.572685, Tracked, 0.1102094, -0.4269323, 1.754902, Tracked, 0.09212562, -0.3408025, 1.770379, Tracked,
Kinect 2: 10.6427499, -0.07239432, -0.4479866, 1.816581, Tracked, -0.03240328, -0.1391491, 1.908487, Tracked, 0.007458966, 0.1585829, 1.982919, Tracked, 0.07549048, 0.2756202, 2.029534, Tracked, -0.1825478, 0.07189071, 1.890912, Tracked, -0.3110223, -0.1235523, 1.804199, Tracked, -0.3114055, -0.3124009, 1.642381, Tracked, -0.3152686, -0.3749333, 1.598911, Tracked, 0.1694782, -0.01464149, 2.033675, Tracked, 0.1801746, -0.2229034, 2.023827, Inferred, 0.1740626, -0.3542039, 1.853128, Inferred, 0.1262995, -0.3626114, 1.80909, Inferred, -0.1458394, -0.4118091, 1.744119, Tracked, -0.2013466, -0.7116892, 1.611866, Tracked, -0.3298936, -1.06538, 1.452861, Inferred, -0.2965904, -1.063638, 1.313584, Inferred, 0.003667815, -0.4665685, 1.816105, Tracked, -0.01981268, -0.7719591, 1.7537, Tracked, -0.1187012, -1.170941, 1.740094, Inferred, -0.09042829, -1.206988, 1.61309, Inferred, -0.002525709, 0.08544875, 1.966998, Tracked, -0.3093229, -0.4305008, 1.566534, Tracked, -0.2725552, -0.3734866, 1.585419, Tracked, 0.1117426, -0.42577, 1.758312, Tracked, 0.09248157, -0.343139, 1.768136, Tracked,
Kinect 2: 10.6765248, -0.07284153, -0.4477313, 1.81625, Tracked, -0.03256106, -0.1387972, 1.907694, Tracked, 0.007517087, 0.1590068, 1.981753, Tracked, 0.07590005, 0.2760325, 2.028174, Tracked, -0.1778906, 0.07448766, 1.886316, Tracked, -0.3115187, -0.1244933, 1.804176, Tracked, -0.313457, -0.3161354, 1.64463, Tracked, -0.3182949, -0.3790766, 1.604687, Tracked, 0.167877, -0.01057814, 2.030596, Tracked, 0.1807854, -0.2186585, 2.022441, Inferred, 0.1736354, -0.3537304, 1.854915, Inferred, 0.1265978, -0.3620137, 1.809761, Inferred, -0.1463266, -0.4112229, 1.743106, Tracked, -0.2016385, -0.7116568, 1.61183, Tracked, -0.32934, -1.065355, 1.452771, Inferred, -0.2950886, -1.063988, 1.313898, Inferred, 0.003200811, -0.4664107, 1.816032, Tracked, -0.02066778, -0.7727119, 1.753324, Tracked, -0.1176603, -1.171147, 1.740627, Inferred, -0.0880424, -1.207418, 1.61425, Inferred, -0.00249834, 0.08587508, 1.965901, Tracked, -0.3146937, -0.4372793, 1.574673, Tracked, -0.2756751, -0.3815416, 1.588582, Tracked, 0.1115596, -0.4205347, 1.76396, Tracked, 0.09197066, -0.340121, 1.770369, Tracked,
Kinect 2: 10.7080693, -0.07400518, -0.4480314, 1.815526, Tracked, -0.03302821, -0.1386801, 1.906756, Tracked, 0.007422043, 0.1595027, 1.980622, Tracked, 0.07526851, 0.2768698, 2.027262, Tracked, -0.1793569, 0.07438553, 1.886413, Tracked, -0.3128919, -0.1266468, 1.803235, Tracked, -0.316318, -0.321364, 1.648757, Tracked, -0.3216245, -0.3833705, 1.612046, Tracked, 0.1678194, -0.01053095, 2.029774, Tracked, 0.1810243, -0.2186479, 2.02056, Inferred, 0.1733829, -0.3541912, 1.853456, Inferred, 0.1285491, -0.3636001, 1.809461, Inferred, -0.1478424, -0.4117965, 1.743139, Tracked, -0.202152, -0.711204, 1.61178, Tracked, -0.3286737, -1.066437, 1.452554, Inferred, -0.2945966, -1.064977, 1.313733, Inferred, 0.002107764, -0.466376, 1.813936, Tracked, -0.02094981, -0.7727271, 1.753249, Tracked, -0.1174351, -1.17134, 1.740623, Inferred, -0.08808281, -1.207375, 1.614146, Inferred, -0.00266344, 0.08628207, 1.964817, Tracked, -0.3142082, -0.4402751, 1.580161, Tracked, -0.2789769, -0.3901142, 1.595286, Tracked, 0.1104778, -0.428732, 1.753907, Tracked, 0.09920854, -0.3479394, 1.767391, Tracked,
Kinect 2: 10.7421777, -0.07472845, -0.4474023, 1.814821, Tracked, -0.03352622, -0.1376951, 1.905347, Tracked, 0.007097955, 0.1608187, 1.978668, Tracked, 0.07506964, 0.2778109, 2.024886, Tracked, -0.1807591, 0.07438084, 1.886251, Tracked, -0.3131446, -0.1270686, 1.803222, Tracked, -0.3188119, -0.3255551, 1.652475, Tracked, -0.325584, -0.3876513, 1.615994, Tracked, 0.1682002, -0.007447654, 2.026301, Tracked, 0.1819664, -0.2154898, 2.018421, Inferred, 0.1719935, -0.3538776, 1.853918, Inferred, 0.1284657, -0.3629484, 1.805773, Inferred, -0.1487646, -0.4109908, 1.742131, Tracked, -0.2027339, -0.7106997, 1.610996, Tracked, -0.3302629, -1.063758, 1.447807, Inferred, -0.2972458, -1.061126, 1.308617, Inferred, 0.001668611, -0.4658754, 1.813489, Tracked, -0.02173451, -0.7727563, 1.752543, Tracked, -0.1166606, -1.171126, 1.741008, Inferred, -0.08820274, -1.20699, 1.614288, Inferred, -0.003007858, 0.08753643, 1.962979, Tracked, -0.3236074, -0.4473356, 1.58695, Tracked, -0.2829883, -0.3871592, 1.603014, Tracked, 0.1089397, -0.4237508, 1.752136, Tracked, 0.09772461, -0.3456767, 1.763844, Tracked,
Kinect 2: 10.7744785, -0.07612697, -0.4467497, 1.81317, Tracked, -0.0340968, -0.137087, 1.90321, Tracked, 0.007176073, 0.1613482, 1.976215, Tracked, 0.07409818, 0.2787986, 2.021736, Tracked, -0.1818937, 0.07469088, 1.886204, Tracked, -0.3148199, -0.130483, 1.802359, Tracked, -0.3214544, -0.3290412, 1.654971, Tracked, -0.3259777, -0.3855209, 1.620447, Tracked, 0.1681361, -0.008249681, 2.025133, Tracked, 0.1816918, -0.2162491, 2.018163, Inferred, 0.1713815, -0.3524444, 1.851745, Inferred, 0.128029, -0.3601252, 1.803988, Inferred, -0.150254, -0.4101727, 1.740239, Tracked, -0.2035515, -0.7094949, 1.609471, Tracked, -0.3298632, -1.063594, 1.446239, Inferred, -0.2969398, -1.060932, 1.307128, Inferred, 0.0005500138, -0.4653316, 1.812112, Tracked, -0.02260008, -0.7718317, 1.751177, Tracked, -0.1157251, -1.170946, 1.741826, Inferred, -0.08725358, -1.207209, 1.615451, Inferred, -0.003067112, 0.08809951, 1.960597, Tracked, -0.320633, -0.4458865, 1.588993, Tracked, -0.2853946, -0.3891187, 1.612237, Tracked, 0.1099379, -0.4218138, 1.750494, Tracked, 0.09668792, -0.3436304, 1.765227, Tracked,
Kinect 2: 10.8100961, -0.07754558, -0.4456573, 1.811758, Tracked, -0.03506107, -0.1358049, 1.901151, Tracked, 0.006566429, 0.1627738, 1.973679, Tracked, 0.07311711, 0.2808776, 2.019519, Tracked, -0.1834079, 0.07513399, 1.886069, Tracked, -0.3159385, -0.1305573, 1.803111, Tracked, -0.3237879, -0.3305997, 1.658287, Tracked, -0.3287568, -0.3895806, 1.624786, Tracked, 0.1681921, -0.008345162, 2.024661, Tracked, 0.181815, -0.2163962, 2.016726, Inferred, 0.1701851, -0.3523269, 1.85016, Inferred, 0.1277839, -0.3597828, 1.803981, Inferred, -0.1515521, -0.4091452, 1.739244, Tracked, -0.2045281, -0.7077776, 1.607347, Tracked, -0.3273267, -1.062311, 1.441132, Inferred, -0.2940376, -1.059075, 1.302133, Inferred, -0.0008400017, -0.4641434, 1.81022, Tracked, -0.02347367, -0.7721989, 1.750017, Tracked, -0.1168392, -1.169706, 1.742546, Inferred, -0.08874072, -1.206432, 1.616418, Inferred, -0.003745685, 0.08950295, 1.95817, Tracked, -0.3256406, -0.450083, 1.593454, Tracked, -0.2846293, -0.3929041, 1.63085, Tracked, 0.1079369, -0.4181785, 1.753068, Tracked, 0.09667078, -0.3435947, 1.765088, Tracked,
Kinect 2: 10.8420661, -0.07966715, -0.4444657, 1.809026, Tracked, -0.03625897, -0.1347744, 1.897777, Tracked, 0.006120163, 0.1636079, 1.969784, Tracked, 0.07192527, 0.2823734, 2.015254, Tracked, -0.1846215, 0.07544843, 1.885656, Tracked, -0.3174866, -0.1320262, 1.802693, Tracked, -0.3256869, -0.3337019, 1.659676, Tracked, -0.3305204, -0.3911453, 1.625613, Tracked, 0.1674682, -0.008105974, 2.018797, Tracked, 0.1812419, -0.2162517, 2.009071, Tracked, 0.1689662, -0.3546817, 1.844748, Tracked, 0.1232662, -0.3586858, 1.79537, Inferred, -0.1541878, -0.4078608, 1.736788, Tracked, -0.2066871, -0.7047161, 1.602663, Tracked, -0.3239025, -1.062234, 1.436061, Inferred, -0.2910555, -1.058576, 1.297021, Inferred, -0.002319931, -0.462988, 1.807192, Tracked, -0.02488878, -0.7704076, 1.747221, Tracked, -0.1149725, -1.16913, 1.744667, Inferred, -0.08769782, -1.206861, 1.619004, Inferred, -0.004358158, 0.09039739, 1.954404, Tracked, -0.326792, -0.4502547, 1.593859, Tracked, -0.28607, -0.394049, 1.620466, Tracked, 0.1053817, -0.4283015, 1.745863, Tracked, 0.09287971, -0.3462808, 1.749529, Tracked,
Kinect 2: 10.8756054, -0.08333791, -0.4424975, 1.805781, Tracked, -0.03883402, -0.1329001, 1.89369, Tracked, 0.004422809, 0.1653834, 1.964935, Tracked, 0.07132177, 0.2834539, 2.010545, Tracked, -0.1835255, 0.07962036, 1.879558, Tracked, -0.3187417, -0.1312125, 1.803679, Tracked, -0.3281595, -0.3356943, 1.661141, Tracked, -0.3339566, -0.3936607, 1.626636, Tracked, 0.167189, -0.00781493, 2.013621, Tracked, 0.1814689, -0.2159576, 2.003411, Tracked, 0.1661023, -0.3529944, 1.8381, Tracked, 0.121313, -0.3561703, 1.791135, Inferred, -0.1579584, -0.4054546, 1.73361, Tracked, -0.2098852, -0.7016506, 1.594711, Tracked, -0.3199468, -1.064058, 1.436349, Inferred, -0.285832, -1.062237, 1.298053, Inferred, -0.005633669, -0.4614528, 1.803928, Tracked, -0.02636279, -0.7697343, 1.744966, Tracked, -0.1145297, -1.168114, 1.743838, Inferred, -0.08619048, -1.20608, 1.618704, Inferred, -0.00625237, 0.09220573, 1.949747, Tracked, -0.3323039, -0.4537745, 1.597781, Tracked, -0.2905741, -0.3874015, 1.633724, Tracked, 0.1041871, -0.4220479, 1.749948, Tracked, 0.09211571, -0.3471801, 1.745588, Tracked,
Kinect 2: 10.9080591, -0.08599526, -0.441124, 1.802733, Tracked, -0.04071975, -0.1318365, 1.890312, Tracked, 0.003181173, 0.1661083, 1.961398, Tracked, 0.06977249, 0.2852933, 2.003895, Tracked, -0.1836791, 0.08136298, 1.877212, Tracked, -0.3219029, -0.1331992, 1.804029, Tracked, -0.330584, -0.3381566, 1.661964, Tracked, -0.338174, -0.39463, 1.628096, Tracked, 0.1657704, -0.005973388, 2.004817, Tracked, 0.1819677, -0.2137229, 1.999436, Tracked, 0.1619448, -0.3489529, 1.833034, Tracked, 0.1230233, -0.3469615, 1.79467, Inferred, -0.160591, -0.4042827, 1.731385, Tracked, -0.2122711, -0.6988544, 1.58896, Tracked, -0.3161025, -1.061644, 1.425568, Inferred, -0.2823315, -1.058381, 1.287076, Inferred, -0.008139673, -0.4598409, 1.799908, Tracked, -0.02805256, -0.7662817, 1.741336, Tracked, -0.1141801, -1.166699, 1.7461, Inferred, -0.08708687, -1.206224, 1.62165, Inferred, -0.007638237, 0.09302085, 1.946241, Tracked, -0.3345626, -0.4538321, 1.599664, Tracked, -0.294358, -0.4026277, 1.628609, Tracked, 0.1090592, -0.3745933, 1.750027, Tracked, 0.1002688, -0.3268621, 1.7916, Tracked,
Kinect 2: 10.9438103, -0.09133866, -0.4402185, 1.797959, Tracked, -0.04422039, -0.1306158, 1.886109, Tracked, 0.001110066, 0.1674864, 1.957806, Tracked, 0.06683376, 0.288061, 1.994883, Tracked, -0.1842614, 0.08290881, 1.874687, Tracked, -0.3242879, -0.1348603, 1.804021, Tracked, -0.3328147, -0.3411558, 1.66205, Tracked, -0.3402176, -0.394851, 1.627442, Tracked, 0.1644928, -0.002901027, 1.997239, Tracked, 0.181722, -0.2103711, 1.994921, Inferred, 0.1429982, -0.3295966, 1.819169, Inferred, 0.0998506, -0.3487184, 1.780043, Inferred, -0.1660466, -0.4041428, 1.730328, Tracked, -0.2156805, -0.6960036, 1.581017, Tracked, -0.3122876, -1.061993, 1.418942, Inferred, -0.2787663, -1.058513, 1.280445, Inferred, -0.01371036, -0.4576023, 1.788797, Tracked, -0.02998625, -0.7649107, 1.73765, Tracked, -0.1168776, -1.164477, 1.745698, Inferred, -0.09143962, -1.204948, 1.62142, Inferred, -0.01002652, 0.0943747, 1.942499, Tracked, -0.3353657, -0.4526536, 1.601441, Tracked, -0.2997754, -0.4043203, 1.612231, Tracked, 0.06862076, -0.3963422, 1.716951, Tracked, 0.05897543, -0.2903872, 1.742526, Tracked,
Kinect 2: 10.9760002, -0.09753308, -0.4392787, 1.792574, Tracked, -0.04895028, -0.1299001, 1.880301, Tracked, -0.00221839, 0.1679752, 1.951688, Tracked, 0.06144119, 0.2921119, 1.983234, Tracked, -0.1858057, 0.08388732, 1.871098, Tracked, -0.3296567, -0.1367125, 1.803674, Tracked, -0.3378697, -0.3435063, 1.659764, Tracked, -0.3433033, -0.3947707, 1.62463, Tracked, 0.1615007, 0.0003887427, 1.984316, Tracked, 0.1808694, -0.2068561, 1.982919, Inferred, 0.1413973, -0.3346456, 1.813818, Inferred, 0.1007189, -0.3458053, 1.77913, Inferred, -0.1731641, -0.4039064, 1.727759, Tracked, -0.2196364, -0.694811, 1.572557, Tracked, -0.3133944, -1.05985, 1.408122, Inferred, -0.2815348, -1.0552, 1.26911, Inferred, -0.01825998, -0.4561154, 1.781556, Tracked, -0.03339497, -0.762314, 1.732736, Tracked, -0.123637, -1.162137, 1.743074, Inferred, -0.1014516, -1.203186, 1.618396, Inferred, -0.01369563, 0.09492504, 1.936451, Tracked, -0.3281118, -0.4641086, 1.599116, Tracked, -0.3031021, -0.3968018, 1.617032, Tracked, 0.06940535, -0.3924388, 1.714513, Tracked, 0.05893824, -0.2903966, 1.742651, Tracked,
Kinect 2: 11.0084812, -0.1036419, -0.4378196, 1.786871, Tracked, -0.05447895, -0.1281185, 1.873819, Tracked, -0.007013411, 0.1700185, 1.944501, Tracked, 0.05446577, 0.2974574, 1.968218, Tracked, -0.1876798, 0.08461279, 1.868167, Tracked, -0.3351324, -0.1369015, 1.804085, Tracked, -0.3423057, -0.343657, 1.658755, Tracked, -0.3485821, -0.3897576, 1.624981, Tracked, 0.1582219, 0.004514808, 1.973123, Tracked, 0.1792182, -0.2022997, 1.975071, Inferred, 0.1394064, -0.3352416, 1.810301, Inferred, 0.09887584, -0.3426189, 1.777351, Inferred, -0.1805309, -0.4034405, 1.725318, Tracked, -0.2254593, -0.6941059, 1.562508, Tracked, -0.3206867, -1.058133, 1.402962, Inferred, -0.291021, -1.053677, 1.263493, Inferred, -0.02292432, -0.453529, 1.772336, Tracked, -0.03732066, -0.7597001, 1.727698, Tracked, -0.120781, -1.160667, 1.743115, Inferred, -0.09947812, -1.202531, 1.61876, Inferred, -0.01868669, 0.09691413, 1.92943, Tracked, -0.343002, -0.4498222, 1.601783, Tracked, -0.3092401, -0.3908882, 1.615528, Tracked, 0.06780791, -0.3937033, 1.712225, Tracked, 0.05846223, -0.2866268, 1.749384, Tracked,
Kinect 2: 11.0420417, -0.11013, -0.4357331, 1.780657, Tracked, -0.0606894, -0.1262452, 1.866767, Tracked, -0.0128597, 0.1716196, 1.936622, Tracked, 0.04329737, 0.3028501, 1.949429, Tracked, -0.192195, 0.08423162, 1.863508, Tracked, -0.3421224, -0.1302053, 1.807079, Tracked, -0.3469568, -0.3434619, 1.658333, Tracked, -0.3546772, -0.3877399, 1.624727, Tracked, 0.154483, 0.007990276, 1.961541, Tracked, 0.1776117, -0.1985348, 1.96448, Inferred, 0.1368897, -0.3356262, 1.803579, Inferred, 0.09995169, -0.3386458, 1.776636, Inferred, -0.1875799, -0.4022349, 1.722537, Tracked, -0.2351598, -0.6916648, 1.547952, Tracked, -0.3193446, -1.060774, 1.40675, Inferred, -0.2906557, -1.058875, 1.26747, Inferred, -0.02827688, -0.4506057, 1.762808, Tracked, -0.04157382, -0.7558016, 1.722407, Tracked, -0.1150729, -1.158651, 1.747719, Inferred, -0.0941276, -1.203067, 1.624922, Inferred, -0.02463305, 0.09859261, 1.921754, Tracked, -0.3508035, -0.4449729, 1.602974, Tracked, -0.3141695, -0.3868524, 1.621277, Tracked, 0.07089803, -0.3891631, 1.708887, Tracked, 0.05471639, -0.2918857, 1.7595, Tracked,
Kinect 2: 11.0770001, -0.1164933, -0.433817, 1.774335, Tracked, -0.06841942, -0.1248384, 1.858594, Tracked, -0.02201326, 0.1723538, 1.926378, Tracked, 0.02885035, 0.3087492, 1.929253, Tracked, -0.2011312, 0.08409366, 1.857919, Tracked, -0.3450843, -0.128202, 1.807285, Tracked, -0.352625, -0.3415075, 1.657319, Tracked, -0.3599087, -0.3833776, 1.623488, Tracked, 0.1488832, 0.01459293, 1.945046, Tracked, 0.1748084, -0.1914985, 1.949612, Inferred, 0.1319178, -0.3329291, 1.793321, Inferred, 0.08430523, -0.3520526, 1.747411, Inferred, -0.1945431, -0.4018494, 1.720175, Tracked, -0.2442251, -0.6866447, 1.534, Tracked, -0.3376144, -1.049369, 1.384541, Inferred, -0.3130237, -1.044914, 1.244094, Inferred, -0.03378289, -0.4467925, 1.751791, Tracked, -0.0464173, -0.7577424, 1.71697, Tracked, -0.1121708, -1.155408, 1.747362, Inferred, -0.09348226, -1.200703, 1.624659, Inferred, -0.03343117, 0.099514, 1.912047, Tracked, -0.3527422, -0.4455042, 1.602505, Tracked, -0.3207871, -0.3874948, 1.6188, Tracked, 0.05340888, -0.4109801, 1.689024, Tracked, 0.04219024, -0.311244, 1.725143, Tracked,
