Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0123102, -0.2320932, -0.3459127, 1.632538, Tracked, -0.2263097, -0.04206285, 1.720971, Tracked, -0.21883, 0.2497948, 1.795798, Tracked, -0.1750085, 0.353225, 1.867708, Tracked, -0.3403881, 0.1495108, 1.632644, Tracked, -0.4219038, -0.05284972, 1.512285, Tracked, -0.4264806, -0.2602834, 1.463349, Tracked, -0.4258339, -0.3352855, 1.469792, Tracked, -0.1072417, 0.05871755, 1.897248, Tracked, -0.08996411, -0.1552982, 1.91154, Tracked, -0.06863569, -0.3544486, 1.724211, Tracked, -0.07040272, -0.3997054, 1.670603, Tracked, -0.2784413, -0.3156801, 1.555774, Tracked, -0.3292541, -0.6228079, 1.464099, Tracked, -0.4218563, -0.9973181, 1.427315, Inferred, -0.3499489, -1.039848, 1.330937, Inferred, -0.1763981, -0.3629948, 1.645108, Tracked, -0.1615142, -0.6831632, 1.612851, Tracked, -0.1879165, -1.063188, 1.617209, Inferred, -0.1060858, -1.09928, 1.529517, Inferred, -0.2207585, 0.1782111, 1.779222, Tracked, -0.4253811, -0.4155672, 1.444242, Tracked, -0.4096283, -0.3868742, 1.395, Tracked, -0.07134437, -0.4516494, 1.629228, Tracked, -0.08495493, -0.3594795, 1.6429, Tracked,
Kinect 2: 4.5462161, 0.3495038, -0.6452368, 2.155319, Tracked, 0.5324928, -0.3871066, 2.253106, Tracked, 0.7110561, -0.1361867, 2.337869, Tracked, 0.8080695, -0.06597454, 2.392742, Tracked, 0.499319, -0.1352736, 2.126399, Tracked, 0.3625869, -0.2853856, 2.011542, Tracked, 0.395871, -0.4788375, 1.975189, Inferred, 0.3568701, -0.5267478, 1.994637, Inferred, 0.8127064, -0.3088709, 2.428848, Inferred, 0.6537951, -0.4971445, 2.528893, Tracked, 0.7381046, -0.6439719, 2.616678, Tracked, 0.7827157, -0.6648138, 2.642141, Tracked, 0.2947719, -0.5965529, 2.097033, Tracked, 0.2213855, -0.832465, 1.86931, Tracked, 0.08887044, -1.191132, 1.763429, Inferred, 0.1385286, -1.229519, 1.650461, Inferred, 0.3939492, -0.6752926, 2.151367, Tracked, 0.3800588, -0.9935013, 2.082893, Inferred, 0.2019585, -1.309721, 1.94765, Inferred, 0.2441466, -1.345215, 1.829589, Inferred, 0.6672621, -0.1982996, 2.319247, Tracked, 0.3479652, -0.5673242, 1.967374, Tracked, 0.3912151, -0.5115333, 2.044443, Tracked, 0.8465397, -0.6811212, 2.674848, Tracked, 0.7480797, -0.684102, 2.629743, Tracked,
Kinect 2: 4.5797545, 0.3493407, -0.6454017, 2.157233, Tracked, 0.5328382, -0.3876339, 2.253096, Tracked, 0.7120017, -0.1378578, 2.335697, Tracked, 0.8088177, -0.06753784, 2.391318, Tracked, 0.4998889, -0.1355475, 2.12674, Tracked, 0.3647758, -0.2915792, 2.009932, Tracked, 0.3980466, -0.4849961, 1.97358, Inferred, 0.3550172, -0.5343953, 1.99183, Inferred, 0.8136473, -0.3105381, 2.426674, Inferred, 0.65408, -0.4970826, 2.528636, Tracked, 0.7383006, -0.6438119, 2.616644, Tracked, 0.782279, -0.6651556, 2.643909, Tracked, 0.294572, -0.5966938, 2.099236, Tracked, 0.2224816, -0.8307775, 1.870853, Tracked, 0.08877289, -1.189813, 1.76329, Inferred, 0.1378429, -1.228157, 1.64993, Inferred, 0.3938436, -0.6754276, 2.15276, Tracked, 0.3802118, -0.9930586, 2.085058, Inferred, 0.2417793, -1.334547, 1.967649, Inferred, 0.2882322, -1.371057, 1.852876, Inferred, 0.6680871, -0.1996353, 2.317734, Tracked, 0.3463721, -0.5746591, 1.965756, Tracked, 0.3857747, -0.5381806, 2.0345, Tracked, 0.8488178, -0.6824448, 2.679359, Tracked, 0.753437, -0.6847384, 2.630321, Tracked,
Kinect 2: 4.6117423, 0.3492102, -0.6457294, 2.157645, Tracked, 0.5335228, -0.3889923, 2.253083, Tracked, 0.7134256, -0.1402845, 2.334976, Tracked, 0.8084363, -0.06783444, 2.389762, Tracked, 0.5009435, -0.1358734, 2.12712, Tracked, 0.3650253, -0.2924072, 2.009552, Tracked, 0.3982944, -0.4858195, 1.9732, Inferred, 0.3560277, -0.535776, 1.993159, Inferred, 0.8150654, -0.3129566, 2.425951, Inferred, 0.6547277, -0.4979176, 2.529393, Tracked, 0.7388533, -0.6447996, 2.61725, Tracked, 0.7823816, -0.666611, 2.643728, Tracked, 0.2945349, -0.5968387, 2.099441, Tracked, 0.2227576, -0.8316998, 1.871507, Tracked, 0.0866253, -1.189142, 1.762195, Inferred, 0.1351532, -1.227349, 1.648414, Inferred, 0.3935976, -0.6759412, 2.153347, Tracked, 0.3800473, -0.9930518, 2.085076, Inferred, 0.2415984, -1.33498, 1.967628, Inferred, 0.2877887, -1.371482, 1.852706, Inferred, 0.6693738, -0.2018254, 2.317081, Tracked, 0.3457457, -0.575362, 1.962966, Tracked, 0.3859578, -0.5393717, 2.0355, Tracked, 0.8451928, -0.6794481, 2.674813, Tracked, 0.753687, -0.6843248, 2.630031, Tracked,
Kinect 2: 4.646703, 0.3485278, -0.6467901, 2.158363, Tracked, 0.5337312, -0.3900836, 2.252688, Tracked, 0.7141731, -0.1414586, 2.333276, Tracked, 0.8098332, -0.06982782, 2.388766, Tracked, 0.5025595, -0.1372674, 2.127152, Tracked, 0.3658109, -0.2943577, 2.009053, Tracked, 0.3990753, -0.487759, 1.972701, Inferred, 0.3545787, -0.5374274, 1.992424, Inferred, 0.8158091, -0.314128, 2.42425, Inferred, 0.6550131, -0.4977589, 2.52915, Tracked, 0.7388273, -0.6446548, 2.617257, Tracked, 0.78242, -0.6647233, 2.644705, Tracked, 0.2935586, -0.5981276, 2.100908, Tracked, 0.2231591, -0.8322748, 1.872554, Tracked, 0.0838709, -1.188514, 1.761214, Inferred, 0.131827, -1.226752, 1.647106, Inferred, 0.3931582, -0.6767647, 2.153491, Tracked, 0.3796745, -0.9935524, 2.085333, Inferred, 0.2091072, -1.318747, 1.959841, Inferred, 0.2512285, -1.355458, 1.842524, Inferred, 0.6700047, -0.2030193, 2.315653, Tracked, 0.3446487, -0.5767174, 1.96367, Tracked, 0.3859503, -0.5326337, 2.036802, Tracked, 0.846777, -0.6801844, 2.677725, Tracked, 0.7538664, -0.6840568, 2.628072, Tracked,
Kinect 2: 4.6794278, 0.3480464, -0.6466097, 2.159675, Tracked, 0.5337787, -0.3903545, 2.252681, Tracked, 0.7144075, -0.1424736, 2.332153, Tracked, 0.8103177, -0.07112826, 2.387641, Tracked, 0.5134376, -0.1354337, 2.130925, Tracked, 0.3659951, -0.2946236, 2.008977, Tracked, 0.3992585, -0.4880234, 1.972625, Inferred, 0.3591753, -0.5375769, 2.00035, Inferred, 0.8160417, -0.3151406, 2.423127, Inferred, 0.6550111, -0.4978637, 2.529096, Tracked, 0.7391875, -0.6443557, 2.617486, Tracked, 0.7832443, -0.6671669, 2.645172, Tracked, 0.2931439, -0.5977908, 2.102376, Tracked, 0.2235191, -0.8322209, 1.873251, Tracked, 0.09230118, -1.193395, 1.772147, Inferred, 0.1412697, -1.233017, 1.659571, Inferred, 0.3926859, -0.6767081, 2.154487, Tracked, 0.3798936, -0.9915001, 2.08783, Inferred, 0.2232616, -1.326083, 1.963684, Inferred, 0.2673521, -1.363093, 1.847719, Inferred, 0.6702033, -0.2038162, 2.314858, Tracked, 0.3497724, -0.5766829, 1.974426, Tracked, 0.381068, -0.5223406, 2.029556, Tracked, 0.8519584, -0.684587, 2.682806, Tracked, 0.7541334, -0.6839859, 2.628481, Tracked,
Kinect 2: 4.7127916, 0.3472101, -0.6477291, 2.161148, Tracked, 0.5338674, -0.3920851, 2.252739, Tracked, 0.7150161, -0.1448822, 2.330904, Tracked, 0.8109926, -0.07369631, 2.386749, Tracked, 0.512126, -0.1373941, 2.130983, Tracked, 0.3666273, -0.2960776, 2.008996, Tracked, 0.3998872, -0.4894692, 1.972644, Inferred, 0.3574201, -0.5390852, 1.997416, Inferred, 0.8166468, -0.3175418, 2.421875, Inferred, 0.6559609, -0.4990926, 2.529992, Tracked, 0.7403965, -0.6452858, 2.61859, Tracked, 0.7853982, -0.6683825, 2.648417, Tracked, 0.291962, -0.5988805, 2.104305, Tracked, 0.2235225, -0.8332903, 1.874036, Tracked, 0.08414995, -1.191075, 1.773385, Inferred, 0.1317016, -1.231081, 1.660132, Inferred, 0.3921928, -0.6777512, 2.155459, Tracked, 0.3524121, -1.039831, 2.065126, Tracked, 0.3216373, -1.359785, 2.00711, Inferred, 0.3770259, -1.406071, 1.898687, Inferred, 0.6706926, -0.2060507, 2.313885, Tracked, 0.3476014, -0.5803908, 1.96961, Tracked, 0.38004, -0.5370749, 2.027667, Tracked, 0.8511233, -0.6803894, 2.681203, Tracked, 0.7540374, -0.6835533, 2.629181, Tracked,
Kinect 2: 4.7458902, 0.3466608, -0.6482315, 2.161709, Tracked, 0.5338724, -0.3942959, 2.252811, Tracked, 0.7155906, -0.1490891, 2.33028, Tracked, 0.7877538, -0.05740604, 2.370503, Tracked, 0.5111408, -0.1389226, 2.130257, Tracked, 0.3664654, -0.2970193, 2.009776, Tracked, 0.3997267, -0.4904054, 1.973423, Inferred, 0.3572872, -0.541484, 1.998324, Inferred, 0.8172176, -0.3217345, 2.421247, Inferred, 0.6530139, -0.4996136, 2.530264, Tracked, 0.740252, -0.6446248, 2.618127, Tracked, 0.7874299, -0.667423, 2.647718, Tracked, 0.2916087, -0.5990778, 2.104688, Tracked, 0.22364, -0.8337557, 1.874506, Tracked, 0.08276248, -1.18997, 1.769319, Inferred, 0.1299211, -1.229451, 1.655508, Inferred, 0.3914559, -0.6786273, 2.156147, Tracked, 0.3516379, -1.040413, 2.063877, Inferred, 0.3208088, -1.360227, 2.004146, Inferred, 0.3758806, -1.406357, 1.895348, Inferred, 0.671132, -0.2097306, 2.313354, Tracked, 0.3491087, -0.5798622, 1.973651, Tracked, 0.38373, -0.5476032, 2.0385, Tracked, 0.8488491, -0.6795512, 2.684656, Tracked, 0.754241, -0.684132, 2.629662, Tracked,
Kinect 2: 4.7806915, 0.3459606, -0.6494291, 2.162068, Tracked, 0.5338274, -0.3954153, 2.252455, Tracked, 0.7157916, -0.1496951, 2.329518, Tracked, 0.7814269, -0.05451299, 2.36676, Tracked, 0.5118906, -0.1403848, 2.130417, Tracked, 0.3671593, -0.2964972, 2.009417, Tracked, 0.4004167, -0.4898862, 1.973066, Inferred, 0.3580724, -0.5418849, 2.002095, Inferred, 0.8174174, -0.3223391, 2.420485, Inferred, 0.6531125, -0.4997089, 2.530097, Tracked, 0.7402171, -0.6446794, 2.618138, Tracked, 0.7860214, -0.6674081, 2.646802, Tracked, 0.2911872, -0.5997546, 2.104686, Tracked, 0.2233749, -0.8328685, 1.875872, Tracked, 0.08320381, -1.19054, 1.76664, Inferred, 0.1304437, -1.229672, 1.652681, Inferred, 0.390453, -0.6804274, 2.156985, Tracked, 0.3509514, -1.041934, 2.062848, Inferred, 0.3203721, -1.361629, 2.001462, Inferred, 0.3753384, -1.407624, 1.89247, Inferred, 0.6712945, -0.2104734, 2.312634, Tracked, 0.3501672, -0.5793167, 1.98007, Tracked, 0.3816159, -0.5432937, 2.034433, Tracked, 0.8550838, -0.6782705, 2.689778, Tracked, 0.7589491, -0.6827481, 2.620727, Tracked,
Kinect 2: 4.8136786, 0.3450598, -0.6509823, 2.162904, Tracked, 0.5335534, -0.3970025, 2.252142, Tracked, 0.7157443, -0.1510181, 2.32826, Tracked, 0.7811643, -0.05561308, 2.367193, Tracked, 0.5123569, -0.1421904, 2.130183, Tracked, 0.3671768, -0.2968812, 2.009205, Tracked, 0.4004339, -0.4902681, 1.972853, Inferred, 0.3575733, -0.5414188, 2.002472, Inferred, 0.817369, -0.3236586, 2.419225, Inferred, 0.653084, -0.5001673, 2.530062, Tracked, 0.7401121, -0.6450756, 2.61826, Tracked, 0.7864634, -0.6685503, 2.645541, Tracked, 0.2906454, -0.6006798, 2.104785, Tracked, 0.2231088, -0.8338675, 1.876521, Tracked, 0.08217186, -1.19129, 1.765639, Inferred, 0.1291986, -1.230359, 1.651532, Inferred, 0.3891624, -0.6826817, 2.158842, Tracked, 0.3505546, -1.043949, 2.062881, Inferred, 0.3207217, -1.363562, 1.999878, Inferred, 0.3755727, -1.409444, 1.890694, Inferred, 0.6712083, -0.2118709, 2.311575, Tracked, 0.3502351, -0.5802564, 1.980173, Tracked, 0.3784533, -0.5480915, 2.025125, Tracked, 0.8469711, -0.6801351, 2.678184, Tracked, 0.7508476, -0.6820049, 2.6215, Tracked,
Kinect 2: 4.8456398, 0.3441481, -0.6525661, 2.163795, Tracked, 0.533317, -0.3989564, 2.252152, Tracked, 0.7158976, -0.1528612, 2.327588, Tracked, 0.788483, -0.06136882, 2.37318, Tracked, 0.5130383, -0.1434329, 2.129676, Tracked, 0.367873, -0.2983063, 2.008831, Tracked, 0.401126, -0.4916851, 1.97248, Inferred, 0.3578308, -0.5424507, 2.005292, Inferred, 0.8175207, -0.3254959, 2.418551, Inferred, 0.652711, -0.5010627, 2.530033, Tracked, 0.7399983, -0.6455395, 2.618623, Tracked, 0.7860556, -0.6681687, 2.645239, Tracked, 0.2897434, -0.6022161, 2.105617, Tracked, 0.2217864, -0.8361253, 1.876871, Tracked, 0.08234216, -1.19297, 1.764715, Inferred, 0.1294741, -1.231889, 1.650601, Inferred, 0.388375, -0.6840905, 2.15959, Tracked, 0.3502778, -1.045271, 2.062954, Inferred, 0.3208685, -1.364929, 1.999343, Inferred, 0.3756433, -1.410884, 1.890137, Inferred, 0.6712815, -0.2137507, 2.311026, Tracked, 0.350967, -0.5805784, 1.984565, Tracked, 0.3784936, -0.5508072, 2.028572, Tracked, 0.8476436, -0.6801619, 2.676573, Tracked, 0.7577909, -0.6832178, 2.623639, Tracked,
Kinect 2: 4.8806594, 0.3438507, -0.652968, 2.164133, Tracked, 0.5330128, -0.4003803, 2.251608, Tracked, 0.7154057, -0.1556656, 2.325272, Tracked, 0.7857438, -0.06274968, 2.371238, Tracked, 0.5139042, -0.1450954, 2.128787, Tracked, 0.368816, -0.2361445, 2.006351, Tracked, 0.4156836, -0.4278781, 1.978703, Inferred, 0.3773117, -0.4780673, 2.043373, Inferred, 0.8170282, -0.328293, 2.416232, Inferred, 0.6523613, -0.5022655, 2.530102, Tracked, 0.7403476, -0.6460896, 2.619053, Tracked, 0.7857447, -0.6676445, 2.645022, Tracked, 0.2896173, -0.6024405, 2.10566, Tracked, 0.2217223, -0.836266, 1.877013, Tracked, 0.08099911, -1.192684, 1.764301, Inferred, 0.1278334, -1.231718, 1.650059, Inferred, 0.3878645, -0.6846685, 2.16033, Tracked, 0.3499545, -1.045755, 2.063057, Inferred, 0.3206952, -1.365395, 1.998877, Inferred, 0.3752866, -1.411434, 1.889547, Inferred, 0.6708532, -0.2162005, 2.30919, Tracked, 0.3669487, -0.5220411, 2.01434, Tracked, 0.3918738, -0.4605049, 2.052667, Tracked, 0.8506454, -0.6778455, 2.682712, Tracked, 0.754217, -0.6828114, 2.62445, Tracked,
Kinect 2: 4.912681, 0.3427832, -0.6557648, 2.165462, Tracked, 0.5327144, -0.4021306, 2.251909, Tracked, 0.715418, -0.1561795, 2.325228, Tracked, 0.7854064, -0.06306873, 2.371243, Tracked, 0.5158076, -0.1471879, 2.127934, Tracked, 0.3725467, -0.2959043, 2.010066, Tracked, 0.4057807, -0.4893208, 1.973716, Inferred, 0.3625419, -0.5414034, 2.015957, Inferred, 0.8170403, -0.3288051, 2.416188, Inferred, 0.6530142, -0.5030548, 2.530452, Tracked, 0.7405013, -0.6469927, 2.619681, Tracked, 0.7857227, -0.6683581, 2.646986, Tracked, 0.2883877, -0.6058592, 2.107763, Tracked, 0.2217138, -0.8361279, 1.877992, Tracked, 0.07965542, -1.194064, 1.764423, Inferred, 0.1265589, -1.233541, 1.650516, Inferred, 0.3870429, -0.6867511, 2.160887, Tracked, 0.3492783, -1.047873, 2.063996, Inferred, 0.3201281, -1.36767, 2.000133, Inferred, 0.3748674, -1.414067, 1.891155, Inferred, 0.6708229, -0.2169617, 2.30917, Tracked, 0.3573489, -0.5822339, 1.998934, Tracked, 0.3736733, -0.52857, 2.024937, Tracked, 0.8457908, -0.681088, 2.680621, Tracked, 0.7539172, -0.6831404, 2.624012, Tracked,
Kinect 2: 4.9457437, 0.3419516, -0.6572635, 2.165923, Tracked, 0.5324584, -0.402988, 2.251858, Tracked, 0.7154266, -0.1563596, 2.325067, Tracked, 0.7854077, -0.06325447, 2.371601, Tracked, 0.5162444, -0.1481645, 2.127829, Tracked, 0.3726655, -0.2963562, 2.010064, Tracked, 0.4058988, -0.4897701, 1.973714, Inferred, 0.3626031, -0.5416248, 2.017348, Inferred, 0.8170487, -0.3289847, 2.416026, Inferred, 0.6532437, -0.5032943, 2.530474, Inferred, 0.7405273, -0.6472587, 2.619843, Inferred, 0.7932683, -0.6685566, 2.653612, Inferred, 0.2876189, -0.6070396, 2.108011, Tracked, 0.2215619, -0.8364033, 1.878763, Tracked, 0.07897939, -1.194974, 1.763669, Inferred, 0.1258649, -1.234451, 1.649767, Inferred, 0.3862297, -0.6884757, 2.161456, Tracked, 0.3486164, -1.049477, 2.063914, Inferred, 0.3195786, -1.369289, 1.99946, Inferred, 0.3743123, -1.415713, 1.890486, Inferred, 0.6707923, -0.21727, 2.309001, Tracked, 0.3552458, -0.5830871, 1.996004, Tracked, 0.376542, -0.5309855, 2.033849, Tracked, 0.8532343, -0.6822631, 2.689554, Inferred, 0.7585305, -0.6832086, 2.627565, Inferred,
Kinect 2: 4.9800252, 0.3416567, -0.6588559, 2.166999, Tracked, 0.5324398, -0.4041577, 2.252069, Tracked, 0.7155462, -0.1568902, 2.324831, Tracked, 0.7830968, -0.06231906, 2.371213, Tracked, 0.5179064, -0.1495574, 2.127695, Tracked, 0.3691557, -0.2362683, 2.006493, Tracked, 0.4264195, -0.4255214, 1.985342, Inferred, 0.3952933, -0.4613204, 2.072862, Inferred, 0.8171676, -0.3295136, 2.41579, Inferred, 0.6536765, -0.503935, 2.530496, Inferred, 0.7406873, -0.6478873, 2.620145, Inferred, 0.7932883, -0.6685704, 2.653592, Inferred, 0.2873572, -0.6089649, 2.109432, Tracked, 0.2214126, -0.8364376, 1.879148, Tracked, 0.0786381, -1.19561, 1.763674, Inferred, 0.1255931, -1.235313, 1.649949, Inferred, 0.3859509, -0.6896636, 2.162122, Tracked, 0.3484498, -1.050791, 2.065444, Inferred, 0.3195035, -1.370768, 2.001742, Inferred, 0.374302, -1.417482, 1.893002, Inferred, 0.6708861, -0.2179489, 2.308832, Tracked, 0.4085469, -0.4806209, 2.071631, Tracked, 0.3831814, -0.4480709, 2.047143, Tracked, 0.8535005, -0.682032, 2.689242, Inferred, 0.7584684, -0.6832198, 2.627529, Inferred,
Kinect 2: 5.0137818, 0.3415623, -0.6596221, 2.167119, Tracked, 0.5328271, -0.4057857, 2.252501, Tracked, 0.7166428, -0.1589723, 2.325694, Tracked, 0.7812757, -0.06278761, 2.370549, Tracked, 0.5175992, -0.1505765, 2.127335, Tracked, 0.368944, -0.2372697, 2.005969, Tracked, 0.4259199, -0.4266142, 1.984659, Inferred, 0.3898793, -0.4563012, 2.070058, Inferred, 0.8182604, -0.3315873, 2.416652, Inferred, 0.6556073, -0.5062758, 2.532021, Inferred, 0.7418022, -0.6504991, 2.62201, Inferred, 0.7941145, -0.6695265, 2.654483, Inferred, 0.2873166, -0.6097131, 2.109817, Tracked, 0.2213008, -0.8360981, 1.879895, Tracked, 0.0771317, -1.195518, 1.763397, Inferred, 0.1239316, -1.235243, 1.649571, Inferred, 0.3857997, -0.6905, 2.161934, Tracked, 0.3473197, -1.051369, 2.064245, Inferred, 0.3175162, -1.371173, 1.999644, Inferred, 0.372171, -1.41786, 1.890754, Inferred, 0.6717877, -0.2199638, 2.309558, Tracked, 0.4029702, -0.46941, 2.07165, Tracked, 0.3832297, -0.4482291, 2.047213, Tracked, 0.8542231, -0.6827632, 2.690242, Inferred, 0.759608, -0.6838589, 2.628327, Inferred,
Kinect 2: 5.0451181, 0.341067, -0.6600739, 2.167275, Tracked, 0.5328188, -0.4066646, 2.252658, Tracked, 0.7172962, -0.1602729, 2.325875, Tracked, 0.7790956, -0.06271204, 2.371321, Tracked, 0.517866, -0.150991, 2.127321, Tracked, 0.3737751, -0.2489925, 2.009609, Tracked, 0.4206929, -0.4406505, 1.981492, Inferred, 0.3790837, -0.494265, 2.057108, Inferred, 0.8189114, -0.3328829, 2.416832, Inferred, 0.6564936, -0.5076177, 2.532487, Inferred, 0.7423665, -0.6519113, 2.622701, Inferred, 0.7946251, -0.6701656, 2.654776, Inferred, 0.2869035, -0.6099447, 2.11001, Tracked, 0.2209375, -0.8365526, 1.880768, Tracked, 0.07718636, -1.196079, 1.762697, Inferred, 0.1239991, -1.235649, 1.64876, Inferred, 0.3852271, -0.6912007, 2.161984, Tracked, 0.3467432, -1.051997, 2.063923, Inferred, 0.3169246, -1.371807, 1.998985, Inferred, 0.371504, -1.418514, 1.890012, Inferred, 0.6722487, -0.2211709, 2.309721, Tracked, 0.3746282, -0.5401538, 2.041573, Tracked, 0.3793578, -0.4610386, 2.046625, Tracked, 0.8547269, -0.6832036, 2.690279, Inferred, 0.7602243, -0.6843426, 2.628642, Inferred,
Kinect 2: 5.0797878, 0.340578, -0.6604325, 2.169446, Tracked, 0.5326457, -0.4073676, 2.253693, Tracked, 0.7172602, -0.1609165, 2.326218, Tracked, 0.7799275, -0.06368793, 2.372947, Tracked, 0.5183881, -0.1516776, 2.127564, Tracked, 0.3731976, -0.2477748, 2.009512, Tracked, 0.4210519, -0.4392786, 1.981977, Inferred, 0.3809348, -0.4793254, 2.061352, Inferred, 0.8188755, -0.333524, 2.417174, Inferred, 0.6565734, -0.5082659, 2.533023, Inferred, 0.7422376, -0.6526518, 2.623335, Inferred, 0.7946177, -0.6704926, 2.655169, Inferred, 0.2865602, -0.6102224, 2.111464, Tracked, 0.2206196, -0.8371366, 1.881487, Tracked, 0.0765814, -1.195526, 1.761955, Inferred, 0.1233376, -1.23508, 1.647942, Inferred, 0.3846224, -0.6915945, 2.16484, Tracked, 0.3471347, -1.05272, 2.068337, Inferred, 0.318169, -1.372883, 2.004761, Inferred, 0.3728071, -1.419923, 1.896008, Inferred, 0.6721896, -0.2218429, 2.310194, Tracked, 0.3750291, -0.5323901, 2.043584, Tracked, 0.3817162, -0.4551436, 2.048634, Tracked, 0.8548121, -0.6834673, 2.690447, Inferred, 0.7601758, -0.6845562, 2.628893, Inferred,
Kinect 2: 5.1127006, 0.3404728, -0.6603926, 2.169556, Tracked, 0.5326488, -0.4074673, 2.253839, Tracked, 0.7174006, -0.1611378, 2.326422, Tracked, 0.7803082, -0.0640436, 2.373842, Tracked, 0.5214821, -0.1491647, 2.133232, Tracked, 0.3737433, -0.3142221, 2.022727, Tracked, 0.406995, -0.5076156, 1.986368, Inferred, 0.3597118, -0.5575228, 2.015928, Inferred, 0.8190154, -0.3337443, 2.417378, Inferred, 0.6568159, -0.5084754, 2.533359, Inferred, 0.7423332, -0.6529245, 2.623707, Inferred, 0.7947733, -0.6705696, 2.655456, Inferred, 0.2863053, -0.6099817, 2.111958, Tracked, 0.2200456, -0.8380517, 1.881855, Tracked, 0.07741852, -1.196313, 1.762963, Inferred, 0.1239859, -1.23549, 1.648607, Inferred, 0.384575, -0.6916166, 2.16481, Tracked, 0.3466069, -1.052615, 2.067754, Inferred, 0.3172134, -1.37277, 2.003674, Inferred, 0.3714934, -1.419523, 1.894442, Inferred, 0.6722909, -0.2220387, 2.310382, Tracked, 0.349189, -0.5993722, 1.983277, Tracked, 0.3829382, -0.5497129, 2.049889, Tracked, 0.854978, -0.6835268, 2.690486, Inferred, 0.7603109, -0.684616, 2.6291, Inferred,
Kinect 2: 5.1467587, 0.3396314, -0.6611235, 2.170362, Tracked, 0.5323475, -0.4080528, 2.254059, Tracked, 0.7173666, -0.1615191, 2.326279, Tracked, 0.7799484, -0.06426391, 2.37323, Tracked, 0.5208672, -0.1495356, 2.133215, Tracked, 0.3738931, -0.3138845, 2.022812, Tracked, 0.4071441, -0.5072798, 1.986453, Inferred, 0.3588822, -0.5576186, 2.015393, Inferred, 0.8189812, -0.3341244, 2.417235, Inferred, 0.6568066, -0.5088072, 2.533305, Inferred, 0.7422541, -0.6532627, 2.623702, Inferred, 0.7947619, -0.6707081, 2.655419, Inferred, 0.2849582, -0.6108305, 2.113289, Tracked, 0.2200737, -0.83867, 1.882221, Tracked, 0.07708609, -1.196895, 1.764005, Inferred, 0.1234772, -1.23619, 1.649625, Inferred, 0.3841658, -0.6921892, 2.165143, Tracked, 0.3464297, -1.053288, 2.068664, Inferred, 0.3172259, -1.373641, 2.005074, Inferred, 0.3714046, -1.420506, 1.895836, Inferred, 0.6722082, -0.2224591, 2.310314, Tracked, 0.3513539, -0.600624, 1.991802, Tracked, 0.3826473, -0.5492767, 2.049849, Tracked, 0.8549495, -0.6835943, 2.690036, Inferred, 0.7602054, -0.6846761, 2.629025, Inferred,
