Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0234844, -0.07258292, -0.5027341, 1.968019, Tracked, 0.01799328, -0.1809165, 2.027204, Tracked, 0.1073459, 0.1292947, 2.064356, Tracked, 0.1986206, 0.2287243, 2.111367, Tracked, -0.04448989, 0.05323993, 1.948974, Tracked, -0.2135895, -0.07783107, 1.835529, Tracked, -0.1494299, -0.2494291, 1.776315, Tracked, -0.1269422, -0.3052425, 1.801253, Tracked, 0.2128081, -0.08686656, 2.187226, Tracked, 0.182487, -0.2833699, 2.19828, Tracked, 0.1581152, -0.4080216, 2.048338, Tracked, 0.1587701, -0.4158933, 2.014984, Tracked, -0.1295659, -0.4575226, 1.880245, Tracked, -0.176596, -0.7570778, 1.749775, Tracked, -0.3139158, -1.113086, 1.76475, Inferred, -0.2616957, -1.164554, 1.660437, Inferred, -0.01301297, -0.5276217, 1.976655, Tracked, -0.004855629, -0.7947303, 1.902956, Tracked, -0.1690422, -1.197646, 1.849471, Inferred, -0.13407, -1.220891, 1.736048, Inferred, 0.08500069, 0.05303351, 2.058426, Tracked, -0.1172661, -0.3798528, 1.780969, Tracked, -0.1556381, -0.2693831, 1.75337, Tracked, 0.1369508, -0.4462357, 1.976349, Tracked, 0.1242423, -0.4013369, 1.963632, Tracked,
Kinect 2: 0.4239768, -0.008039557, -0.4651092, 1.855045, Tracked, 0.05716143, -0.1448043, 1.920929, Tracked, 0.1195826, 0.1635353, 1.968604, Tracked, 0.2024074, 0.2668432, 2.019022, Tracked, -0.03725169, 0.07696246, 1.84172, Tracked, -0.1892228, -0.08105373, 1.743565, Tracked, -0.0978885, -0.2656769, 1.676584, Tracked, -0.07052939, -0.3274885, 1.680713, Tracked, 0.2298233, -0.05461544, 2.075415, Tracked, 0.2093402, -0.253911, 2.084128, Tracked, 0.2091429, -0.3948291, 1.948401, Tracked, 0.1863269, -0.4055805, 1.892739, Tracked, -0.06667378, -0.4150384, 1.749111, Tracked, -0.08606293, -0.6794965, 1.609048, Tracked, -0.1054291, -1.066232, 1.43148, Inferred, -0.03829054, -1.072874, 1.314202, Inferred, 0.0507268, -0.4953262, 1.882695, Tracked, 0.05262813, -0.7638341, 1.819436, Tracked, -0.05482044, -1.184832, 1.842766, Inferred, -0.008288905, -1.222978, 1.744822, Inferred, 0.1043689, 0.08796625, 1.95954, Tracked, -0.02744105, -0.3951115, 1.660864, Tracked, -0.1314393, -0.3658197, 1.646, Tracked, 0.156826, -0.4723703, 1.852573, Tracked, 0.1473966, -0.3755608, 1.840474, Tracked,
Kinect 2: 0.4568888, -0.006037358, -0.4610592, 1.828608, Tracked, 0.05591127, -0.1403951, 1.896253, Tracked, 0.1152643, 0.1680718, 1.946695, Tracked, 0.197195, 0.2715387, 1.998863, Tracked, -0.04073816, 0.07883293, 1.817259, Tracked, -0.1892477, -0.08416057, 1.71943, Tracked, -0.09223413, -0.26383, 1.6505, Tracked, -0.06636971, -0.3233074, 1.659486, Tracked, 0.2291428, -0.05162114, 2.056586, Tracked, 0.2130788, -0.2516846, 2.063691, Tracked, 0.2138754, -0.3982441, 1.934673, Tracked, 0.189444, -0.4034789, 1.872458, Tracked, -0.06439237, -0.4102996, 1.719278, Tracked, -0.08293426, -0.6796176, 1.599883, Tracked, -0.1062748, -1.070537, 1.429683, Inferred, -0.03870288, -1.077495, 1.312921, Inferred, 0.05234428, -0.4919034, 1.859512, Tracked, 0.05431626, -0.7608397, 1.810421, Tracked, -0.05425832, -1.179782, 1.848846, Inferred, -0.005242739, -1.221752, 1.751836, Inferred, 0.1007853, 0.09249946, 1.936844, Tracked, -0.01855914, -0.3905403, 1.637657, Tracked, -0.1312398, -0.3646045, 1.630406, Tracked, 0.1628348, -0.4685484, 1.844238, Tracked, 0.1575706, -0.3892637, 1.822846, Tracked,
Kinect 2: 0.4907985, 0.007796035, -0.4689647, 1.790633, Tracked, 0.05797618, -0.1420427, 1.857648, Tracked, 0.1052669, 0.1725054, 1.903585, Tracked, 0.1848101, 0.2767594, 1.949428, Tracked, -0.04624603, 0.07861786, 1.773802, Tracked, -0.188315, -0.0844035, 1.677766, Tracked, -0.08560264, -0.2599272, 1.614748, Tracked, -0.0576211, -0.3212654, 1.624399, Tracked, 0.2239129, -0.04551219, 2.023714, Tracked, 0.2157104, -0.248818, 2.030667, Tracked, 0.219016, -0.3907882, 1.896161, Tracked, 0.191532, -0.3965605, 1.839442, Tracked, -0.0559946, -0.4197485, 1.697786, Tracked, -0.07932507, -0.6699736, 1.549656, Tracked, -0.151074, -1.039269, 1.308221, Inferred, -0.08519928, -1.030611, 1.191072, Inferred, 0.0704262, -0.4952717, 1.806125, Tracked, 0.05958027, -0.7622333, 1.787016, Tracked, -0.0422874, -1.184084, 1.814975, Inferred, 0.01259151, -1.222146, 1.713598, Inferred, 0.09399399, 0.0953669, 1.895202, Tracked, -0.01059288, -0.3892253, 1.603208, Tracked, -0.1182367, -0.367915, 1.593273, Tracked, 0.1694182, -0.4591218, 1.807232, Tracked, 0.1536509, -0.3714766, 1.786945, Tracked,
Kinect 2: 0.5243198, 0.01154005, -0.4642048, 1.78494, Tracked, 0.05866619, -0.1384366, 1.853445, Tracked, 0.1041147, 0.1749604, 1.901661, Tracked, 0.1836278, 0.2793239, 1.948486, Tracked, -0.04818785, 0.07990467, 1.771885, Tracked, -0.1893229, -0.08423889, 1.671457, Tracked, -0.08291581, -0.2590462, 1.606526, Tracked, -0.05281382, -0.3199406, 1.611048, Tracked, 0.2230242, -0.04423482, 2.019577, Tracked, 0.2169368, -0.2497115, 2.020757, Tracked, 0.2232782, -0.3912953, 1.885953, Tracked, 0.1957485, -0.3964283, 1.828273, Tracked, -0.04654249, -0.4116223, 1.678026, Tracked, -0.07916384, -0.6683884, 1.550595, Tracked, -0.09184276, -1.104206, 1.501961, Inferred, -0.01687432, -1.11621, 1.401483, Inferred, 0.07136892, -0.4935156, 1.806117, Tracked, 0.06338347, -0.7614151, 1.778203, Tracked, -0.04467863, -1.179254, 1.824839, Inferred, 0.006992649, -1.223606, 1.729021, Inferred, 0.09314553, 0.09811755, 1.89269, Tracked, -0.001831082, -0.3868963, 1.593608, Tracked, -0.1133038, -0.3669395, 1.579727, Tracked, 0.1753788, -0.4530048, 1.792731, Tracked, 0.1584515, -0.3728099, 1.774083, Tracked,
Kinect 2: 0.5575323, 0.01961658, -0.4552615, 1.758778, Tracked, 0.05889186, -0.1290575, 1.825193, Tracked, 0.09595388, 0.1842963, 1.873636, Tracked, 0.173711, 0.2893911, 1.922175, Tracked, -0.05461893, 0.08604246, 1.748274, Tracked, -0.1905599, -0.08276345, 1.642942, Tracked, -0.07347263, -0.2575676, 1.567178, Tracked, -0.04854547, -0.3196522, 1.580934, Tracked, 0.2200094, -0.035954, 2.000687, Tracked, 0.2154265, -0.2425821, 1.985548, Tracked, 0.2341964, -0.3841585, 1.852041, Tracked, 0.1976422, -0.3915249, 1.799088, Inferred, -0.03975984, -0.406604, 1.655641, Tracked, -0.07817956, -0.6661584, 1.540368, Tracked, -0.080623, -1.08345, 1.390679, Inferred, -0.006349899, -1.080216, 1.280111, Inferred, 0.07698178, -0.4846833, 1.786917, Tracked, 0.07064217, -0.7533867, 1.748274, Tracked, -0.03732739, -1.15619, 1.815235, Inferred, 0.0140246, -1.217939, 1.726996, Inferred, 0.08700106, 0.1075982, 1.864278, Tracked, -0.00691224, -0.3878881, 1.556529, Tracked, -0.1045223, -0.3618653, 1.55219, Tracked, 0.1762479, -0.426769, 1.7692, Tracked, 0.1646687, -0.3573464, 1.761429, Tracked,
Kinect 2: 0.589718, 0.02165979, -0.4489481, 1.735823, Tracked, 0.0558959, -0.1227972, 1.796446, Tracked, 0.08704659, 0.1902287, 1.838428, Tracked, 0.1631398, 0.3036669, 1.880964, Tracked, -0.05887088, 0.09247625, 1.729824, Tracked, -0.1929108, -0.07294975, 1.615983, Tracked, -0.09724171, -0.219974, 1.531576, Tracked, -0.07185151, -0.266497, 1.551186, Tracked, 0.2120868, -0.0008412474, 1.943395, Tracked, 0.2137153, -0.2250329, 1.950682, Tracked, 0.2308192, -0.3605521, 1.810099, Tracked, 0.1955535, -0.3759124, 1.765144, Tracked, -0.04017122, -0.4040431, 1.642078, Tracked, -0.07584618, -0.6575431, 1.50535, Tracked, -0.05787129, -1.037126, 1.290686, Inferred, 0.00822762, -1.031755, 1.171122, Inferred, 0.083892, -0.4712247, 1.746159, Tracked, 0.08001536, -0.740365, 1.69821, Tracked, -0.08410326, -1.141857, 1.734106, Inferred, -0.06075728, -1.190977, 1.635075, Inferred, 0.07964483, 0.1136539, 1.830796, Tracked, -0.03114956, -0.313341, 1.528323, Tracked, -0.06165718, -0.2629375, 1.496762, Tracked, 0.1716083, -0.4032542, 1.731508, Tracked, 0.1590708, -0.3419018, 1.714706, Tracked,
Kinect 2: 0.6250935, 0.02585173, -0.4425715, 1.717268, Tracked, 0.05665616, -0.1153853, 1.782861, Tracked, 0.08580162, 0.1981451, 1.829323, Tracked, 0.1595276, 0.3100812, 1.875289, Tracked, -0.06019355, 0.1012773, 1.700974, Tracked, -0.1924009, -0.06265886, 1.588435, Tracked, -0.0965495, -0.2173381, 1.521982, Tracked, -0.06453335, -0.2711418, 1.535396, Tracked, 0.2121587, -0.00106074, 1.943158, Tracked, 0.2125496, -0.2238138, 1.937936, Tracked, 0.2211533, -0.3489755, 1.786425, Tracked, 0.1928499, -0.3688994, 1.747853, Tracked, -0.03412482, -0.3973836, 1.616095, Tracked, -0.07555543, -0.6563035, 1.499219, Tracked, 0.02062025, -1.055323, 1.368402, Inferred, 0.09732155, -1.053361, 1.259633, Inferred, 0.08517552, -0.4676411, 1.738629, Tracked, 0.08194934, -0.7368385, 1.693171, Tracked, -0.008347313, -1.119552, 1.830724, Inferred, 0.03899412, -1.196899, 1.771386, Inferred, 0.07878308, 0.121482, 1.820613, Tracked, -0.02097927, -0.3358037, 1.511816, Tracked, -0.03048053, -0.2365696, 1.497363, Tracked, 0.1868334, -0.4166753, 1.676226, Tracked, 0.1526943, -0.3240578, 1.695067, Tracked,
Kinect 2: 0.6560614, 0.02943017, -0.4422138, 1.711661, Tracked, 0.05760532, -0.1115417, 1.775123, Tracked, 0.08301587, 0.2074088, 1.818458, Tracked, 0.1578196, 0.3184618, 1.86579, Tracked, -0.06188056, 0.1060807, 1.691077, Tracked, -0.1941936, -0.06112542, 1.574726, Tracked, -0.09508432, -0.2149792, 1.511603, Tracked, -0.06382482, -0.2694037, 1.528239, Tracked, 0.2122452, 0.01795087, 1.928585, Tracked, 0.2079633, -0.2324701, 1.894423, Tracked, 0.2263939, -0.3759268, 1.762901, Tracked, 0.1835201, -0.3822733, 1.718605, Tracked, -0.03255193, -0.3987521, 1.615723, Tracked, -0.07536586, -0.6567621, 1.496413, Tracked, -0.05844169, -1.078906, 1.413025, Inferred, 0.01438277, -1.089835, 1.303417, Inferred, 0.09177756, -0.4620973, 1.721738, Tracked, 0.08908975, -0.7320716, 1.675389, Tracked, -0.008015647, -1.135731, 1.74715, Inferred, 0.04218862, -1.197412, 1.6589, Inferred, 0.07708331, 0.1291878, 1.810556, Tracked, -0.01927196, -0.3351331, 1.501639, Tracked, -0.1199437, -0.2962511, 1.538082, Tracked, 0.1600311, -0.444778, 1.665518, Tracked, 0.1521728, -0.3302952, 1.65075, Tracked,
Kinect 2: 0.689019, 0.03487549, -0.4375704, 1.689524, Tracked, 0.0583793, -0.1042547, 1.753028, Tracked, 0.08014809, 0.2153321, 1.798999, Tracked, 0.1506174, 0.3299511, 1.84567, Tracked, -0.06327647, 0.1122741, 1.668953, Tracked, -0.1968709, -0.05370392, 1.54946, Tracked, -0.09600753, -0.2093574, 1.495578, Tracked, -0.06333993, -0.2637578, 1.51371, Tracked, 0.2110106, 0.02497693, 1.919238, Tracked, 0.2093315, -0.2309187, 1.887836, Tracked, 0.2306104, -0.3669974, 1.748459, Tracked, 0.1849549, -0.3791963, 1.699101, Inferred, -0.02841389, -0.397916, 1.603163, Tracked, -0.076616, -0.6566671, 1.490121, Tracked, -0.06157662, -1.080216, 1.418322, Inferred, 0.01343863, -1.092519, 1.31132, Inferred, 0.09562371, -0.4560811, 1.699176, Tracked, 0.09698132, -0.7321846, 1.65268, Tracked, -0.00444169, -1.120385, 1.751705, Inferred, 0.04278191, -1.19146, 1.676962, Inferred, 0.07493929, 0.137195, 1.790221, Tracked, -0.01405105, -0.3303086, 1.492031, Tracked, -0.1182312, -0.2948653, 1.519963, Tracked, 0.1599561, -0.4361402, 1.635433, Tracked, 0.1556121, -0.3222058, 1.635308, Tracked,
Kinect 2: 0.7240173, 0.037588, -0.4367384, 1.670371, Tracked, 0.05745956, -0.1009742, 1.730068, Tracked, 0.07507851, 0.2212164, 1.770811, Tracked, 0.1490271, 0.3354144, 1.820572, Tracked, -0.06323509, 0.115733, 1.645621, Tracked, -0.1958982, -0.0499471, 1.526143, Tracked, -0.09436365, -0.2055862, 1.473476, Tracked, -0.06086601, -0.2571062, 1.493735, Tracked, 0.2097311, 0.03247723, 1.90045, Tracked, 0.2141541, -0.2244326, 1.8616, Tracked, 0.2324678, -0.3537669, 1.714913, Tracked, 0.1836313, -0.3690935, 1.669282, Inferred, -0.0246027, -0.4001746, 1.581153, Tracked, -0.0787202, -0.6601096, 1.469944, Tracked, 0.03355821, -1.037651, 1.300827, Inferred, 0.1106896, -1.029908, 1.19191, Inferred, 0.09776288, -0.4527086, 1.680706, Tracked, 0.1062632, -0.7203293, 1.602418, Tracked, -0.009774433, -1.112896, 1.687111, Inferred, 0.03270025, -1.185193, 1.611251, Inferred, 0.07096099, 0.1424385, 1.763472, Tracked, -0.01519259, -0.3251561, 1.474862, Tracked, -0.1145734, -0.2793739, 1.507731, Tracked, 0.159854, -0.4249115, 1.601724, Tracked, 0.1502886, -0.3114657, 1.609286, Tracked,
Kinect 2: 0.7560914, 0.04189863, -0.4377467, 1.650967, Tracked, 0.05947946, -0.1003913, 1.707575, Tracked, 0.07515932, 0.222948, 1.746087, Tracked, 0.1461511, 0.3418647, 1.791853, Tracked, -0.0618334, 0.1180347, 1.622219, Tracked, -0.1968996, -0.05067382, 1.504235, Tracked, -0.09123074, -0.2036178, 1.45144, Tracked, -0.05680971, -0.2545675, 1.472517, Tracked, 0.2068417, 0.04143496, 1.862392, Tracked, 0.2135571, -0.2160783, 1.831349, Tracked, 0.2398956, -0.3609279, 1.702918, Tracked, 0.1888032, -0.3733523, 1.643875, Inferred, -0.02055664, -0.4033411, 1.562007, Tracked, -0.07936972, -0.6610126, 1.454148, Tracked, -0.1701682, -1.069393, 1.341624, Inferred, -0.1074096, -1.085883, 1.22542, Inferred, 0.1020628, -0.4513889, 1.661884, Tracked, 0.11212, -0.7137922, 1.553124, Tracked, -0.1580514, -1.015012, 1.612192, Inferred, -0.1869182, -1.093208, 1.538788, Inferred, 0.07147152, 0.1439539, 1.739193, Tracked, -0.02057331, -0.322797, 1.45478, Tracked, -0.1053428, -0.2406848, 1.438087, Tracked, 0.1734696, -0.4325716, 1.584717, Tracked, 0.1602573, -0.3234839, 1.593875, Tracked,
Kinect 2: 0.7910892, 0.04395411, -0.4352159, 1.647995, Tracked, 0.06028442, -0.09801669, 1.705762, Tracked, 0.0752191, 0.2251557, 1.745092, Tracked, 0.1464812, 0.3432193, 1.790872, Tracked, -0.0617226, 0.1193961, 1.620344, Tracked, -0.1966712, -0.04617226, 1.498507, Tracked, -0.09231556, -0.2009035, 1.449083, Tracked, -0.05897521, -0.2529338, 1.467862, Tracked, 0.2079963, 0.04336385, 1.864882, Tracked, 0.2166167, -0.213984, 1.831652, Tracked, 0.2405084, -0.3555731, 1.698756, Tracked, 0.1909734, -0.3709973, 1.642719, Inferred, -0.01820774, -0.4008862, 1.558382, Tracked, -0.07767044, -0.6643637, 1.45762, Tracked, -0.1671656, -1.071476, 1.358388, Inferred, -0.1039766, -1.090176, 1.243437, Inferred, 0.103778, -0.4488788, 1.659488, Tracked, 0.1149241, -0.7127101, 1.557316, Tracked, -0.1549475, -1.016512, 1.610879, Inferred, -0.1816835, -1.094262, 1.534881, Inferred, 0.071686, 0.1461939, 1.738022, Tracked, -0.01935747, -0.3250406, 1.455189, Tracked, -0.1041933, -0.2008361, 1.412636, Tracked, 0.1744143, -0.4250984, 1.578212, Tracked, 0.1618373, -0.3160272, 1.590933, Tracked,
Kinect 2: 0.8230304, 0.049237, -0.4293578, 1.63217, Tracked, 0.06339823, -0.0918881, 1.68939, Tracked, 0.07627181, 0.2310883, 1.728486, Tracked, 0.1459194, 0.3487015, 1.773492, Tracked, -0.05989839, 0.1252652, 1.6011, Tracked, -0.1941628, -0.03934182, 1.479479, Tracked, -0.09107617, -0.1956803, 1.432977, Tracked, -0.05480885, -0.2490811, 1.450758, Tracked, 0.2092234, 0.04589723, 1.861116, Tracked, 0.2189635, -0.2103786, 1.814515, Tracked, 0.2302311, -0.3624559, 1.635546, Inferred, 0.1785394, -0.3891792, 1.585924, Inferred, -0.0117348, -0.3946745, 1.53836, Tracked, -0.07426911, -0.661814, 1.446897, Tracked, -0.1668038, -1.068487, 1.362915, Inferred, -0.1018931, -1.090942, 1.251147, Inferred, 0.1077399, -0.4435261, 1.647426, Tracked, 0.1215629, -0.7050273, 1.534938, Tracked, -0.1661278, -0.9854497, 1.59518, Inferred, -0.2099473, -1.061712, 1.532699, Inferred, 0.07323463, 0.152225, 1.721465, Tracked, -0.01543158, -0.3186662, 1.439773, Tracked, -0.09844895, -0.1975417, 1.394222, Tracked, 0.1648741, -0.4369172, 1.541257, Tracked, 0.1456347, -0.3243655, 1.53368, Tracked,
Kinect 2: 0.8569728, 0.04989728, -0.4243242, 1.62334, Tracked, 0.06264647, -0.08860414, 1.68157, Tracked, 0.0743748, 0.2328311, 1.721419, Tracked, 0.1467159, 0.3519281, 1.761773, Tracked, -0.05973979, 0.1270155, 1.599559, Tracked, -0.1913018, -0.03502085, 1.473719, Tracked, -0.08928204, -0.1903176, 1.419937, Tracked, -0.052793, -0.241411, 1.434152, Tracked, 0.2119438, 0.05162534, 1.849829, Tracked, 0.2226653, -0.2045684, 1.802062, Tracked, 0.2433176, -0.3385214, 1.660149, Tracked, 0.1933108, -0.3549865, 1.600095, Inferred, -0.01204405, -0.3928656, 1.53559, Tracked, -0.06747944, -0.6601864, 1.440086, Tracked, -0.1498928, -1.068701, 1.349709, Inferred, -0.08554585, -1.088113, 1.236293, Inferred, 0.1102336, -0.4338846, 1.629548, Tracked, 0.1241933, -0.6944625, 1.512509, Tracked, -0.04870858, -1.070136, 1.559906, Inferred, -0.03158423, -1.146992, 1.478635, Inferred, 0.07160532, 0.1543414, 1.714234, Tracked, -0.01469332, -0.3087217, 1.426438, Tracked, -0.02346855, -0.2299327, 1.386691, Tracked, 0.177419, -0.4097788, 1.538159, Tracked, 0.1627912, -0.2932294, 1.554953, Tracked,
Kinect 2: 0.8899619, 0.05318274, -0.4201129, 1.615476, Tracked, 0.06576086, -0.08339397, 1.671633, Tracked, 0.07708728, 0.2386762, 1.709545, Tracked, 0.14864, 0.3562467, 1.752849, Tracked, -0.05712253, 0.1306863, 1.584245, Tracked, -0.1902033, -0.03473692, 1.464274, Tracked, -0.08703675, -0.1906616, 1.415854, Tracked, -0.04903628, -0.2416166, 1.434805, Tracked, 0.2137655, 0.05768316, 1.837329, Tracked, 0.223949, -0.1984298, 1.787749, Tracked, 0.2428643, -0.3419471, 1.656058, Inferred, 0.1966147, -0.3608007, 1.590738, Inferred, -0.007552612, -0.3854268, 1.519045, Tracked, -0.06521898, -0.6605421, 1.437903, Tracked, -0.1479307, -1.066485, 1.371172, Inferred, -0.08344855, -1.090448, 1.260114, Inferred, 0.1114866, -0.43278, 1.628407, Tracked, 0.1253644, -0.6926109, 1.508461, Tracked, -0.09002314, -1.041536, 1.559495, Inferred, -0.1010792, -1.123894, 1.488797, Inferred, 0.07443564, 0.1600738, 1.702818, Tracked, -0.01174076, -0.3099077, 1.425151, Tracked, -0.02361672, -0.2253122, 1.387518, Tracked, 0.1798712, -0.4104973, 1.532324, Tracked, 0.1685731, -0.2991415, 1.543389, Tracked,
Kinect 2: 0.9249826, 0.057167, -0.4184505, 1.608116, Tracked, 0.0696409, -0.0811669, 1.663492, Tracked, 0.08080611, 0.2412921, 1.700714, Tracked, 0.1513456, 0.3592616, 1.745549, Tracked, -0.05505832, 0.1321961, 1.57377, Tracked, -0.1898138, -0.03433483, 1.456997, Tracked, -0.08489604, -0.1894956, 1.410167, Tracked, -0.04587752, -0.2398128, 1.429307, Tracked, 0.2171953, 0.06353483, 1.823601, Tracked, 0.2260284, -0.1935632, 1.781979, Tracked, 0.2438318, -0.339993, 1.653622, Inferred, 0.2006914, -0.3608594, 1.584345, Inferred, -0.005516689, -0.384698, 1.514202, Tracked, -0.06218591, -0.6601617, 1.435886, Tracked, -0.1434803, -1.067014, 1.373242, Inferred, -0.07963812, -1.091326, 1.261965, Inferred, 0.1163473, -0.4311036, 1.622226, Tracked, 0.1279134, -0.689723, 1.497449, Tracked, -0.06286889, -1.075764, 1.396373, Inferred, -0.02969285, -1.089878, 1.279768, Inferred, 0.07819926, 0.1626129, 1.694149, Tracked, -0.007563124, -0.3092313, 1.417811, Tracked, -0.01963866, -0.2226376, 1.379975, Tracked, 0.1824213, -0.4100032, 1.528147, Tracked, 0.1739452, -0.2942897, 1.536308, Tracked,
Kinect 2: 0.9569648, 0.06008491, -0.4175042, 1.601951, Tracked, 0.0733472, -0.07908899, 1.656551, Tracked, 0.08537804, 0.2444994, 1.692906, Tracked, 0.1555475, 0.3632441, 1.737913, Tracked, -0.05284831, 0.1337682, 1.566179, Tracked, -0.1892947, -0.03573918, 1.453479, Tracked, -0.08266222, -0.1894555, 1.405389, Tracked, -0.04393034, -0.2389354, 1.423504, Tracked, 0.2203614, 0.06560777, 1.818122, Tracked, 0.2319434, -0.1910502, 1.772858, Tracked, 0.2491801, -0.3380104, 1.645057, Inferred, 0.2093673, -0.3621598, 1.584981, Inferred, -0.003649855, -0.3845734, 1.510688, Tracked, -0.06046401, -0.6608219, 1.434228, Tracked, -0.1416183, -1.067391, 1.374472, Inferred, -0.07766514, -1.092296, 1.263652, Inferred, 0.1202973, -0.4293795, 1.614014, Tracked, 0.1314036, -0.688722, 1.491557, Tracked, -0.03478535, -1.088937, 1.40827, Inferred, 0.004606392, -1.107784, 1.295126, Inferred, 0.08255061, 0.1655443, 1.686562, Tracked, -0.00371747, -0.3103335, 1.413698, Tracked, -0.01396008, -0.2254461, 1.377227, Tracked, 0.2157051, -0.4320126, 1.546157, Tracked, 0.17947, -0.3441774, 1.534621, Tracked,
Kinect 2: 0.9906999, 0.06350014, -0.4168224, 1.594631, Tracked, 0.07719246, -0.07672412, 1.646042, Tracked, 0.08950142, 0.2487588, 1.678602, Tracked, 0.1609978, 0.3652723, 1.724687, Tracked, -0.04927587, 0.1354248, 1.557344, Tracked, -0.1878822, -0.03775885, 1.448436, Tracked, -0.07996073, -0.1908109, 1.401341, Tracked, -0.04053269, -0.2413953, 1.420778, Tracked, 0.2250317, 0.06678256, 1.810883, Tracked, 0.2416832, -0.1587099, 1.792723, Tracked, 0.2673745, -0.2889389, 1.64777, Tracked, 0.2242256, -0.3083388, 1.613654, Inferred, -0.0007646024, -0.3845546, 1.505312, Tracked, -0.05749835, -0.6603239, 1.430239, Tracked, -0.1387256, -1.067686, 1.372337, Inferred, -0.0747536, -1.093015, 1.261877, Inferred, 0.1240565, -0.4281539, 1.605345, Tracked, 0.1416118, -0.6852136, 1.476615, Tracked, 0.01368682, -1.061835, 1.27458, Inferred, 0.06376925, -1.052695, 1.15447, Inferred, 0.08662435, 0.1693292, 1.673254, Tracked, -0.0007719327, -0.3122813, 1.409024, Tracked, -0.09098536, -0.1938316, 1.368067, Tracked, 0.2279434, -0.3721697, 1.566203, Tracked, 0.1975824, -0.3058631, 1.560444, Tracked,
Kinect 2: 1.0238677, 0.06734069, -0.4156272, 1.592973, Tracked, 0.08104489, -0.07542947, 1.644871, Tracked, 0.0933174, 0.2499449, 1.678106, Tracked, 0.1661857, 0.3671367, 1.722033, Tracked, -0.04779983, 0.1364801, 1.555991, Tracked, -0.1861809, -0.03915585, 1.447303, Tracked, -0.07714623, -0.1915968, 1.401021, Tracked, -0.03990594, -0.2411268, 1.421958, Tracked, 0.2290326, 0.06694503, 1.810195, Tracked, 0.2412779, -0.1865678, 1.743485, Tracked, 0.2649238, -0.3285778, 1.610792, Inferred, 0.2198945, -0.3661126, 1.573877, Inferred, 0.003205273, -0.3831725, 1.503192, Tracked, -0.05538017, -0.6634034, 1.432896, Tracked, -0.1370798, -1.066979, 1.38296, Inferred, -0.0735909, -1.093847, 1.272964, Inferred, 0.1276872, -0.4272963, 1.604255, Tracked, 0.1555366, -0.6852012, 1.481666, Tracked, 0.2024017, -1.094604, 1.345942, Inferred, 0.2708085, -1.097031, 1.23558, Inferred, 0.09044958, 0.1705576, 1.672573, Tracked, -0.005229729, -0.3149368, 1.410799, Tracked, -0.08930022, -0.1938366, 1.368964, Tracked, 0.231587, -0.4349721, 1.5416, Tracked, 0.1949075, -0.3584969, 1.520889, Tracked,
