Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0234844, -0.07258292, -0.5027341, 1.968019, Tracked, 0.01799328, -0.1809165, 2.027204, Tracked, 0.1073459, 0.1292947, 2.064356, Tracked, 0.1986206, 0.2287243, 2.111367, Tracked, -0.04448989, 0.05323993, 1.948974, Tracked, -0.2135895, -0.07783107, 1.835529, Tracked, -0.1494299, -0.2494291, 1.776315, Tracked, -0.1269422, -0.3052425, 1.801253, Tracked, 0.2128081, -0.08686656, 2.187226, Tracked, 0.182487, -0.2833699, 2.19828, Tracked, 0.1581152, -0.4080216, 2.048338, Tracked, 0.1587701, -0.4158933, 2.014984, Tracked, -0.1295659, -0.4575226, 1.880245, Tracked, -0.176596, -0.7570778, 1.749775, Tracked, -0.3139158, -1.113086, 1.76475, Inferred, -0.2616957, -1.164554, 1.660437, Inferred, -0.01301297, -0.5276217, 1.976655, Tracked, -0.004855629, -0.7947303, 1.902956, Tracked, -0.1690422, -1.197646, 1.849471, Inferred, -0.13407, -1.220891, 1.736048, Inferred, 0.08500069, 0.05303351, 2.058426, Tracked, -0.1172661, -0.3798528, 1.780969, Tracked, -0.1556381, -0.2693831, 1.75337, Tracked, 0.1369508, -0.4462357, 1.976349, Tracked, 0.1242423, -0.4013369, 1.963632, Tracked,
Kinect 2: 4.5911745, 0.426503, -0.4225794, 1.507008, Tracked, 0.5168284, -0.0774564, 1.597748, Tracked, 0.6041853, 0.2499815, 1.670401, Tracked, 0.7142862, 0.3337861, 1.723999, Tracked, 0.4256771, 0.1586046, 1.544667, Tracked, 0.2702935, 0.01474455, 1.438581, Tracked, 0.3488148, -0.1590139, 1.377559, Tracked, 0.3721012, -0.2085318, 1.395688, Tracked, 0.6787065, 0.004188715, 1.730999, Inferred, 0.643065, -0.2474562, 1.665991, Inferred, 0.5688799, -0.4299019, 1.492051, Inferred, 0.5650126, -0.5095827, 1.467205, Inferred, 0.3469263, -0.3849364, 1.453186, Tracked, 0.2794231, -0.6302243, 1.304665, Tracked, 0.1860396, -1.026864, 1.123229, Inferred, 0.23628, -1.025455, 1.005033, Inferred, 0.4852469, -0.4392219, 1.485102, Tracked, 0.4931988, -0.7066709, 1.461143, Tracked, 0.2033218, -0.7006052, 1.209525, Inferred, 0.2245029, -0.6658433, 1.068557, Inferred, 0.5831031, 0.1698922, 1.654476, Tracked, 0.4048362, -0.2597048, 1.372193, Tracked, 0.4273841, -0.170528, 1.4045, Tracked, 0.5917389, -0.5752978, 1.421751, Tracked, 0.5226634, -0.4996072, 1.421452, Tracked,
Kinect 2: 4.6240724, 0.4311607, -0.4213252, 1.502867, Tracked, 0.5202982, -0.07650866, 1.596855, Tracked, 0.605747, 0.2508815, 1.671806, Tracked, 0.7153047, 0.3353103, 1.726329, Tracked, 0.4263685, 0.1596435, 1.543653, Tracked, 0.270887, 0.01902743, 1.434343, Tracked, 0.374635, -0.1909088, 1.361035, Tracked, 0.4017139, -0.2550186, 1.365706, Tracked, 0.6803172, 0.005133268, 1.732387, Inferred, 0.6446998, -0.2464987, 1.667277, Inferred, 0.5710912, -0.4289022, 1.493041, Inferred, 0.5775532, -0.5034396, 1.468028, Tracked, 0.3505897, -0.383463, 1.450844, Tracked, 0.2961299, -0.6204614, 1.279094, Tracked, 0.223064, -1.004194, 1.060555, Inferred, 0.2740382, -0.9972672, 0.9432603, Inferred, 0.4903644, -0.4383288, 1.479255, Tracked, 0.4987783, -0.7053125, 1.459775, Tracked, 0.2067906, -0.7170588, 1.208151, Inferred, 0.227736, -0.6834895, 1.06715, Inferred, 0.5850921, 0.1708244, 1.655413, Tracked, 0.4456372, -0.3101332, 1.351305, Tracked, 0.4567051, -0.2172832, 1.386574, Tracked, 0.5743579, -0.5415936, 1.429506, Tracked, 0.5472201, -0.4457645, 1.429934, Tracked,
Kinect 2: 4.6569922, 0.434048, -0.4223328, 1.501408, Tracked, 0.5223249, -0.07617798, 1.596578, Tracked, 0.6065977, 0.2524078, 1.672844, Tracked, 0.7161301, 0.3368854, 1.727659, Tracked, 0.4274678, 0.1607359, 1.542316, Tracked, 0.2717197, 0.02287144, 1.432576, Tracked, 0.3743189, -0.1429805, 1.359981, Tracked, 0.3984371, -0.1978443, 1.373232, Inferred, 0.6812005, 0.006691369, 1.733412, Inferred, 0.6456121, -0.2449424, 1.668234, Inferred, 0.5919226, -0.4405233, 1.502065, Tracked, 0.602738, -0.5108889, 1.488659, Tracked, 0.3529329, -0.3851537, 1.453934, Tracked, 0.3098576, -0.622742, 1.280035, Tracked, 0.2546489, -1.007444, 1.058153, Inferred, 0.30648, -0.9995332, 0.9420397, Inferred, 0.4973987, -0.4392317, 1.468621, Tracked, 0.5202281, -0.7021933, 1.466045, Tracked, 0.233339, -0.7236416, 1.213311, Inferred, 0.25451, -0.6912543, 1.072527, Inferred, 0.5862604, 0.1720276, 1.656105, Tracked, 0.4245029, -0.2674743, 1.354545, Tracked, 0.4483539, -0.1630913, 1.394043, Tracked, 0.6009123, -0.5418149, 1.478823, Tracked, 0.5786951, -0.5278062, 1.447333, Tracked,
Kinect 2: 4.6899506, 0.4457982, -0.4268835, 1.494231, Tracked, 0.5276891, -0.07616062, 1.594682, Tracked, 0.6079348, 0.2544431, 1.673773, Tracked, 0.7176791, 0.3387134, 1.72887, Tracked, 0.4287503, 0.1618521, 1.538546, Tracked, 0.2733023, 0.02894299, 1.425096, Tracked, 0.3757271, -0.1406598, 1.354514, Tracked, 0.3988835, -0.195002, 1.363482, Inferred, 0.6825671, 0.008754523, 1.73433, Inferred, 0.647005, -0.2428876, 1.669095, Inferred, 0.6940673, -0.3538755, 1.515014, Tracked, 0.6855713, -0.3494976, 1.55351, Inferred, 0.3648012, -0.3940975, 1.451397, Tracked, 0.3352149, -0.6309057, 1.273975, Tracked, 0.3014938, -1.014683, 1.046459, Inferred, 0.3545545, -1.004765, 0.9321755, Inferred, 0.5059358, -0.4390077, 1.460492, Tracked, 0.529541, -0.7010196, 1.462407, Tracked, 0.257089, -0.7220274, 1.195388, Inferred, 0.2814838, -0.6886363, 1.056016, Inferred, 0.5882576, 0.1736083, 1.656505, Tracked, 0.4317658, -0.2556262, 1.351043, Tracked, 0.4546464, -0.1629036, 1.384958, Tracked, 0.6941432, -0.3735129, 1.565919, Tracked, 0.6542791, -0.3528344, 1.517333, Tracked,
Kinect 2: 4.7236594, 0.4511935, -0.4247998, 1.493932, Tracked, 0.5331063, -0.07395408, 1.594625, Tracked, 0.6106786, 0.2572277, 1.675224, Tracked, 0.7200375, 0.3420717, 1.730329, Tracked, 0.4323154, 0.1638218, 1.534343, Tracked, 0.2786751, 0.0359786, 1.41294, Tracked, 0.3814263, -0.1331689, 1.340747, Tracked, 0.4004351, -0.1889327, 1.34899, Inferred, 0.6853321, 0.01156102, 1.735772, Inferred, 0.6497831, -0.2400935, 1.670486, Inferred, 0.6954088, -0.3627381, 1.525763, Tracked, 0.6956386, -0.3653007, 1.537663, Inferred, 0.3717241, -0.3921724, 1.453925, Tracked, 0.3558698, -0.587512, 1.219639, Tracked, 0.1429119, -0.8327506, 1.245951, Inferred, 0.2188853, -0.7104862, 1.207835, Inferred, 0.5098081, -0.436525, 1.458533, Tracked, 0.5075212, -0.7124963, 1.404823, Tracked, 0.5212654, -1.132661, 1.374835, Inferred, 0.5798538, -1.151121, 1.269446, Inferred, 0.5918963, 0.1763927, 1.657636, Tracked, 0.4309227, -0.2610981, 1.337359, Tracked, 0.4567828, -0.1591188, 1.370171, Tracked, 0.6890489, -0.3774509, 1.521099, Tracked, 0.6562313, -0.3431068, 1.48975, Tracked,
Kinect 2: 4.7592926, 0.4641373, -0.4259948, 1.495658, Tracked, 0.5414483, -0.07410561, 1.595801, Tracked, 0.6138914, 0.2583516, 1.676722, Tracked, 0.7222857, 0.3444367, 1.731458, Tracked, 0.4578664, 0.1692965, 1.54632, Tracked, 0.284265, 0.04928777, 1.41863, Tracked, 0.3885194, -0.1310435, 1.341319, Tracked, 0.412027, -0.1846761, 1.355906, Tracked, 0.6885474, 0.01270105, 1.73726, Inferred, 0.6529884, -0.2389494, 1.671939, Inferred, 0.7037275, -0.3860359, 1.548569, Inferred, 0.7172441, -0.3902873, 1.549295, Inferred, 0.3856244, -0.3944358, 1.455796, Tracked, 0.3886781, -0.6310527, 1.277488, Tracked, 0.4066848, -1.014467, 1.048715, Inferred, 0.4625633, -1.00325, 0.9390073, Inferred, 0.5198053, -0.4365974, 1.460557, Tracked, 0.5394202, -0.7504538, 1.445505, Tracked, 0.5755128, -1.125819, 1.465505, Inferred, 0.6394932, -1.148171, 1.36722, Inferred, 0.5963728, 0.1773445, 1.659111, Tracked, 0.4350983, -0.2629297, 1.339784, Tracked, 0.4676205, -0.1599223, 1.360947, Tracked, 0.7105265, -0.4074796, 1.523736, Tracked, 0.7209538, -0.3675357, 1.509385, Tracked,
Kinect 2: 4.7902768, 0.4726874, -0.4221309, 1.491483, Tracked, 0.5471295, -0.0720291, 1.593747, Tracked, 0.6161777, 0.2595428, 1.676743, Tracked, 0.7236589, 0.3466645, 1.732529, Tracked, 0.4585064, 0.1707717, 1.545191, Tracked, 0.2904879, 0.049913, 1.409283, Tracked, 0.3984785, -0.1258677, 1.334859, Tracked, 0.422903, -0.1822104, 1.33774, Tracked, 0.6908373, 0.01389855, 1.737275, Inferred, 0.6552781, -0.2377581, 1.671936, Inferred, 0.706871, -0.3835438, 1.556082, Tracked, 0.7189277, -0.4054669, 1.551934, Tracked, 0.3918462, -0.3919837, 1.453434, Tracked, 0.394742, -0.6245728, 1.268063, Tracked, 0.4126675, -1.001613, 1.027943, Inferred, 0.4683193, -0.9887878, 0.918259, Inferred, 0.5302035, -0.431132, 1.454604, Tracked, 0.5442359, -0.7313967, 1.441988, Inferred, 0.5768996, -1.120618, 1.467426, Inferred, 0.6409616, -1.143943, 1.369821, Inferred, 0.5995572, 0.1787521, 1.658708, Tracked, 0.4427635, -0.2490092, 1.33109, Tracked, 0.4648088, -0.1551277, 1.30939, Tracked, 0.7335075, -0.4511423, 1.528937, Tracked, 0.724025, -0.3749281, 1.514408, Tracked,
Kinect 2: 4.8244684, 0.4789144, -0.4166018, 1.487308, Tracked, 0.5530735, -0.06806327, 1.591763, Tracked, 0.6210262, 0.2626187, 1.677391, Tracked, 0.728498, 0.3498825, 1.733718, Tracked, 0.4609911, 0.1737675, 1.53385, Tracked, 0.306214, 0.04802148, 1.386155, Tracked, 0.4273387, -0.1351456, 1.290229, Tracked, 0.4436808, -0.1868685, 1.296641, Tracked, 0.6956767, 0.01697923, 1.737927, Inferred, 0.660093, -0.234697, 1.672581, Inferred, 0.7064302, -0.4029126, 1.574815, Tracked, 0.7154511, -0.4407578, 1.566065, Tracked, 0.3981286, -0.386904, 1.449146, Tracked, 0.4301297, -0.6069843, 1.249603, Tracked, 0.4937502, -0.9643558, 0.9869502, Inferred, 0.5499829, -0.9485438, 0.8805038, Inferred, 0.5357268, -0.425556, 1.450948, Tracked, 0.5540269, -0.6956659, 1.442925, Inferred, 0.599869, -1.111023, 1.481699, Inferred, 0.6663978, -1.134205, 1.386989, Inferred, 0.6048502, 0.1820321, 1.658665, Tracked, 0.4577399, -0.252057, 1.33003, Tracked, 0.4820858, -0.1668197, 1.2976, Tracked, 0.7504706, -0.5067615, 1.555924, Tracked, 0.728458, -0.4238656, 1.533458, Tracked,
Kinect 2: 4.8568867, 0.4963676, -0.4249791, 1.486281, Tracked, 0.5640902, -0.06996085, 1.590569, Tracked, 0.6271363, 0.2647842, 1.67677, Tracked, 0.7345697, 0.3521983, 1.734069, Tracked, 0.4665016, 0.1760716, 1.523894, Tracked, 0.3155227, 0.04659098, 1.374285, Tracked, 0.4287342, -0.1323341, 1.285186, Tracked, 0.4473197, -0.1635057, 1.268293, Tracked, 0.7017664, 0.01914661, 1.737311, Inferred, 0.6661384, -0.2325431, 1.67197, Inferred, 0.7082572, -0.4635381, 1.564665, Tracked, 0.7173676, -0.4986119, 1.560622, Tracked, 0.4198825, -0.3965015, 1.448004, Tracked, 0.4408633, -0.6105998, 1.238474, Tracked, 0.4878786, -0.9590033, 0.9595366, Inferred, 0.5444701, -0.9424394, 0.8536742, Inferred, 0.5486072, -0.4324059, 1.450507, Tracked, 0.5747987, -0.7531801, 1.445179, Inferred, 0.6170338, -1.11792, 1.474489, Inferred, 0.684644, -1.139922, 1.380954, Inferred, 0.612073, 0.1833672, 1.657857, Tracked, 0.4780094, -0.2018389, 1.267215, Tracked, 0.4649667, -0.1287602, 1.249442, Tracked, 0.731095, -0.5477223, 1.548887, Tracked, 0.6403381, -0.5088525, 1.484286, Tracked,
Kinect 2: 4.8913713, 0.52536, -0.4444719, 1.501032, Tracked, 0.5802757, -0.07595732, 1.59269, Tracked, 0.6352631, 0.2668819, 1.67294, Tracked, 0.7421406, 0.3546681, 1.73411, Tracked, 0.4775488, 0.1748708, 1.508973, Tracked, 0.3311321, 0.04308992, 1.35682, Tracked, 0.4343488, -0.1279879, 1.268006, Tracked, 0.4578488, -0.1658052, 1.246142, Tracked, 0.7098585, 0.02123366, 1.73349, Inferred, 0.6741557, -0.230476, 1.668168, Inferred, 0.6937419, -0.4683421, 1.56988, Tracked, 0.6963555, -0.5104325, 1.559173, Tracked, 0.44859, -0.4151897, 1.461995, Tracked, 0.4580227, -0.5917761, 1.212062, Tracked, 0.4875664, -0.8824983, 0.8679466, Inferred, 0.5428336, -0.8624233, 0.7626247, Inferred, 0.5761822, -0.4518706, 1.466595, Tracked, 0.6106768, -0.7862338, 1.483935, Inferred, 0.6571406, -1.128274, 1.532132, Inferred, 0.7273895, -1.151959, 1.443301, Inferred, 0.6215916, 0.1837871, 1.655241, Tracked, 0.4952408, -0.2116447, 1.251076, Tracked, 0.48073, -0.1410681, 1.225102, Tracked, 0.7141325, -0.5781267, 1.553468, Tracked, 0.6870107, -0.5341893, 1.509941, Tracked,
Kinect 2: 4.9239786, 0.527868, -0.4183388, 1.473442, Tracked, 0.5878658, -0.06941961, 1.585433, Tracked, 0.6438712, 0.2689084, 1.67152, Tracked, 0.7469367, 0.3607752, 1.733854, Tracked, 0.4812876, 0.1765817, 1.505839, Tracked, 0.3395268, 0.04114279, 1.351912, Tracked, 0.4454824, -0.1335794, 1.254081, Tracked, 0.4701865, -0.173049, 1.229162, Tracked, 0.7184259, 0.02326081, 1.732083, Inferred, 0.6826434, -0.2284617, 1.666793, Inferred, 0.6977867, -0.4702643, 1.579012, Tracked, 0.6913933, -0.5157565, 1.561437, Tracked, 0.4510683, -0.3892794, 1.418405, Tracked, 0.4939072, -0.6222032, 1.244428, Tracked, 0.5766055, -0.9996182, 1.022362, Inferred, 0.6361808, -0.9856907, 0.9205829, Inferred, 0.5782706, -0.4262127, 1.451043, Tracked, 0.6059832, -0.6887854, 1.447414, Inferred, 0.6705536, -1.114128, 1.495296, Inferred, 0.7395074, -1.126713, 1.404144, Inferred, 0.6303395, 0.1865581, 1.65259, Tracked, 0.5097422, -0.217176, 1.228806, Tracked, 0.4899432, -0.1423983, 1.211985, Tracked, 0.6794173, -0.5789674, 1.529634, Tracked, 0.6526558, -0.5028391, 1.5158, Tracked,
Kinect 2: 4.956888, 0.5323313, -0.4183393, 1.47028, Tracked, 0.5965772, -0.06646526, 1.580072, Tracked, 0.6531287, 0.2715875, 1.669306, Tracked, 0.7543168, 0.3655177, 1.731998, Tracked, 0.491457, 0.1794334, 1.501678, Tracked, 0.3528293, 0.0368746, 1.346924, Tracked, 0.4698578, -0.1565265, 1.233033, Tracked, 0.4864922, -0.1941926, 1.216339, Tracked, 0.7276413, 0.02593574, 1.729889, Inferred, 0.6917753, -0.2258085, 1.664638, Inferred, 0.6972893, -0.4678912, 1.575803, Tracked, 0.698246, -0.5090642, 1.556583, Tracked, 0.4558904, -0.3911027, 1.416434, Tracked, 0.5115319, -0.6236244, 1.248096, Tracked, 0.6124014, -0.9931001, 1.039038, Inferred, 0.6743788, -0.986876, 0.9346471, Inferred, 0.5820888, -0.42454, 1.448124, Tracked, 0.6101506, -0.6870595, 1.44464, Inferred, 0.6754302, -1.112265, 1.492705, Inferred, 0.7443951, -1.124951, 1.401817, Inferred, 0.6398681, 0.1892785, 1.64951, Tracked, 0.5226523, -0.2346142, 1.215217, Tracked, 0.4877287, -0.1696388, 1.183217, Tracked, 0.6968293, -0.5483201, 1.526567, Tracked, 0.6617453, -0.4929531, 1.508538, Tracked,
Kinect 2: 4.989513, 0.5332687, -0.4179875, 1.431877, Tracked, 0.605352, -0.06455442, 1.562129, Tracked, 0.6677393, 0.2722355, 1.663879, Tracked, 0.76669, 0.3686442, 1.726394, Tracked, 0.5024537, 0.1776308, 1.490996, Tracked, 0.3818419, 0.01621927, 1.312739, Tracked, 0.4717841, -0.163805, 1.204668, Tracked, 0.4853481, -0.2013851, 1.179105, Tracked, 0.7421785, 0.02658281, 1.724478, Inferred, 0.7061706, -0.2251652, 1.659287, Inferred, 0.7042896, -0.4675537, 1.570807, Inferred, 0.7132797, -0.5153361, 1.550706, Inferred, 0.4565434, -0.3933437, 1.386168, Tracked, 0.5359604, -0.6218256, 1.226102, Tracked, 0.6763629, -0.9925084, 1.02647, Inferred, 0.7369286, -0.9770694, 0.9284741, Inferred, 0.5826088, -0.4208367, 1.405951, Tracked, 0.4444302, -0.7169368, 1.431857, Tracked, 0.3052861, -1.055585, 1.494686, Inferred, 0.3407667, -1.123544, 1.412571, Inferred, 0.6525968, 0.1901141, 1.641646, Tracked, 0.5148706, -0.2448467, 1.172786, Tracked, 0.5538812, -0.2000571, 1.21275, Tracked, 0.7048485, -0.5327219, 1.528264, Tracked, 0.6890026, -0.5016975, 1.5104, Tracked,
Kinect 2: 5.0243663, 0.5220923, -0.4101146, 1.405789, Tracked, 0.6075698, -0.06061073, 1.545459, Tracked, 0.679334, 0.2727612, 1.658138, Tracked, 0.776315, 0.3714097, 1.71937, Tracked, 0.5122107, 0.1773381, 1.482606, Tracked, 0.3919289, 0.01115576, 1.310538, Tracked, 0.4756209, -0.1683879, 1.199673, Tracked, 0.4896516, -0.2058018, 1.170701, Tracked, 0.7537138, 0.02710137, 1.718753, Inferred, 0.7175885, -0.2246538, 1.653615, Inferred, 0.7133211, -0.4669668, 1.564855, Inferred, 0.7305233, -0.5167378, 1.527733, Inferred, 0.4437906, -0.3820935, 1.353601, Tracked, 0.5391726, -0.6186391, 1.229266, Inferred, 0.7046312, -1.00169, 1.08695, Inferred, 0.7674066, -0.9889488, 0.9909026, Inferred, 0.5727177, -0.4159953, 1.384046, Tracked, 0.4445555, -0.7170722, 1.429523, Tracked, 0.3208826, -1.049803, 1.511434, Inferred, 0.3596148, -1.119814, 1.435911, Inferred, 0.6619028, 0.1913421, 1.633579, Tracked, 0.5182319, -0.2474319, 1.147525, Tracked, 0.5564269, -0.1904948, 1.204429, Tracked, 0.7219505, -0.5340928, 1.505367, Inferred, 0.7059191, -0.5030255, 1.487605, Inferred,
Kinect 2: 5.0562485, 0.4636779, -0.4026824, 1.417789, Tracked, 0.5997819, -0.05714359, 1.543075, Tracked, 0.6920835, 0.2763051, 1.651268, Tracked, 0.7888106, 0.3757966, 1.710955, Tracked, 0.533941, 0.1787564, 1.480773, Tracked, 0.4077831, 0.0089161, 1.311881, Tracked, 0.4833104, -0.1798792, 1.192634, Tracked, 0.490573, -0.2174393, 1.160409, Tracked, 0.766403, 0.03062369, 1.711917, Inferred, 0.7301507, -0.2211713, 1.646847, Inferred, 0.724527, -0.4634745, 1.558006, Inferred, 0.7426977, -0.511556, 1.51917, Inferred, 0.3882436, -0.369193, 1.377344, Tracked, 0.5683929, -0.5896998, 1.227875, Tracked, 0.8034711, -0.8744495, 1.080783, Inferred, 0.8673279, -0.8693632, 0.9820738, Inferred, 0.5147354, -0.4150841, 1.384187, Tracked, 0.3123348, -0.7187332, 1.44441, Inferred, 0.1455016, -0.9906182, 1.522013, Inferred, 0.1588554, -1.072383, 1.449761, Inferred, 0.6672635, 0.1941288, 1.628853, Tracked, 0.5101756, -0.2552366, 1.119737, Tracked, 0.4998419, -0.1719323, 1.132943, Tracked, 0.7340375, -0.5289376, 1.496837, Inferred, 0.7178908, -0.4979038, 1.479119, Inferred,
Kinect 2: 5.0893999, 0.4662308, -0.3993455, 1.41447, Tracked, 0.5990873, -0.05353323, 1.537609, Tracked, 0.7038384, 0.2778838, 1.640852, Tracked, 0.8052748, 0.3737268, 1.699765, Tracked, 0.546832, 0.1748022, 1.460376, Tracked, 0.4270362, 0.007920637, 1.283798, Tracked, 0.4740502, -0.1763473, 1.159477, Tracked, 0.4782851, -0.216551, 1.121721, Tracked, 0.7780957, 0.03217047, 1.701528, Inferred, 0.7417086, -0.2196554, 1.636523, Inferred, 0.7359806, -0.4618203, 1.547233, Inferred, 0.7540409, -0.5094318, 1.507772, Inferred, 0.404998, -0.3532689, 1.329057, Tracked, 0.5841422, -0.5494401, 1.21257, Tracked, 0.8588517, -0.8469949, 1.091566, Inferred, 0.9238898, -0.8446206, 0.9960835, Inferred, 0.5140261, -0.4125083, 1.399335, Tracked, 0.4380088, -0.6666427, 1.424687, Tracked, 0.3393015, -1.078553, 1.517991, Inferred, 0.3963947, -1.12399, 1.431181, Inferred, 0.6773214, 0.1971417, 1.617915, Tracked, 0.5008031, -0.2540824, 1.090685, Tracked, 0.4987842, -0.1818689, 1.106757, Tracked, 0.7452931, -0.5268171, 1.485481, Inferred, 0.7290315, -0.495787, 1.467819, Inferred,
Kinect 2: 5.1243656, 0.5047565, -0.4224776, 1.400656, Tracked, 0.6132873, -0.05896927, 1.526401, Tracked, 0.7179666, 0.2789594, 1.629297, Tracked, 0.8136128, 0.3803932, 1.687039, Tracked, 0.558527, 0.1730568, 1.451777, Tracked, 0.4343469, 0.005122659, 1.279335, Tracked, 0.4803353, -0.1923581, 1.149712, Tracked, 0.4838633, -0.2364086, 1.116463, Tracked, 0.7921479, 0.0332161, 1.690001, Inferred, 0.7556016, -0.2186355, 1.625073, Inferred, 0.7495443, -0.4607973, 1.535785, Inferred, 0.7676093, -0.5081308, 1.495989, Inferred, 0.4366907, -0.3817535, 1.322373, Tracked, 0.6281444, -0.5532766, 1.214209, Tracked, 0.9434155, -0.835353, 1.098135, Inferred, 1.002308, -0.8240834, 1.005866, Inferred, 0.5442663, -0.4377716, 1.403967, Tracked, 0.4851671, -0.7151424, 1.401034, Inferred, 0.4200749, -1.119954, 1.443505, Inferred, 0.4788997, -1.160002, 1.351167, Inferred, 0.6931028, 0.1966212, 1.605659, Tracked, 0.5045231, -0.2925271, 1.103607, Tracked, 0.5064285, -0.2157237, 1.088222, Tracked, 0.758762, -0.5255166, 1.473748, Inferred, 0.7423697, -0.4944858, 1.456153, Inferred,
Kinect 2: 5.1562412, 0.5157037, -0.4232297, 1.410601, Tracked, 0.6236697, -0.05988988, 1.523998, Tracked, 0.729332, 0.281349, 1.615952, Tracked, 0.826205, 0.3828412, 1.665829, Tracked, 0.5741448, 0.1698316, 1.434652, Tracked, 0.4676985, -0.009153221, 1.261613, Tracked, 0.4913269, -0.2291391, 1.120253, Tracked, 0.485381, -0.2604934, 1.100859, Tracked, 0.8034511, 0.03555704, 1.676692, Inferred, 0.7667626, -0.2163424, 1.611838, Inferred, 0.7605501, -0.4585138, 1.522543, Inferred, 0.7786357, -0.5057166, 1.482593, Inferred, 0.4511271, -0.3876092, 1.335083, Tracked, 0.6488456, -0.5420938, 1.205256, Tracked, 0.9741555, -0.7976229, 1.054463, Inferred, 1.031012, -0.7873126, 0.9625075, Inferred, 0.5544762, -0.436246, 1.414068, Tracked, 0.4994237, -0.7308375, 1.438032, Inferred, 0.4468195, -1.11027, 1.50857, Inferred, 0.5074828, -1.154143, 1.421495, Inferred, 0.7038889, 0.1979883, 1.596077, Tracked, 0.502098, -0.3128113, 1.110078, Tracked, 0.5004468, -0.2836847, 1.0628, Tracked, 0.769697, -0.5231051, 1.460399, Inferred, 0.7531849, -0.4920764, 1.442865, Inferred,
Kinect 2: 5.1902765, 0.5491215, -0.4395608, 1.425648, Tracked, 0.6464997, -0.06666808, 1.519265, Tracked, 0.7434223, 0.2826688, 1.598577, Tracked, 0.836326, 0.3876844, 1.650028, Tracked, 0.5897503, 0.1679742, 1.424167, Tracked, 0.4748804, -0.0120212, 1.25779, Tracked, 0.492622, -0.2285986, 1.115482, Tracked, 0.4888567, -0.2617874, 1.087977, Tracked, 0.8174596, 0.03681939, 1.659356, Inferred, 0.7805883, -0.2151246, 1.594593, Inferred, 0.7742132, -0.4573102, 1.505336, Inferred, 0.7922864, -0.5044783, 1.465328, Inferred, 0.4825647, -0.4055846, 1.344992, Tracked, 0.6672131, -0.5717892, 1.211072, Tracked, 0.9672181, -0.8407618, 1.056271, Inferred, 1.029172, -0.8365934, 0.9604328, Inferred, 0.5876694, -0.4509447, 1.434394, Tracked, 0.5364228, -0.7698252, 1.448757, Inferred, 0.4940158, -1.13246, 1.499089, Inferred, 0.5537812, -1.172451, 1.408417, Inferred, 0.719891, 0.1975185, 1.581784, Tracked, 0.504259, -0.3093711, 1.074798, Tracked, 0.4661729, -0.2855119, 1.061222, Tracked, 0.783234, -0.5218593, 1.443197, Inferred, 0.7665728, -0.4908186, 1.425747, Inferred,
